UNITID,school_name.x,coach_comp_third,support_comp_third,coach_comp,guarantees,total_ops,aid,support_comp,severance,recruiting,team_travel,equip,game_expenses,marketing,camps,spirits,facilities,overhead,indirect_institutional,medical,membership,meals,otherops,bowl_expenses,prof_def,bowl_coachcomp,total_expenditure,discounts_to_tuition,gifts,research_expenditure,graduation_rate
145637,University of Illinois Urbana-Champaign,0,0,22021671.4,2264393.4,116325851.6,12627489.4,23934587.4,1115700.6,1842475.8,5440966.2,3023857.4,2324876.8,4252091.6,528089.4,362064.6,17633084,9761575.8,0,1062889.8,215190.2,2317948,5169465.4,377048,7993184.333333333,50386.4,228095873,250656869.5,166970766.75,621290937.5,24500
147703,Northern Illinois University,0,0,4537972.4,401490.2,23185885.6,6974104.4,2878291.6,6695,244464.2,1999446,833456.4,640737.4,572954.6,102397,53347.4,595514.4,655516.4,477165.8,487995.2,190944,154525.4,958806,371780.6,605567,48281.2,46370195.75,55781935.25,0,21194258.5,20843.5
150136,Ball State University,0,0,6045912.2,638140,27091877.2,7949020.4,4216310.4,33831.8,315822.6,1737510,1038362,690664,190463.4,90851.6,53654.6,0,88730.2,1522925.6,373611.6,253175.4,214946.8,1523318.4,90626.2,164464.75,24000,53561222,82357195.75,9413669.5,12422195.75,20092.5
151351,Indiana University-Bloomington,0,0,22042615,3891469,117272896.8,16914483.2,21646398.6,1888082,1734618.4,5962311,2909466,4099062.2,1920946.6,0,262937.8,12508907.4,10361085,2639546.6,1900159.2,125239.6,1626167,3990903.8,669772.8,13731583.5,178725.6,232125308.75,195441213.5,82927687.5,128885713.25,23382
153603,Iowa State University,0,0,17129764,1261125.6,94901441.6,9527120.2,14178335.6,1932351.8,1470669.2,5061063.2,3384678.2,2609204.4,2202370.6,0,521386.8,8899770.2,13693337.2,0,1098441.6,1913213.6,2660006.4,5117715.4,1764467,70206.5,476420.6,181695073,147043382.5,55179072.25,190312376.5,16902
153658,University of Iowa,522800,0,26231321.6,3450121.6,138692438.4,13147222.4,19998712.6,518902.6,1491191.8,7705731.8,2689619.2,4124291.6,4365517.2,246513.6,431909.8,26472139,10069718.6,0,1788742.8,206951.6,3991686,8438430.4,1818723.6,4335729.666666667,982190.6,274325905,111819500,100957000,427063000,30851.75
155317,University of Kansas,0,0,19196224.2,1332144,103703940.8,12776416.6,23550771.8,3057417.4,1689274.4,6678922,4837803.8,3601531.4,3316434.8,0,79524.8,6205332.8,9978721.2,0,909330.2,328957,2409351,3755783.4,0,6052355.5,0,208633144.25,31603503.5,61858026.75,326275229.25,18642.5
155399,Kansas State University,0,0,15977013.8,1946095.2,82089743,8598023.2,16010804,988306,1433695.8,5360394.4,1852943,2992793.6,2226347.4,0,152611.2,8432680.4,4890690,0,1154858.8,3939624.4,1717842.4,3200047.2,916515.6,10343859.5,298456.6,169807514.5,46895536.75,0,206889143.25,35582.5
157085,University of Kentucky,0,0,30457075.2,3257188.4,137780028.6,15586107,22764853,666971.6,2301997.8,8876515.8,3729747,6669654.6,2133536.8,1095730,1007378.2,8800826.2,19516376,0,958974.8,78919.4,1312228.2,6042708.6,1910081.2,4479468.8,613158.8,271874355.75,174693571.25,58277580,335391014.5,7794
157289,University of Louisville,0,0,25105876.6,1771226.2,134401226.2,14684648.4,20361427.2,6289721.4,1637923.6,5832578.6,4616489.2,6231365.8,1534847.4,0,507549,9016330.8,6397135,2992054.6,1908041.8,159545.2,2265905,21766972.6,922683.4,3243709,398904.4,266884624.25,97325250,35917000,158689500,21066.75
157951,Western Kentucky University,37438.4,22333,5725283.8,632188,31380979.2,6325452.4,4355191.4,179243.2,438943.8,2156386.8,721703.4,1429640,880889,351224.6,134089.4,3431058.8,443088.8,988014.2,672489.6,305811.6,456566.8,1237434.2,423008,-0.2,33500,60881092.75,69553069.75,0,7878554.5,30505.75
159391,Louisiana State University and Agricultural & Mechanical College,0,0,32419961.2,3275887,153261253.4,15428659.8,25789196.2,1785237.8,2333861.2,6560393.4,4092048.6,8717165,902574.2,0,857654,13471621.6,10177713.4,0,2017901.4,117035.6,3059571.6,19748415.4,1681845.4,7040655.25,824510.6,292173843.5,98957893,96377096.75,236016468.75,16151.75
159647,Louisiana Tech University,0,0,5421936.6,572642,24771940.2,5858815.8,2560023.6,229295.8,339877.2,1817148.8,1721992.4,700686.8,179434,0,1492,604776.8,542104,1816139,605317.2,365433.8,364045.2,764198.8,224156,58566.666666666664,96392,47290029.75,36779018.75,17121064,23585048.25,17166
159993,University of Louisiana at Monroe,0,0,4263559.6,377496.6,18426856.75,4837730.6,2173936.2,35000,189368.6,1459923.4,841117.6,889258,226420.8,0,0,932069,359167.2,0,625529.4,199876.4,248716.8,261584.6,0,-396056,0,30465074.25,16409918.25,1119013.25,7377832.25,30977.5
160658,University of Louisiana at Lafayette,0,0,7713211.6,415030.4,35643037.2,7454123,5762796.8,336595.8,453925.8,2289454.2,1492049.2,1905370.6,570558.6,0,135607,2136378.2,1385515.2,83492.2,891442.6,110107.4,929462.6,1250828,278203,82086,48885,69945987.5,33132410,4915032.75,64761546.25,27029.5
163286,University of Maryland-College Park,0,0,20459876.8,1371581.6,99010857.8,17414444.8,17539717.6,2908691.6,1389833.8,6107133,2273322,2402617.2,1358353.4,0,234387.8,2453698,12878875.6,0,1637783.4,133279.4,2577990,5520966.8,261423.4,180055.33333333334,86881.6,190469455,114844070.5,27520364,487622271,52884.25
166629,University of Massachusetts-Amherst,0,0,7338557.6,1120669.8,47779213,12326749.6,5958600.4,299168.6,805925,3233043.6,1204884.6,1509111.2,384874.4,4486.8,23622.6,5264942,1407692,3819974,432178.6,77632.4,403774.4,2163325.4,0,894852.2,0,93943152.25,157738663.25,20803644.25,149754184,18429.5
169248,Central Michigan University,23352,16141.6,6799216.2,587038.8,32409617,6083520.2,5071903,412537.4,546879.6,1994467.8,1159972.8,788978,242299,37385.2,99465,2490568.4,2941326.8,153018,654257.4,265896.6,417151.8,1192390,645338,11248165.75,44726.6,73950517.5,58707994.5,9065295.75,19194937.75,37272.75
169798,Eastern Michigan University,0,0,5994392,325000,29716472.4,9070479.4,3848817,0,557369.2,1685291,1351251.2,591510,770018.4,122479.8,88666.2,1066931.6,1431700.6,558906,653283,412897.2,226397,650188.6,286478.6,1,24415.6,57770891.5,56134519.25,7975243.5,6481863,19695.5
170976,University of Michigan-Ann Arbor,0,0,33764605.4,3159732,179525896.2,27773732.6,36688849,277333.8,2767838,10394205,5310257.6,3732431.4,2618568.2,2553,720391.6,17395690.6,19553892,166137.4,1528524,212310.8,4259216.4,6593462.4,2003123.8,11969466,603041.2,359731291,408486500,180937250,937989000,19329.5
171100,Michigan State University,535000,0,27143761.6,3541815,136585303.6,16660981.4,21109746.4,200524.4,1471911,6792097.4,4098313.6,4537233.8,2712463.8,831811.4,297812.6,22625336.4,10375331,1180560.8,1764445.8,146313.6,1652388.6,5983410,2416269.4,9643025.333333334,507775.6,266383201,163441094.75,71213162.5,457831278.75,10117.5
172699,Western Michigan University,0,0,6692740.2,610182.6,34687169,7978231.2,4756524.2,11410.8,380275,1853466.4,1006664.4,1317590.6,584625.2,294797.4,125556.6,3111186.2,2081511,1388532.2,1050940.6,299056.4,626929.6,103827.2,357754.6,1518513.5,55366.6,69081044,60982803,31141630.5,19057802.25,42429.25
174066,University of Minnesota-Twin Cities,0,0,23346938,2244817.4,120693073.6,14106473.4,20014556.2,383177.4,1888096.6,6953946.8,3682468,3656900.2,1590018.2,0,907940.2,10514035.6,15616413.4,5291381,2372254.4,176210.4,3102243.4,3454223,999219,5225547.666666667,391761,239280911,256968805,190617472.5,882353843.5,27535
176017,University of Mississippi,0,0,23030234.4,2962177.8,118278828.2,11154091.4,18742614.4,4414243,1507535.6,5571542.8,4782765.8,5945785.8,2908836.2,518764.2,733907.4,15578030.2,12866087.2,0,1846010,48628,1246833.8,3669963,583348.6,5865747,167428.6,229231449,119149902,16707942.25,134484574.25,24471.25
176080,Mississippi State University,1200,0,19653164.8,1881183,98054859.2,10357251.8,13943948,1582644.8,1085727.4,5510143.2,4378630.6,4922994.4,2952374.8,363071.8,255873.6,12195941,8904454.2,0,1613748,96595.8,926134.2,5618364.2,1508459,11875168.4,302954.6,205857361.25,107847624,52715724,177786345.5,20567.5
176372,University of Southern Mississippi,0,0,5271915.8,429316.8,26604198.4,5774802.8,3853309,0,520685.4,2441402.8,741496.2,1537444.4,287878.8,138623.8,0,1807631.2,1736283.2,96000,621052.6,331706,100658.4,693047.2,176130.2,-352499.6,44813.8,51892730.25,44256287.5,1385124.5,55967018.75,13378.25
