"UNITID","school_name","coach_comp_third_2021","support_comp_third_2021","coach_comp_2021","guarantees_2021","total_ops_2021","aid_2021","support_comp_2021","severance_2021","recruiting_2021","teamtravel_2021","equip_2021","game_expenses_2021","marketing_2021","camps_2021","spirit_2021","facilities_rentals_2021","overhead_2021","indirect_institutional_2021","medical_2021","memberships_2021","meals_2021","otherops_2021","bowl_expense_2021","prof_def_2021","bowl_coachcomp_2021","total_expendature","discounts_to_tuition","gifts","reseach_expendatures","graduation_rate"
214777,"Pennsylvania State University-Main Campus",0,0,300.2559,0.8599,1215.5616,198.9975,245.8488,3.9998,7.817,49.7832,30.3578,22.0311,3.5145,0,0.3928,128.9021,98.7257,0,15.1885,0.7052,17.1278,90.2157,0.8383,NA,0,2431.1232,NA,NA,NA,0.1858
217882,"Clemson University",0,0,85.8752,2.0737,400.5233,61.9897,90.7973,0.1391,1.0135,18.2649,11.434,13.5344,10.3722,1.5055,0.2034,32.2654,20.0053,0,3.8867,0.1181,9.1958,29.4019,3.0329,19.5102,5.4142,820.5567,400.0864,519.909,764.3899,0.1395
218663,"University of South Carolina-Columbia",3078750,0.9618,51.1664,0.28,313.2201,38.1872,59.9525,36.5819,0.8961,11.6295,8.612,14.509,1.4808,0.2398,0.3713,32.427,27.0414,0,8.9665,0.2808,2.3099,9.9291,0,11.5151,0,637.9553,653.0549,71.3242,367.2949,0.0554
218724,"Coastal Carolina University",0,0,65.7859,2.3514,292.5098,75.1223,32.7287,0,2.6245,16.6961,6.4442,9.5546,0.106,0,1.4397,22.104,13.2912,32.6477,1.4897,1.0302,2.5104,2.2461,3.0808,5.3403,1.2564,590.3599,392.3307,21.6837,10.4902,0.1623
220862,"University of Memphis",0,0,43.3301,1.4604,183.9274,35.2895,25.7461,6.8849,0.8252,11.4512,9.0587,1.5844,1.456,0,0.5707,9.221,3.3796,10.0448,4.7771,0.0713,3.7832,12.8874,1.1661,1.1404,0.9398,368.9952,304.2505,84.8424,270.5032,0.1501
220978,"Middle Tennessee State University",0,0,14.8657,0.1195,73.6367,20.4224,9.7168,0,0.2627,5.8859,1.8155,1.2832,0.7696,0,0.0256,3.0237,1.8859,4.3782,3.7473,0.1301,0.5239,4.7808,0,0,0,147.2735,159.7424,9.4305,24.069,0.0918
221759,"The University of Tennessee-Knoxville",0,0,41.749,0.4502,223.8703,26.749,45.1582,9.1341,0.8066,9.2674,5.7041,5.7591,6.7533,0.0973,0.1723,18.2905,18.3279,0,6.708,0.0716,6.5863,22.0852,0,1.2833,0,449.0238,294.9918,24.5087,472.0309,0.0211
225511,"University of Houston",0,0,44.7726,1.8674,198.3777,26.616,34.9016,0,0.5941,8.2974,4.717,3.5636,1.1698,0.2406,0,18.4665,32.3516,0,12.0035,0.0823,6.5186,1.2247,0.8256,NA,0.1648,396.7554,481.494,152.3296,615.1588,0.0926
227216,"University of North Texas",0,0,23.4265,1.3836,127.6771,18.6839,20.1817,0,0.3645,5.6882,3.3532,3.5716,1.2323,0,0.2903,25.7781,15.0134,4.2124,1.2073,1.0181,1.0627,0.3182,0.5298,7.9066,0.3612,263.2609,372.3843,49.0075,250.9456,0.0809
228459,"Texas State University",0,0,37.3265,0.1355,228.8107,43.6198,32.7175,0,1.2876,15.8882,5.4192,7.0668,2.5348,0,0.6905,37.4985,27.8689,2.7404,5.3039,0.7036,4.2189,3.7903,0,3.3839,0,461.0052,796.7991,59.6219,476.4207,0.1666
228723,"Texas A & M University-College Station",0,0,187.441,4.2006,844.7149,73.8753,144.1116,8.7106,6.0086,42.3319,17.8813,18.0092,1.3338,9.8134,0.0348,127.9583,86.1007,0,6.9038,1.3251,15.167,85.712,7.7958,119.3958,0,1808.8256,1209.7119,736.1857,5673.2677,0.1803
