"UNITID","school_name","coach_comp_third_2019","support_comp_third_2019","coach_comp_2019","guarantees_2019","total_ops_2019","aid_2019","support_comp_2019","severance_2019","recruiting_2019","teamtravel_2019","equip_2019","game_expenses_2019","marketing_2019","camps_2019","spirit_2019","facilities_rentals_2019","overhead_2019","indirect_institutional_2019","medical_2019","memberships_2019","meals_2019","otherops_2019","bowl_expense_2019","prof_def_2019","bowl_coachcomp_2019","total_expendature","discounts_to_tuition","gifts","reseach_expendatures","graduation_rate"
157085,"University of Kentucky",0,0,30624143,3923376,144886246,16133748,22595706,231922,3307787,10302679,4159180,7431199,3326485,1544770,1113319,7149900,20408274,0,874713,93397,1256405,7312045,2432391,5549596,664807,295322088,176524210,62598007,336158166,7811
157289,"University of Louisville",0,0,24730312,2108075,151167940,14466576,20534593,16999251,2350503,6126002,1794014,5785380,691530,0,607375,13256772,8313753,3074953,1687081,238736,2376008,26027026,0,NA,0,302335880,96059000,30838000,151078000,18375
157951,"Western Kentucky University",40275,21590,5661571,601707,30770123,6599227,4123836,275975,605600,2417101,573786,1537223,1065843,487511,118874,2894805,0,901293,721584,371515,390468,1360339,0,0,0,61540246,69995972,0,8267482,30408
159391,"Louisiana State University and Agricultural & Mechanical College",0,0,27991771,4070657,148977880,17150604,23567691,158226,3200886,7246453,4098204,9739260,1078385,0,965155,13508703,9029661,0,1072347,153254,1930686,21363992,1745930,8809902,906015,306765662,94389614,130356123,234065320,16864
159647,"Louisiana Tech University",0,0,5182851,670311,24910914,5975734,2426488,0,392670,1955396,2410862,637755,228381,0,0,604224,558049,1624459,511372,372739,296796,577766,383079,37560,119982,49877388,36957317,22897230,22920594,16149
159993,"University of Louisiana at Monroe",0,0,4159662,426115,16927856,4499969,1851870,0,216556,1334511,725908,871814,174047,0,0,949597,455074,0,554175,186113,222411,300034,0,NA,0,33855712,15178098,242401,7221153,30922
160658,"University of Louisiana at Lafayette",0,0,7337355,605555,37104736,7547931,5844100,102773,668521,2619275,1565192,2012695,621188,0,181078,2421569,1387405,121870,737744,114593,1313843,1469840,432209,NA,0,74209472,33822138,4359254,62299731,27090
163286,"University of Maryland-College Park",0,0,18437351,1282153,108785924,17354652,17106942,8374768,1433868,6602753,1643475,2864359,1622642,0,295001,5912421,13125288,0,1413201,109097,2416931,8791022,0,10379,0,217582227,109394701,27486152,483330489,52292
166629,"University of Massachusetts-Amherst",0,0,7015126,1546000,48445234,12346731,6131461,374960,1108704,3678678,1463904,1754847,202439,5763,10788,4966719,1360130,3705603,427866,85273,466221,1794021,0,1015779,0,97906247,151628122,17699805,151920765,19352
169248,"Central Michigan University",0,0,6699210,779745,33642870,6635312,5117665,1334547,658515,2177208,1388325,1060971,317070,65446,148652,1920330,2911306,18050,389152,292772,342466,1386408,NA,1299704,0,68585724,60775712,5826140,18114018,36883
169798,"Eastern Michigan University",0,0,5865266,597500,30878069,8894135,3785715,0,721461,2025549,1210786,643230,753767,156455,86626,2334174,717204,502030,265222,420873,309596,1130488,422992,0,35000,61756138,56680271,7495972,6398911,18146
170976,"University of Michigan-Ann Arbor",0,0,34146672,3415250,190952175,27827160,37975701,408333,3228955,13385057,5828550,4387419,3977448,3345,797185,17463778,20162711,261773,1381359,238808,5095832,7960326,2236153,6868235,770360,388772585,394475000,175732000,955414000,19593
171100,"Michigan State University",535000,0,23793041,3920447,135655740,16907149,20343193,291179,1779251,9934425,3967143,5558796,3229804,1257629,369786,18593464,10321194,836110,1848476,132277,1743923,6762809,3077516,4355125,453128,275666605,148441437,60745830,469370923,10318
172699,"Western Michigan University",0,0,7115951,881510,38997076,8419172,5180500,0,588408,2306101,1040712,1715692,979517,399786,165096,4418951,1629458,1777877,628597,362042,794214,20814,494847,NA,77831,77994152,65751013,35538988,19499964,42695
174066,"University of Minnesota-Twin Cities",0,0,22273261,3043781,129450256,13832217,21035882,610268,2653888,8381040,4445114,4422946,2134696,0,1043293,12095818,17575850,5135401,1347705,171606,3020608,4801789,915133,1006198,509960,259906710,249760825,205945622,886948175,27450
176017,"University of Mississippi",0,0,20827995,4122150,113013400,10929614,18308507,1033590,1647740,5814933,4672436,6798214,3119150,622012,835529,16222961,12923177,0,951500,80503,1011378,3092011,0,NA,0,226026800,122395500,18521971,160891994,23974
176080,"Mississippi State University",2000,0,18533063,1902855,98832615,10734816,13206577,410906,1264018,6613202,4493541,5140754,2072176,416303,62068,10831552,13039549,0,1056947,123105,649249,5675572,2158078,13441194,446284,211106424,107310506,49732723,176692756,21120
176372,"University of Southern Mississippi",0,0,4877044,604430,25687189,5617565,3603082,0,670581,2634731,791118,1350954,308726,166436,0,1726445,1812014,0,390906,454524,73113,605520,0,0,0,51374378,44628896,1709885,60220179,12372
178396,"University of Missouri-Columbia",0,0,20443856,1445059,108398447,12563894,21489160,0,1792316,7012780,2474436,3785807,1083197,615385,649966,11109676,15348050,0,734000,112971,518697,5232503,1573184,NA,413510,216796894,116475456,45630171,158809781,18898
181464,"University of Nebraska-Lincoln",0,0,21470303,3643766,124148206,12653605,27305297,2841924,2773421,8086153,4939650,5881101,1147546,0,222344,711550,19462469,0,1150439,194805,4374331,7289502,0,12085254,0,260381666,105620289,67316371,277936752,21083
182281,"University of Nevada-Las Vegas",0,0,7508118,706461,50445250,9029910,6800707,463685,1117558,2580075,2594449,1411474,1789980,0,379526,2950383,4696797,3225873,942765,569052,435201,3243236,0,339025,0,101229525,75268000,26119000,47468000,20789
182290,"University of Nevada-Reno",0,0,6627147,1057165,43436728,8744396,5919961,0,1015880,3304873,2046556,1416769,1709738,0,338243,2296581,2966245,3100281,538531,497857,433883,938284,427203,216676,57135,87090132,56871329,28619440,95761841,11328
186380,"Rutgers University-New Brunswick",607937,182337,19437463,2746136,103167344,15560764,19666422,117158,2064150,7330572,4358927,4629301,1895887,0,452717,7814877,10942297,0,1530659,117347,2321948,1390445,0,83936,0,206418624,192266000,144735000,580008000,23652
187985,"University of New Mexico-Main Campus",0,0,7909704,793000,40832286,8836716,5821618,482983,752829,3311330,716816,1496382,217009,0,355657,1131392,1224782,834440,615990,553437,623042,5121487,33672,0,0,81664572,73474957,29085262,189779263,22375
188030,"New Mexico State University-Main Campus",0,0,5109948,735154,28011103,7977434,3282811,0,495734,2925171,611681,1357661,456913,11031,111136,240000,1515259,867583,639626,141058,432780,1100123,0,NA,0,56022206,41124041,8671947,115144674,18607
196088,"University at Buffalo",123332,22035,7718600,687946,45933053,8306107,9071490,187689,630172,3140132,805217,1065561,741028,165598,15670,917472,1173361,2397056,356784,314041,0,7616806,417568,44899,59388,91911005,84783733,17135933,152284555,28614
197869,"Appalachian State University",0,0,5890376,568025,37773447,6947166,4714244,119093,484126,2443077,1399374,1075743,141066,0,53179,3464989,1684950,5970140,410858,124380,446610,1148743,565904,223065,121404,75769959,30769846,13353750,6096166,24310
198464,"East Carolina University",0,0,10319028,1538141,56281920,8796681,9273960,306189,1077280,4063587,2083543,1642137,166344,3783,92776,7804674,2471639,1699371,585126,617571,933245,2806845,0,3688426,0,116252266,50079868,16960597,37430063,25005
199120,"University of North Carolina at Chapel Hill",0,0,22833215,986914,110809706,16975652,18876303,0,1943357,8317811,4788153,3921055,581397,0,406234,2266530,11421920,1653201,2936303,2594659,1610172,8696830,0,NA,0,221619412,145695260,191455147,652122918,28183
199139,"University of North Carolina at Charlotte",0,0,6525215,410547,38454232,7940485,5455694,367875,756830,2726937,1227538,1532642,851547,0,179396,2395359,2651000,3244631,380171,396070,338919,1073376,0,2412198,0,79320662,57865553,19924955,31610148,27604
199193,"North Carolina State University at Raleigh",114500,0,19486773,2505313,90100025,13450895,17697836,183189,2116392,6325436,3188847,3982486,1078135,49875,590273,1671593,6326998,0,1500855,2974509,959068,4624713,990924,2624523,281415,182824573,107672856,81084954,354944892,42474
200800,"University of Akron Main Campus",0,0,6525843,623500,37275978,6734906,5004282,527590,697176,2508741,1680613,795440,819692,186254,76676,4964367,1953068,0,717468,319188,517191,2623983,0,NA,0,74551956,38482149,27235739,28143217,10837
201441,"Bowling Green State University-Main Campus",0,0,6014630,670164,25780900,6888703,3804505,431310,624947,2587106,1421292,633907,384660,47176,0,126729,0,0,406748,243660,200589,1294774,0,220284,0,51782084,63371332,0,9474345,38822
201885,"University of Cincinnati-Main Campus",0,0,13164835,1691250,66832326,9865114,8310119,229616,1026279,4844408,385923,2140650,3971336,0,268743,11739646,876357,2440986,588360,121747,785201,3401903,665615,2013346,314238,135677998,105976499,61155627,202792763,24974
203517,"Kent State University at Kent",0,0,6128386,473112,29573232,6460147,5184605,0,682673,3231767,2094239,776138,1032659,498438,193538,0,704928,0,249922,50181,109924,1702575,0,NA,0,59146464,77027621,9978901,21089216,9303
204024,"Miami University-Oxford",0,0,7303292,513652,38650630,12255912,5921417,33284,1241197,2052694,1209964,1143751,704388,897247,79492,2208614,153470,52209,548903,261069,545931,1524144,0,993618,0,78294878,96830526,25041174,16138908,22488
204796,"Ohio State University-Main Campus",0,0,39295656,9584388,220572956,22070556,38108511,120438,2862134,12445537,5589784,6424386,1566180,1293119,688260,25524434,28773992,0,1954617,348358,4657193,10685227,7034456,NA,1545730,441145912,206663443,159905015,564026566,20920
204857,"Ohio University-Main Campus",0,0,6118806,988000,34677243,8734107,3642664,0,593665,2142567,660293,482160,1121002,298907,0,3849420,1269130,2592706,646970,344644,109467,607069,397786,86177,77880,69440663,63612648,0,50494817,28439
206084,"University of Toledo",0,0,6611265,1201500,35560555,8929451,4289401,0,603216,1547600,1807539,2180094,826750,105966,77095,1216756,575972,2201804,447409,200861,342148,1878505,470223,0,47000,71121110,82063706,5127464,43883277,32328
207388,"Oklahoma State University-Main Campus",0,0,20229418,1979832,95008483,7771685,18643317,56548,1770395,6167104,5994401,3562917,3004279,402683,428624,4268530,10055041,0,1016901,174910,1538803,5835410,1766018,326999,341667,190343965,111738438,37435684,145584036,28425
207500,"University of Oklahoma-Norman Campus",0,0,28624944,2334312,157958270,15967266,21978083,995825,2480179,8481745,10219020,13849315,4225988,0,292419,14452009,20993641,0,1951154,116127,2350066,5441523,2713769,5168425,490885,321084965,107403000,78203000,154686000,20625
209542,"Oregon State University",0,0,15845353,1271362,82364021,10505100,12367696,1251950,1621877,4762079,4252781,4501208,1862983,611892,204832,7459485,6822760,0,1277404,3077593,1548892,3118774,0,NA,0,164728042,74835681,57205175,220247165,26707
209551,"University of Oregon",153500,31500,23427067,3984905,128943543,13319194,21709386,2476131,2284430,6544538,3898965,4008691,1283852,217855,438663,18810206,15179940,0,1612694,125974,1973307,5468448,1744297,NA,250000,257887086,81588322,84357593,92292215,47791
214777,"Pennsylvania State University-Main Campus",0,0,31928512,2706470,160369805,20860088,29715573,319517,3071453,8174763,3242947,10032698,1926891,0,661809,16225487,13466234,0,1832140,106283,1817728,11605412,2191375,4159521,484425,324899131,NA,NA,NA,19614
217882,"Clemson University",0,0,24427338,2268846,131978513,17623262,23398968,0,3286007,6582089,3442391,4668073,6518019,1225993,374680,9259903,6336301,0,631322,56996,2410965,10174479,6587302,1883002,2705579,265840028,110275074,79351861,208078626,37473
218663,"University of South Carolina-Columbia",8150000,487813,16121164,3451563,136879732,19401849,27201690,282273,2128748,6898691,3511335,7638593,2166988,139564,398568,14040173,15718497,0,1670156,166800,1185617,4758355,1051025,3815927,310270,277575391,254826102,41391106,165732197,21922
218724,"Coastal Carolina University",0,0,7005059,353805,37823535,8805810,4551713,83668,732045,2694387,925677,1254030,110865,0,213600,2535952,2190599,5269628,144534,111924,271580,568659,0,62293,0,75709363,46438246,3706199,1995038,19794
220862,"University of Memphis",0,0,12506116,945394,55494325,9503874,6208361,1621119,820016,4148227,2019361,3006220,726247,0,190371,1368900,2465848,2700860,1021403,33846,1018269,3879721,921942,320784,388230,111309434,69583363,27862677,62667692,36820
220978,"Middle Tennessee State University",0,0,6303703,428835,35834204,8996688,4188952,0,645157,3190796,1021241,781459,1018521,0,0,1279879,1025792,2071428,563571,39780,267455,3650539,275230,0,85178,71668408,64693534,4730535,9105504,38902
221759,"The University of Tennessee-Knoxville",0,0,24636613,4029526,142976173,15322641,26335531,873806,3823143,7856840,4279361,6243103,6885311,310993,661182,16934050,12606558,0,1924817,55016,3003393,7194289,0,789730,0,286742076,150925161,11030196,299140908,12592
225511,"University of Houston",0,0,16430923,1519810,73678308,7979207,10839124,0,918195,4057378,1746542,3194089,768183,0,0,5328608,11412754,4436765,1111132,27193,1690853,1675736,418933,1371647,122883,148728263,128975441,130405900,206303658,27511
227216,"University of North Texas",0,0,7333351,753559,39908256,6261456,6814869,363315,497040,2839459,1197983,2041030,886402,8834,1e+05,4504583,3587349,0,870792,379194,418593,194255,612820,850326,243372,80666838,109513975,13793342,83142008,26849
228459,"Texas State University",0,0,5576491,609295,37102038,5803218,4642432,1040970,483022,2812907,1041711,1102396,973291,0,126645,4441025,5934128,423560,270967,117674,722545,979761,0,732303,0,74936379,109999344,8991008,64744597,20677
228723,"Texas A & M University-College Station",0,0,32461463,4437530,169012456,11349466,21852689,1431583,3169123,9850568,3532955,4445080,315503,4459781,83210,25720649,15906320,0,956431,321576,3794751,22632823,1940955,43735546,350000,381760458,176708536,170531864,800770999,27461
228778,"The University of Texas at Austin",0,0,31692476,2384995,204234897,13085131,37549464,2830588,2833372,8847243,3292619,10287676,9270438,2272397,927837,25999133,38419023,0,2251372,475694,2956293,6371684,1687662,19644884,799800,428114678,182861094,173651719,635211650,19138
228796,"The University of Texas at El Paso",143956,40036,5944786,725904,32980563,7683818,4353960,7687,634476,2921633,955769,1218133,1084144,61923,326875,1460511,1255776,1735396,901951,358776,697722,467331,0,501091,0,66462217,55271705,5085692,99606628,16280
229027,"The University of Texas at San Antonio",0,0,6411911,243201,32278508,6015808,4672756,0,824897,3268853,1232940,1808593,730985,141131,108363,1220521,2017923,889330,851617,430164,343056,1066459,0,1379231,0,65936247,97607117,7032169,79399933,17360
229115,"Texas Tech University",0,0,19324773,1816401,95132604,7279241,19736962,1191761,2521866,9235420,2319035,4705878,2475123,0,161765,11430625,5529239,0,1377665,136463,885654,5004733,0,1492743,0,191757951,90224874,39422068,197405657,26257
230728,"Utah State University",592917,0,7983447,878050,40798434,6394037,4443750,266941,556707,3019188,1226956,843871,589700,0,16683,6247087,789239,2256525,517982,526220,675992,2191378,588276,759626,193488,82356494,91968747,24964629,231394223,19787
230764,"University of Utah",0,0,19632274,1667039,96000514,12344714,15926209,1272824,1981083,6494177,4254398,2668694,2181855,373109,457855,6838119,1485900,1949839,1262213,159036,1331073,11247651,1494797,3526181,977655,195527209,98592000,155353000,384922000,29377
232982,"Old Dominion University",0,0,7698981,701910,49376061,10122290,6646197,0,883882,3923107,2115612,1492673,699341,1084,108722,5379418,6402915,0,443674,427577,26708,2301970,0,NA,0,98752122,38646449,15505142,16347853,26742
233921,"Virginia Polytechnic Institute and State University",0,0,18820172,1413515,93961068,14696196,15242620,846364,1613854,4766825,2132496,5181583,1110153,8812,404812,5815882,13511039,0,1325798,119530,1774453,3522251,1366530,2811421,288183,190733557,117955937,66860330,386907271,24224
234076,"University of Virginia-Main Campus",0,0,25670067,2335000,112621238,20322868,18908236,833646,1900260,7275969,2266467,4721680,525245,129902,147943,4615418,11888196,0,1455265,2619903,1163201,4583184,833955,NA,424833,225242476,135589047,195909788,512761397,35930
236939,"Washington State University",0,0,13884074,1724640,76258966,11024162,13833295,673588,1362747,4124912,1753539,2273069,1848017,319796,162655,9221913,2437547,301170,713497,2281898,1057741,5213745,1634111,NA,412850,152517932,149104519,44489022,233370129,41624
236948,"University of Washington-Seattle Campus",0,0,24377852,1631364,131317636,14462437,23067494,5858,1830974,7362372,4701872,9014575,4240149,115041,834879,15268767,7725730,0,1488414,273542,2149350,9708674,2475042,2475041,583250,265110313,159390155,165831060,850021928,25171
237525,"Marshall University",0,0,5517273,870285,32936226,7508047,4426113,105904,672639,3503070,1168076,1191735,832025,118440,147439,750012,1223790,948287,1293105,386580,14478,1478897,627580,NA,152451,65872452,42089869,1401760,16803790,42390
238032,"West Virginia University",0,0,19014691,1282908,98249890,11011020,15862653,0,1893496,7672338,2451145,4518019,979946,1056516,163070,9922728,14166605,0,874390,193943,3110015,2580426,1295981,4431038,2e+05,200930818,84138945,58611304,134324969,10983
240444,"University of Wisconsin-Madison",0,0,22456689,3854600,154621828,16649822,34291152,384907,1468846,8919930,3200718,5361223,3295540,1290708,198416,11653743,22453633,3029000,2967255,78568,1571289,9073898,2179072,3038279,242819,312281935,129085410,329567496,1047622014,9696
240727,"University of Wyoming",235140,55829,9355060,1123150,48154020,7058871,9422980,0,908077,3610875,1798640,1299533,6277624,0,91248,450000,1474110,536584,1247844,524516,1379357,1304582,0,NA,0,96308040,40625000,32130000,93793915,42376
243780,"Purdue University-Main Campus",157670,50294,20824140,1830437,102026477,11450015,18433167,978959,1881065,5716605,2023202,4152329,2628599,0,262233,11608838,8330642,0,1299233,131150,2663002,5856142,1234695,8818430,514060,212871384,93328265,94806845,337341720,23301
