UNITID,XF2A01,F2A01,XF2A19,F2A19,XF2A20,F2A20,XF2A02,F2A02,XF2A03,F2A03,XF2A03A,F2A03A,XF2A04,F2A04,XF2A05,F2A05,XF2A05A,F2A05A,XF2A05B,F2A05B,XF2A06,F2A06,XF2A11,F2A11,XF2A12,F2A12,XF2A13,F2A13,XF2A15,F2A15,XF2A16,F2A16,XF2A17,F2A17,XF2A18,F2A18,XF2B01,F2B01,XF2B02,F2B02,XF2B03,F2B03,XF2B04,F2B04,XF2B05,F2B05,XF2B06,F2B06,XF2B07,F2B07,XF2C01,F2C01,XF2C02,F2C02,XF2C03,F2C03,XF2C04,F2C04,XF2C05,F2C05,XF2C06,F2C06,XF2C07,F2C07,XF2C08,F2C08,XF2C09,F2C09,XF2C10,F2C10,XF2C12,F2C12,XF2C121,F2C121,XF2C122,F2C122,XF2C13,F2C13,XF2C131,F2C131,XF2C132,F2C132,XF2C14,F2C14,XF2C141,F2C141,XF2C142,F2C142,XF2C15,F2C15,XF2C151,F2C151,XF2C152,F2C152,XF2C16,F2C16,XF2C161,F2C161,XF2C162,F2C162,XF2C17,F2C17,XF2C171,F2C171,XF2C172,F2C172,XF2D01,F2D01,XF2D012,F2D012,XF2D013,F2D013,XF2D014,F2D014,XF2D02,F2D02,XF2D022,F2D022,XF2D023,F2D023,XF2D024,F2D024,XF2D03,F2D03,XF2D032,F2D032,XF2D033,F2D033,XF2D034,F2D034,XF2D04,F2D04,XF2D042,F2D042,XF2D043,F2D043,XF2D044,F2D044,XF2D05,F2D05,XF2D052,F2D052,XF2D053,F2D053,XF2D054,F2D054,XF2D06,F2D06,XF2D062,F2D062,XF2D063,F2D063,XF2D064,F2D064,XF2D07,F2D07,XF2D072,F2D072,XF2D073,F2D073,XF2D074,F2D074,XF2D08,F2D08,XF2D082,F2D082,XF2D083,F2D083,XF2D084,F2D084,XF2D08A,F2D08A,XF2D082A,F2D082A,XF2D083A,F2D083A,XF2D084A,F2D084A,XF2D08B,F2D08B,XF2D082B,F2D082B,XF2D083B,F2D083B,XF2D084B,F2D084B,XF2D09,F2D09,XF2D092,F2D092,XF2D093,F2D093,XF2D094,F2D094,XF2D10,F2D10,XF2D102,F2D102,XF2D103,F2D103,XF2D104,F2D104,XF2D11,F2D11,XF2D112,F2D112,XF2D12,F2D12,XF2D122,F2D122,XF2D13,F2D13,XF2D132,F2D132,XF2D14,F2D14,XF2D142,F2D142,XF2D143,F2D143,XF2D144,F2D144,XF2D15,F2D15,XF2D152,F2D152,XF2D153,F2D153,XF2D154,F2D154,XF2D16,F2D16,XF2D162,F2D162,XF2D163,F2D163,XF2D164,F2D164,XF2D17,F2D17,XF2D172,F2D172,XF2D173,F2D173,XF2D174,F2D174,XF2D18,F2D18,XF2D182,F2D182,XF2D183,F2D183,XF2D184,F2D184,XF2E011,F2E011,XF2E012,F2E012,XF2E021,F2E021,XF2E022,F2E022,XF2E031,F2E031,XF2E032,F2E032,XF2E041,F2E041,XF2E042,F2E042,XF2E051,F2E051,XF2E052,F2E052,XF2E061,F2E061,XF2E062,F2E062,XF2E071,F2E071,XF2E072,F2E072,XF2E081,F2E081,XF2E091,F2E091,XF2E092,F2E092,XF2E101,F2E101,XF2E102,F2E102,XF2E121,F2E121,XF2E122,F2E122,XF2E131,F2E131,XF2E132,F2E132,XF2E133,F2E133,XF2E134,F2E134,XF2E135,F2E135,XF2E136,F2E136,XF2E137,F2E137,F2FHA,XF2H01,F2H01,XF2H02,F2H02,XF2H03,F2H03,XF2H03A,F2H03A,XF2H03B,F2H03B,XF2H03C,F2H03C,XF2H03D,F2H03D,XF2I01,F2I01,XF2I02,F2I02,XF2I03,F2I03,XF2I04,F2I04,XF2I05,F2I05,XF2I06,F2I06,XF2I07,F2I07   
120166,"R",236567082,"R",58702036,"Z",0,"R",295269118,"R",886201,"R",886201,"R",294382917,"Z",0,"Z",0,"Z",0,"R",294382917,"R",35664455,"R",34098578,"R",4566105,"Z",0,"Z",0,"R",74329138,"R",15627102,"R",43384588,"R",9934394,"R",0,"R",33450194,"R",260932723,"R",0,"R",294382917,"R",0,"Z",0,"Z",0,"Z",0,"R",0,"R",457665,"R",457665,"R",457665,"R",0,"R",457665,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",457665,"R",457665,"R",0,"R",250612,"R",250612,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",39637426,"R",39637426,"Z",0,"Z",0,"R",0,"R",0,"R",3496550,"R",3496550,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",43384588,"R",43384588,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",43384588,"R",43384588,"R",0,"R",0,"R",1722015,"R",886615,"R",0,"Z",0,"R",0,"Z",0,"R",704481,"R",404504,"R",898769,"R",549149,"R",3769169,"R",2216866,"R",2839960,"R",46669,"R",0,"R",0,"Z",0,"R",0,"Z",0,"R",0,"R",0,"R",9934394,"R",4103803,"R",356551,"R",3729874,"R",1744166,"R",0,"R",0, 2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",33450194,"R",43384588,"R",33450194,"R",260932723,"R",294382917,"R",886201,"R",9934394
120184,"R",23666807,"R",21049370,"Z",0,"R",53901342,"R",21903978,"R",10350014,"R",9545931,"R",22451433,"R",11378933,"R",11072500,"R",31997364,"R",5420581,"R",42738858,"R",6195678,"R",239796,"R",0,"R",54594913,"R",33545543,"R",6986429,"R",15363920,"R",0,"R",-8377491,"R",40374855,"R",0,"R",31997364,"R",32248,"R",1034050,"R",6916,"Z",0,"R",216037,"R",48841,"R",1338092,"R",304042,"R",0,"R",304042,"R",32248,"R",32248,"R",0,"R",0,"R",0,"R",0,"R",6916,"R",6916,"R",0,"R",0,"R",0,"R",0,"R",264878,"R",264878,"R",0,"R",0,"R",0,"R",0,"R",2967245,"R",2967245,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3243383,"R",3243383,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",359629,"R",340500,"R",5179,"R",13950,"R",359629,"R",340500,"R",5179,"R",13950,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",-3286045,"R",-205642,"R",-3080403,"Z",0,"R",0,"R",0,"R",3663053,"R",3663053,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",39164,"R",39164,"R",0,"R",0,"R",6986429,"R",10047703,"R",-3075224,"R",13950,"R",0,"R",-227231,"R",227231,"R",0,"R",6986429,"R",9820472,"R",-2847993,"R",13950,"R",3443258,"R",1665083,"R",0,"R",0,"R",0,"R",0,"R",2494064,"R",665059,"R",3201485,"R",1117709,"R",4456950,"R",1699509,"R",1768163,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",15363920,"R",5147360,"R",1298517,"R",2342778,"R",1418640,"R",164652,"R",4991973, 1,"R",24097403,"R",20664620,"R",-3432783,"R",13950,"R",-3102635,"R",-344098,"R",0,"R",-4965971,"R",6896910,"R",-8377491,"R",40374855,"R",31997364,"R",10350014,"R",15363920
120254,"R",602030105,"R",186765186,"R",0,"R",900952929,"R",130609585,"R",96995381,"R",258235808,"R",512107536,"R",217426140,"R",294681396,"R",770343344,"R",34517215,"R",281507341,"R",15187617,"R",5463432,"R",0,"R",336675605,"R",149910419,"R",137395810,"R",130126034,"R",519315,"R",7789091,"R",762554253,"R",0,"R",770343344,"R",1694981,"R",402031,"R",1476201,"R",0,"R",10955710,"R",35465040,"R",49993963,"R",46822781,"R",0,"R",46822781,"R",0,"R",0,"R",0,"R",402031,"R",402031,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",10955710,"R",10955710,"R",0,"R",35465040,"R",35465040,"R",0,"R",67587797,"R",67587797,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",10819770,"R",10819770,"R",0,"R",0,"R",259517,"R",259517,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",30234899,"R",7844803,"R",11528416,"R",10861680,"R",23921654,"R",7099651,"R",5960323,"R",10861680,"R",6313245,"R",745152,"R",5568093,"R",0,"R",0,"R",0,"R",0,"R",0,"R",-1525006,"R",-367257,"R",1201552,"R",-2359301,"R",0,"R",0,"R",27933950,"R",27933950,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2084883,"R",2084883,"R",0,"R",0,"R",137395810,"R",116163463,"R",12729968,"R",8502379,"R",0,"R",23330893,"R",-23434781,"R",103888,"R",137395810,"R",139494356,"R",-10704813,"R",8606267,"R",42500092,"R",23847449,"R",4566267,"R",1406555,"R",7402798,"R",3375335,"R",10994600,"R",4038659,"R",19324547,"R",7866254,"R",21653729,"R",10160350,"R",23684001,"R",5608840,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",130126034,"R",56303442,"R",16473168,"R",15069338,"R",10542253,"R",3191698,"R",28546135, 1,"R",575809817,"R",575933105,"R",123288,"R",19615963,"R",2485040,"R",-21977715,"R",0,"R",9454360,"R",142346999,"R",7789091,"R",762554253,"R",451661738,"R",96995381,"R",130126034
120403,"R",43303589,"R",64552358,"R",0,"R",123820461,"R",44770962,"R",30162230,"R",35356936,"R",43692563,"R",13672681,"R",30019882,"R",79049499,"R",3875677,"R",75571698,"R",20711966,"R",347443,"R",0,"R",100506784,"R",35954426,"R",66610535,"R",49552944,"R",-4670415,"R",12387176,"R",66662323,"R",0,"R",79049499,"R",2048842,"R",210166,"R",2140514,"R",0,"R",1135485,"R",19484581,"R",25019588,"R",20620066,"R",0,"R",20620066,"R",2048842,"R",2048842,"R",0,"R",211188,"R",211188,"R",0,"R",2140514,"R",2140514,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",16219522,"R",16219522,"R",0,"R",40521737,"R",40521737,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",9110,"R",1860,"R",7250,"R",0,"R",19915486,"R",1109137,"R",18806349,"R",0,"R",19915486,"R",1109137,"R",18806349,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",409068,"R",81814,"R",327254,"R",0,"R",523517,"R",523517,"R",5231617,"R",5231617,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",66610535,"R",47469682,"R",19140853,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",66610535,"R",47469682,"R",19140853,"R",0,"R",22661931,"R",13513253,"R",0,"R",0,"R",0,"R",0,"R",5233661,"R",3207488,"R",6961833,"R",3251074,"R",10299626,"R",4778355,"R",4395893,"R",286006,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",49552944,"R",25036176,"R",5806695,"R",6243938,"R",3180639,"R",1221648,"R",8063848, 1,"R",24557904,"R",21327765,"R",-3230139,"R",0,"R",0,"R",0,"R",-3230139,"R",-825781,"R",47365896,"R",12387176,"R",66662323,"R",0,"R",30162230,"R",49552944
120537,"R",5781704,"R",13056440,"R",0,"R",35873104,"R",22763498,"R",13056440,"R",3164992,"R",9944614,"R",7617045,"R",2327569,"R",13109606,"R",1395071,"R",21428465,"R",7221228,"R",0,"R",3032861,"R",33077625,"R",20021185,"R",24204407,"R",23240294,"R",86298,"R",1050411,"R",12059195,"R",0,"R",13109606,"R",1299926,"R",74385,"R",1357884,"R",0,"R",217412,"R",8950450,"R",11900057,"R",9167862,"R",0,"R",9167862,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",217412,"R",217412,"R",0,"R",8950450,"R",8950450,"R",0,"R",13994922,"R",13994922,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4565395,"R",4565395,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2210389,"R",1378835,"R",787196,"R",44358,"R",2210389,"R",1378835,"R",787196,"R",44358,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",-73786,"R",48504,"R",-122975,"R",685,"R",46675,"R",46675,"R",2760885,"R",2760885,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",699927,"R",699927,"R",0,"R",0,"R",24204407,"R",23495143,"R",664221,"R",45043,"R",0,"R",1736045,"R",-1736045,"R",0,"R",24204407,"R",25231188,"R",-1071824,"R",45043,"R",5210683,"R",3953885,"R",0,"Z",0,"R",0,"Z",0,"R",1557879,"R",919727,"R",8050687,"R",3670255,"R",6152006,"R",1929590,"R",2269039,"R",271051,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",23240294,"R",10744508,"R",1868097,"R",1411584,"R",1071481,"R",1085379,"R",7059245, 1,"R",9530225,"R",9210838,"R",-319387,"R",46858,"R",-121605,"R",-244640,"R",0,"R",1941863,"R",25227188,"R",1050411,"R",12059195,"R",5492561,"R",13056440,"R",23240294
120698,"R",4069100,"R",9366722,"R",573000,"R",39165769,"R",14730927,"Z",0,"R",22568988,"R",1865854,"R",672388,"R",1193466,"R",24434842,"R",2950000,"R",5855884,"R",5628143,"R",884298,"R",2057530,"R",17375855,"R",8009133,"R",37916929,"R",37218296,"R",0,"R",698633,"R",23736210,"R",-1,"R",24434842,"R",139788,"R",22615,"R",0,"R",0,"R",0,"R",1347795,"R",1510198,"R",1347795,"R",0,"R",1347795,"R",139788,"R",139788,"R",0,"R",22615,"R",22615,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"Z",0,"R",1185392,"R",1185392,"R",0,"R",34214669,"R",34214669,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1107474,"R",1107474,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",169679,"R",169679,"R",0,"R",0,"R",401033,"R",165579,"R",189954,"R",45500,"R",329072,"R",93618,"R",189954,"R",45500,"R",71961,"R",71961,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",-331168,"R",46225,"R",-377393,"R",0,"R",1707453,"R",1707453,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",647789,"R",647789,"R",0,"R",0,"R",37916929,"R",38058868,"R",-187439,"R",45500,"R",0,"R",123271,"R",-123271,"R",0,"R",37916929,"R",38182139,"R",-310710,"R",45500,"R",22571381,"R",13727257,"R",0,"Z",0,"R",0,"Z",0,"R",1364985,"R",479925,"R",3115241,"R",2111917,"R",10166689,"R",4318704,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",37218296,"R",20637803,"R",3556320,"R",1925206,"R",738010,"R",0,"R",10360957, 1,"R",623889,"R",672389,"R",48500,"R",48500,"R",0,"R",0,"R",0,"R",963843,"R",38182139,"R",698633,"R",23736210,"R",21605145,"R",0,"R",37218296
120768,"R",0,"R",23971005,"R",0,"R",43842909,"R",22599805,"R",0,"R",15669702,"R",5573402,"R",3279849,"R",2293553,"R",21243104,"R",14089805,"R",10612128,"R",816220,"R",0,"R",960612,"R",26478765,"R",2507760,"R",21609008,"R",22442130,"R",0,"R",-833122,"R",22076226,"R",0,"R",21243104,"R",1172930,"R",1578417,"R",278959,"Z",0,"R",98992,"R",420608,"R",3549906,"R",519600,"R",0,"R",519600,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",98992,"R",98992,"Z",0,"R",420608,"R",420608,"R",0,"R",18440101,"R",18440101,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1746011,"R",1746011,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",282607,"R",282607,"R",0,"R",0,"R",475591,"R",401094,"R",74497,"R",0,"R",162740,"R",88243,"R",74497,"R",0,"R",312851,"R",312851,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",-249747,"R",319315,"R",-569062,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",914445,"R",914445,"R",0,"R",0,"R",21609008,"R",22103573,"R",-494565,"Z",0,"R",0,"R",99720,"R",-99720,"Z",0,"R",21609008,"R",22203293,"R",-594285,"R",0,"R",4690845,"R",2596564,"Z",0,"Z",0,"Z",0,"Z",0,"R",5839090,"R",3232163,"R",4968671,"R",1811193,"R",6943524,"R",1056826,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",22442130,"R",8696746,"R",1111055,"R",0,"R",446782,"R",409641,"R",11777906, 1,"R",12572683,"R",11442360,"R",-1130323,"R",0,"R",-1011322,"R",-119001,"R",0,"R",-362214,"R",21796552,"R",-833122,"R",22076226,"R",0,"R",0,"R",22442130
120795,"R",58057600,"R",4462474,"Z",0,"R",62520074,"R",4560071,"Z",0,"R",23734860,"R",34225143,"R",34225143,"Z",0,"R",57960003,"R",228482,"R",10189161,"R",948744,"Z",0,"R",11676,"R",11378063,"R",6915589,"R",5392616,"R",6869156,"R",4112859,"R",2636319,"R",55323684,"R",0,"R",57960003,"R",0,"R",29914,"R",0,"R",0,"R",286793,"Z",0,"R",316707,"R",286793,"R",29914,"R",316707,"R",0,"R",0,"R",0,"R",29914,"R",0,"R",29914,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",286793,"R",286793,"R",0,"R",0,"R",0,"R",0,"R",778076,"R",778076,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",76744,"R",76744,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",897819,"R",506778,"R",0,"R",391041,"R",897819,"R",506778,"R",0,"R",391041,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1735713,"R",330831,"Z",0,"R",1404882,"Z",0,"Z",0,"R",967519,"R",967519,"Z",0,"Z",0,"R",936745,"R",936745,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",5392616,"R",3596693,"Z",0,"R",1795923,"R",0,"R",0,"Z",0,"Z",0,"R",5392616,"R",3596693,"R",0,"R",1795923,"R",2002833,"R",1229777,"R",0,"R",0,"R",0,"R",0,"R",1084056,"R",422184,"R",832028,"R",465757,"R",2306717,"R",755665,"R",643522,"R",28379,"R",0,"R",0,"Z",0,"R",0,"Z",0,"R",0,"R",0,"R",6869156,"R",2901762,"R",855315,"R",364360,"R",362693,"R",62546,"R",2322480, 1,"R",51895494,"R",44149447,"R",-7746047,"R",6106584,"R",-12116919,"R",-1735712,"R",0,"R",13060200,"R",5450591,"R",2636319,"R",55323684,"R",7550788,"R",0,"R",6869156
120838,"R",0,"R",124576,"R",0,"R",2094994,"R",1747793,"R",0,"R",347201,"R",0,"R",0,"R",0,"R",347201,"R",0,"R",0,"R",496040,"R",0,"R",30627,"R",526667,"R",402091,"R",363830,"R",950293,"R",0,"R",-586463,"R",685425,"R",248239,"R",347201,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",312544,"R",312544,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",15500,"R",15500,"R",0,"R",0,"R",15500,"R",15500,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",35785,"R",35785,"R",0,"R",0,"R",1,"R",1,"R",0,"R",0,"R",363830,"R",363830,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",363830,"R",363830,"R",0,"R",0,"R",80000,"R",80000,"R",0,"R",0,"R",0,"R",0,"R",333450,"R",333450,"R",3546,"R",0,"R",314358,"R",0,"R",218939,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",950293,"R",413450,"R",3546,"R",61,"R",6423,"R",10408,"R",516405, 2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",-586463,"R",328045,"R",-586463,"R",685425,"R",0,"R",0,"R",950293
120865,"R",25324756,"R",29721600,"R",500165,"R",89004936,"R",68002884,"R",5206502,"R",-15064466,"R",36066518,"R",21534117,"R",14532401,"R",21002052,"R",14647243,"R",43576123,"R",19794540,"R",5633713,"R",0,"R",83651619,"R",53930019,"R",34672148,"R",47918498,"R",0,"R",-13246350,"R",34248402,"R",0,"R",21002052,"R",1589515,"R",399331,"R",1379059,"R",0,"R",389131,"R",12013455,"R",15770491,"R",12402586,"R",0,"R",12402586,"R",1589515,"R",1589515,"R",0,"R",399331,"R",399331,"R",0,"R",1379059,"R",1379059,"R",0,"R",0,"R",0,"R",0,"R",389131,"R",389131,"R",0,"R",8645550,"R",8645550,"R",0,"R",11714375,"R",11714375,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",3781101,"R",476772,"R",3304329,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",1379533,"R",150116,"R",1121936,"R",107481,"R",1379533,"R",150116,"R",1121936,"R",107481,"R",0,"R",0,"R",0,"R",0,"R",4239719,"R",4239719,"Z",0,"Z",0,"R",-2285010,"R",-274337,"R",-2010673,"R",0,"R",1081319,"R",1081319,"R",5837993,"R",5837993,"R",0,"R",0,"R",8923118,"R",8923118,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",34672148,"R",32149075,"R",2415592,"R",107481,"R",0,"R",7650097,"R",-7650097,"R",0,"R",34672148,"R",39799172,"R",-5234505,"R",107481,"R",14310409,"R",6309901,"R",0,"R",0,"R",0,"R",0,"R",2872420,"R",817729,"R",7023610,"R",1928548,"R",7203015,"R",2519210,"R",6526260,"R",1609973,"R",0,"R",0,"R",0,"R",9411965,"R",845091,"R",570819,"R",254462,"R",47918498,"R",14284914,"R",8920133,"R",4871367,"R",1685094,"R",1504612,"R",16652378, 1,"R",34745313,"R",31215552,"R",-3529761,"R",107481,"R",-2759360,"R",-815946,"R",-61936,"R",-8119326,"R",40152909,"R",-13246350,"R",34248402,"R",-30253665,"R",5206502,"R",47918498
120883,"R",652111815,"R",361696823,"R",0,"R",1275237584,"R",246746436,"R",143933916,"R",425111263,"R",603379885,"R",398116411,"R",205263474,"R",1028491148,"R",59402001,"R",496869101,"R",128584824,"R",6335916,"R",0,"R",691191842,"R",329495019,"R",283560239,"R",329302434,"R",0,"R",-45742195,"R",1074233342,"R",1,"R",1028491148,"R",6357896,"R",8163804,"R",9943736,"R",0,"R",10979324,"R",94015995,"R",129460755,"R",111009603,"R",0,"R",111009603,"R",0,"R",0,"R",0,"R",6014284,"R",6014284,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",10979324,"R",10979324,"R",0,"R",94015995,"R",94015995,"R",0,"R",229656125,"R",229656125,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",12448835,"R",12448835,"R",0,"R",0,"R",1801961,"R",1801961,"Z",0,"Z",0,"R",3640330,"R",3640330,"Z",0,"Z",0,"R",28167780,"R",11483923,"R",6364312,"R",10319545,"R",26977918,"R",10294061,"R",6364312,"R",10319545,"R",1189862,"R",1189862,"R",0,"R",0,"R",2411403,"R",236134,"Z",0,"R",2175269,"R",-65643922,"R",-8158306,"R",-57485616,"Z",0,"R",14995474,"R",14995474,"R",28778786,"R",28778786,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",27303467,"R",10669764,"R",17403903,"R",-770200,"R",283560239,"R",305553026,"R",-33717401,"R",11724614,"R",0,"R",17655868,"R",-17655868,"Z",0,"R",283560239,"R",323208894,"R",-51373269,"R",11724614,"R",150303148,"R",78785515,"R",13661779,"R",5133801,"R",343948,"R",202707,"R",34107216,"R",16516913,"R",45548280,"R",19398719,"R",70935336,"R",23455924,"R",14402727,"R",1214316,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",329302434,"R",144707895,"R",49045724,"R",33890245,"R",19988374,"R",5425462,"R",76244734, 1,"R",625143890,"R",568233594,"R",-56910296,"R",10118799,"R",-48114760,"R",-18914335,"R",0,"R",-6093540,"R",331212898,"R",-45742195,"R",1074233342,"R",425111264,"R",143933916,"R",329302434
