"UNITID","school_name.x","coach_comp_third_2018","support_comp_third_2018","coach_comp_2018","guarantees_2018","total_ops_2018","aid_2018","support_comp_2018","severance_2018","recruiting_2018","teamtravel_2018","equip_2018","game_expenses_2018","marketing_2018","camps_2018","spirit_2018","facilities_rentals_2018","overhead_2018","indirect_institutional_2018","medical_2018","memberships_2018","meals_2018","otherops_2018","bowl_expense_2018","prof_def_2018","bowl_coachcomp_2018","total_expendature.x","discounts_to_tuition.x","gifts.x","reseach_expendatures.x","graduation_rate.x","school_name.y","coach_comp_third_2019","support_comp_third_2019","coach_comp_2019","guarantees_2019","total_ops_2019","aid_2019","support_comp_2019","severance_2019","recruiting_2019","teamtravel_2019","equip_2019","game_expenses_2019","marketing_2019","camps_2019","spirit_2019","facilities_rentals_2019","overhead_2019","indirect_institutional_2019","medical_2019","memberships_2019","meals_2019","otherops_2019","bowl_expense_2019","prof_def_2019","bowl_coachcomp_2019","total_expendature.y","discounts_to_tuition.y","gifts.y","reseach_expendatures.y","graduation_rate.y","school_name.x.x","coach_comp_third_2020","support_comp_third_2020","coach_comp_2020","guarantees_2020","total_ops_2020","aid_2020","support_comp_2020","severance_2020","recruiting_2020","teamtravel_2020","equip_2020","game_expenses_2020","marketing_2020","camps_2020","spirit_2020","facilities_rentals_2020","overhead_2020","indirect_institutional_2020","medical_2020","memberships_2020","meals_2020","otherops_2020","bowl_expense_2020","prof_def_2020","bowl_coachcomp_2020","total_expendature.x.x","discounts_to_tuition.x.x","gifts.x.x","reseach_expendatures.x.x","graduation_rate.x.x","school_name.y.y","coach_comp_third_2021","support_comp_third_2021","coach_comp_2021","guarantees_2021","total_ops_2021","aid_2021","support_comp_2021","severance_2021","recruiting_2021","teamtravel_2021","equip_2021","game_expenses_2021","marketing_2021","camps_2021","spirit_2021","facilities_rentals_2021","overhead_2021","indirect_institutional_2021","medical_2021","memberships_2021","meals_2021","otherops_2021","bowl_expense_2021","prof_def_2021","bowl_coachcomp_2021","total_expendature.y.y","discounts_to_tuition.y.y","gifts.y.y","reseach_expendatures.y.y","graduation_rate.y.y","school_name","coach_comp_third_2022","support_comp_third_2022","coach_comp_2022","guarantees_2022","total_ops_2022","aid_2022","support_comp_2022","severance_2022","recruiting_2022","teamtravel_2022","equip_2022","game_expenses_2022","marketing_2022","camps_2022","spirit_2022","facilities_rentals_2022","overhead_2022","indirect_institutional_2022","medical_2022","memberships_2022","meals_2022","otherops_2022","bowl_expense_2022","prof_def_2022","bowl_coachcomp_2022","total_expendature","discounts_to_tuition","gifts","reseach_expendatures","graduation_rate"
134130,"University of Florida",870000,0,25263301,3323758,149144376,13746767,33588338,12862810,2329421,9487562,3657246,7644084,3252364,842687,1032941,8172470,16365205,0,2241940,162703,1566191,2734588,0,12039389,0,310328141,198606000,126365000,743264000,32999,"University of Florida",775000,0,26419596,4145113,141829002,13981591,33173462,370800,2528828,8827527,3938682,7337248,3155539,1134425,1117522,10141154,14916892,0,2142556,165281,1882852,2944004,1760352,17877935,970578,301535939,214885000,184502000,760304000,35134,"University of Florida",775000,0,28111903,2007008,139935182,13092937,34585845,200815,1963342,7538908,3564598,6144386,2075236,1042239,1028706,10992934,17195231,0,2249761,145380,1884313,2140413,2061527,35015641,1134700,314886005,254267000,185017000,786883000,35285,"University of Florida",775000,0,25963214,246325,123298839,12856397,32502833,515276,649215,7307351,3657776,3078997,1375647,118345,91380,8753609,14452547,0,1948928,34451,2011300,5924064,1036184,15555395,0,262153073,240976000,176151000,780561000,35427,"University of Florida",750000,0,30580213,3276612,174365070,14256396,40419397,17207528,2966896,10845140,4068828,6502339,2656556,717972,175244,10773719,17800561,0,2406551,119610,3709081,3402223,875798,16052069,854406,364782209,245623000,206428000,862745000,36480
137351,"University of South Florida",25000,5000,8948865,1142009,50674340,6328125,8797191,829632,1029164,4613153,2140521,1656872,1203863,13092,295225,5137474,2672606,0,821813,40480,768003,3378414,716338,-5118227,111500,96230453,119049840,20403200,340530561,29895,"University of South Florida",25000,5000,10959854,1262967,53569756,6877910,7843891,1009193,972453,4577764,4060953,2376031,747745,0,315873,4871119,3009984,0,789488,34081,1047162,2274613,466153,1476013,42522,108615525,128907331,23519675,344496945,32664,"University of South Florida",10000,0,12907629,1696780,58021081,6547091,9816734,2189515,786406,4193043,3721779,1730705,1284054,0,179242,5594483,3059531,0,945881,38717,565599,2753892,0,1510032,0,117552194,149922700,25932241,350860908,32403,"University of South Florida",20000,5000,10380841,396794,50932188,7315427,9518786,2004124,70435,3429449,3414822,2605243,187141,0,78755,2935769,4733481,0,1198145,23183,836411,1778382,0,9043042,0,110907418,155687009,26603769,336760924,33822,"University of South Florida",20000,5000,12294777,1126590,62288597,8857013,11304767,199458,1082899,5658716,3729547,2645203,866659,0,211294,5410833,3864941,0,882787,25203,1332710,2770200,0,NA,0,124577194,145928163,28465481,377753739,33506
139755,"Georgia Institute of Technology-Main Campus",0,0,14132322,4291454,88517077,11389113,13296899,3479982,1313034,4307085,1622179,3149453,2448520,0,478909,13433680,12498496,0,993461,321370,338427,1022693,0,3129991,0,180164145,52856767,1498581,879841288,34694,"Georgia Institute of Technology-Main Campus",0,0,18621234,2054432,96334831,11869928,14348679,2103608,1851809,5062827,4311835,3205166,1403180,0,723090,13683775,13674233,0,872768,251424,466851,137609,1242586,NA,449797,192669662,53813649,2561674,939843552,39165,"Georgia Institute of Technology-Main Campus",0,0,16375978,1439426,96137132,12016989,16953558,1016478,1512262,5019652,3950021,4611514,4138659,0,631281,9729533,13672405,2984726,1251487,263463,569700,0,0,NA,0,192274264,47469979,1961573,1009289463,39008,"Georgia Institute of Technology-Main Campus",0,0,15663757,384000,85999316,11525110,13685577,265744,410880,4147148,3565787,3833421,2650299,0,435939,13978959,8317109,4043709,2022587,281615,787675,0,0,199542,0,172198174,51436516,2009754,1118946214,40286,"Georgia Institute of Technology-Main Campus",0,0,18842872,3050064,104719581,13344394,15462415,250000,1940118,5393320,3800507,5485510,5148943,0,798616,12938725,11485129,3785096,1773295,377185,843392,0,0,1915513,0,211354675,54744989,1228480,1233341690,39809
139931,"Georgia Southern University",28937,551590,5624860,345875,31181439,7026031,5556886,0,390582,2270865,610987,650126,1108792,0,38825,1797322,1376967,1094403,359629,98805,190550,2059407,0,514702,0,62877580,44210919,7282379,17560879,21966,"Georgia Southern University",0,0,6249188,334100,29504873,6884411,4623931,0,416258,2296999,564601,872756,1133320,0,34986,1806728,360673,1152114,321706,68660,147011,1927586,309845,NA,0,59009746,45303451,9613153,13913828,23023,"Georgia Southern University",0,0,5465833,334500,29099661,6613652,5719546,0,297453,1873563,748919,886504,627504,0,18917,1847726,592730,1302893,731755,99859,183235,1210485,392993,NA,151594,58199322,43917712,9441391,12762317,22963,"Georgia Southern University",0,0,5618015,84848,28954190,6309087,5749658,0,41700,1290915,703124,685232,601429,0,7685,1823005,917095,1540730,2119107,102219,181332,776674,339835,0,62500,57908380,47657721,7150566,39101324,22342,"Georgia Southern University",0,0,5902319,778833,30700262,6660199,6267100,598541,431841,2152253,816989,714173,669813,0,52914,1826716,842134,1101498,425129,139043,308693,1012074,0,0,0,61400524,51803421,10511716,38526959,24452
139940,"Georgia State University",0,0,6075516,358713,32629661,7459242,4631620,0,421635,2066746,1188312,938783,519195,0,140832,4227539,856303,341299,312167,105952,339231,2358768,161458,6916572,126350,72175894,73899307,1111535,193875128,49693,"Georgia State University",0,0,6213305,361824,38399491,7923239,5324137,0,479874,2145432,1019249,766800,382967,0,62411,3184550,946283,337775,292347,112402,231689,8615207,0,NA,0,76798982,70598442,11409950,195225515,49848,"Georgia State University",0,0,6352701,665610,34058748,7815626,5507549,0,247863,1857231,737849,1086584,298920,0,113626,3184452,947383,292131,300094,104047,389854,3749346,306632,NA,101250,68117496,79742828,20032,195327935,50719,"Georgia State University",0,0,6736077,23606,32064332,7762081,5223803,0,41175,1052674,924234,741070,103898,0,11019,3957346,1483465,223426,300273,104639,383403,2682718,174425,NA,135000,64128664,76792765,21000,184207139,51900,"Georgia State University",0,0,7172890,258444,39913963,8435368,5131166,0,319888,1881044,1405744,1012898,647559,0,13476,4091556,822299,265476,315713,136249,380090,7297306,191797,5752947,135000,85580873,86352959,19085,222835613,50671
139959,"University of Georgia",0,0,25080974,2005150,133941585,11953833,23304390,1592853,3990422,6389212,2757291,7282059,2679730,532007,925059,9911086,13119787,0,3482014,163024,2377995,9568772,4648154,42758308,2177773,310641478,140694979,77253233,445142301,15544,"University of Georgia",0,0,27742559,4541000,143299554,11636034,25499248,31857,5172890,6693151,2766895,8390754,2811283,473736,776145,10087173,16165617,0,2392587,154354,3794012,10594717,2261824,30742928,1313718,317342036,148692303,55458690,460871801,15708,"University of Georgia",0,0,28485434,4823800,138757891,10797866,26649446,1050000,3829326,5857920,1735883,7749842,2815349,135067,784081,9681794,14747740,0,2098332,158901,3163892,10507640,2225217,40538013,1460361,318053795,152115813,67587587,470593530,14889,"University of Georgia",0,0,29154167,444200,122722893,11930881,26317868,168678,940535,5052057,952438,4609260,1608489,228216,280916,9482094,13721264,0,2218370,76543,3292377,11385958,241072,46341763,617510,291787549,166516475,71913633,469771944,13445,"University of Georgia",0,0,37201618,3165100,169026503,11877100,28976660,4669812,6294697,7430971,1749845,8101934,3152230,361839,716883,9518325,17335711,0,2446508,130254,4033283,13052283,5736219,34022063,3075231,372075069,175679587,87110021,514369516,10814
142115,"Boise State University",0,0,9493953,742604,47846748,8379098,7616941,0,773739,2794367,1450135,1762248,358235,447421,266055,4462693,3928338,2231611,678270,800019,652395,354679,556817,262448,97130,95955944,25263700,28482810,32935995,28179,"Boise State University",0,0,9793940,780350,49758472,8644095,8097867,0,969224,3461494,890625,1247425,482644,301492,203759,4827983,2889300,3409699,884132,595994,662877,800468,673397,841011,141707,100357955,27628700,32141995,34974133,32047,"Boise State University",0,0,10224862,944795,51188405,8753608,8937234,0,558104,2998696,702613,1449803,499161,207774,194147,5001935,2172745,4196971,963609,651857,610286,1451133,547036,693364,122036,103070174,27777200,35465134,45281423,37185,"Boise State University",0,0,9333469,284250,40126524,9054874,7953911,0,134040,1835789,496001,560721,191855,36682,156165,3764508,1774165,2093356,957190,508357,509369,481822,0,NA,0,80253048,29075000,27123074,46154461,37778,"Boise State University",0,0,9226133,990140,50328947,9859723,9449942,0,772351,3957831,654830,1273233,598805,96893,227795,3699467,3185190,2180691,1021299,787294,879148,1116716,351466,240200,0,100898094,29712200,32882833,42088072,42653
145637,"University of Illinois Urbana-Champaign",0,0,19975276,2695982,108696540,12709040,21315905,838435,2069031,5630705,2813535,2416549,4730896,873514,372458,17032030,7763737,0,997889,181290,1698150,4582118,0,6435646,0,223828726,236895325,154218925,537463886,22985,"University of Illinois Urbana-Champaign",0,0,20507183,2521174,120168951,13213336,23313644,1072768,2271459,6389568,2932275,2663812,5683232,861150,347671,20012874,8682088,0,1123385,219633,2124971,6228728,0,NA,0,240337902,244217549,155585678,605523078,24662,"University of Illinois Urbana-Champaign",0,0,21509887,3023500,121638435,13017478,25008268,56844,1815731,5258168,3150092,2687496,5159059,553691,411154,19007456,9249310,0,932847,226230,1817764,6616288,1885240,927824,251932,244204694,257125484,161697031,635184456,24885,"University of Illinois Urbana-Champaign",0,0,22159720,242511,102006085,11689978,22584732,2034337,679690,4327036,2952027,1317180,837882,49286,273426,16646361,10501212,0,866379,219354,2830158,1794816,0,NA,0,204012170,264389120,196381433,706992330,25468,"University of Illinois Urbana-Champaign",0,0,25956291,2838800,129119247,12507615,27450388,1576119,2376468,5599354,3271358,2539347,4849389,302806,405614,15466699,12611532,0,1393949,229444,3118697,6625377,0,16616083,0,274854577,298281145,178016939,730807335,26184
147703,"Northern Illinois University",0,0,4336410,773500,25821426,7683032,2827909,33475,323571,2197366,962037,823207,742214,181483,21828,1092368,944716,367733,620147,289111,106511,968181,408799,34974,117828,51677826,70933075,0,20839762,21692,"Northern Illinois University",0,0,4531480,354000,26483239,7016910,2845054,0,282049,2401161,926874,1116039,780248,148352,43647,973700,1403114,743454,672836,298788,89613,880177,852165,1574149,123578,54540627,51108815,0,20157069,19199,"Northern Illinois University",0,0,4457007,356951,21809635,6766038,2946063,0,218400,2174170,724322,713984,632787,66360,53209,277426,292147,353731,466631,125836,160745,1023828,0,207578,0,43826848,48480262,0,20798646,20789,"Northern Illinois University",0,0,4474680,0,17717741,6475148,2691670,0,50544,1089337,697078,19134,162605,10881,53478,309928,202157,283235,181730,115865,149414,750857,0,NA,0,35435482,52605589,0,22981557,21694,"Northern Illinois University",0,0,4890285,523000,24097387,6929394,3080762,0,347757,2135196,856971,531323,546919,104909,94575,324150,435448,637676,498632,125120,266344,1170987,597939,NA,0,48194774,54652198,0,23567623,21993
150136,"Ball State University",0,0,5646348,1005100,28443728,8228569,4359068,0,479643,1835558,1514944,818850,263140,132501,116520,0,134893,1617221,347445,278750,149673,1515505,0,190375,0,57077831,82330178,9816248,12964680,18458,"Ball State University",0,0,5955114,823000,27911602,8145663,4137608,0,419728,1780675,1136651,844225,253959,118323,56866,0,98947,1520496,324939,276575,228949,1789884,0,NA,0,55823204,82667515,7153385,13734574,19392,"Ball State University",0,0,6026935,848200,27333912,7844517,4425040,0,331618,1682031,1154783,618657,183392,64716,54801,0,36297,1505663,508322,272548,210366,1566026,0,56341,0,54724165,82683812,13847099,11790248,20833,"Ball State University",0,0,5655368,0,23243252,7536443,3953288,0,18716,1167001,507948,440458,28526,8678,8063,0,51809,1493543,362819,150420,85795,1496311,183066,133184,95000,46619688,81747278,6837946,11199281,21687,"Ball State University",0,0,6945796,514400,28526892,7989910,4206548,169159,329408,2222285,877484,731130,223300,130040,32023,0,121705,1477705,324533,287584,399951,1248866,270065,277959,25000,57331743,77430773,7985790,13248016,19648
151351,"Indiana University-Bloomington",0,0,18865549,4861956,116277652,16121115,20747617,1868225,2125054,5755289,2341126,4388752,2796069,0,403966,13784529,11094842,3073481,1840505,129381,1514077,4566119,0,6655484,0,239210788,180271538,82421042,101495816,23761,"Indiana University-Bloomington",0,0,20362015,4628094,114822135,16378764,21931493,229540,2510430,6650775,2224304,4614137,2651576,0,277562,8850783,12303146,2954505,1808355,154697,1622954,4669005,0,13010493,0,242654763,203353559,81787339,124886300,23670,"Indiana University-Bloomington",0,0,23256432,4048152,120289560,17105317,23551013,375437,1635314,4898429,2169166,4402156,2755052,0,207478,11133765,12140000,2178707,1856859,153111,1575305,4184222,2220017,891482,443628,241470602,200247661,91180956,140302393,23437,"Indiana University-Bloomington",0,0,22912068,793275,102582541,17518837,20154894,2047835,169761,4985663,3408443,2329261,297351,0,87333,11406857,5340052,2282065,1992305,147302,1689919,3444373,1124947,NA,450000,205165082,197892096,76321413,148858344,22660,"Indiana University-Bloomington",0,0,24817011,5125868,132392596,17448383,21846976,4919373,2232533,7521399,4404291,4761005,1104685,0,338350,17368603,10927385,2708975,2002772,41707,1728580,3090800,3900,34368875,0,299154067,210751490,217256260,151498538,22498
153603,"Iowa State University",0,0,14265405,1045047,88670048,9101930,12659831,0,2038311,5100136,2786741,2791166,2469359,0,550202,11441229,10665410,0,979123,3443773,2379488,4497797,1496047,83616,959053,177423712,141428395,54501458,205703947,16144,"Iowa State University",0,0,17339979,1255639,95315376,9518283,13808662,0,1883866,5766682,3403550,3073649,2918557,0,561485,6519374,14455845,0,943486,3248427,2679203,5629881,2026733,96508,282075,190727260,147102705,59650711,200827634,17264,"Iowa State University",0,0,18083688,2143782,90285606,9540309,14299603,0,1344222,4770462,3848124,2820133,2381020,0,569794,7144561,12060351,0,889148,889382,2780254,4358421,2016877,40668,345475,180611880,153136715,58012853,172634978,17478,"Iowa State University",0,0,17245476,522041,89008720,9630306,13761010,8781558,457899,3976043,3180438,1360277,906081,0,382314,10457557,8181652,0,1920069,926344,2191148,3736981,1097026,NA,294500,178017440,146505715,48551267,182082947,16722,"Iowa State University",0,0,18714272,1339119,111227458,9844773,16362572,880201,1629048,5691993,3704538,3000797,2336836,0,543139,8936130,23103428,0,760382,1058142,3269939,7365497,2185652,60034,501000,222514950,153836724,59586185,208491758,17034
153658,"University of Iowa",450000,0,22548235,2698481,130117820,13157641,20641524,0,1712668,7965521,2784903,4522625,4624870,405786,425731,20917384,10955270,0,1595984,227671,3517788,8671532,1695838,6975207,598368,267210847,114863000,97209000,410042000,28946,"University of Iowa",541000,0,24831882,3195794,146282275,13682144,21001526,0,2123546,8195173,2790281,5257268,5290609,386183,455591,31008015,10306279,0,1584761,223731,4379601,7698938,2232944,5693751,1097009,298258301,114490000,101565000,409098000,29166,"University of Iowa",541000,0,25795103,5007546,149161886,12814077,21715188,0,1492966,7566420,2694771,4836221,4443082,167652,399290,32599749,9823677,0,1937069,214075,3953515,9497943,2413164,NA,1249378,298323772,112251000,115774000,417622000,32483,"University of Iowa",541000,0,26380102,405944,116755350,13341165,17458370,1264119,87425,5210109,2402349,1478702,2577166,70548,439182,24493208,8826273,0,1744497,160949,3895963,5861641,116638,NA,0,233510700,105674000,89280000,471490000,32812,"University of Iowa",541000,0,31601286,5942843,151144861,12741085,19176955,1330394,2039354,9591436,2775792,4526642,4891859,202399,439755,23342339,10437094,0,2081403,208332,4211563,10462098,2635034,338231,1966198,302627953,110246000,118093000,519025000,32134
155317,"University of Kansas",0,0,17736274,1627676,104108072,11991461,20738090,2726309,2326971,7327330,5151599,4726017,3406166,0,90993,9287257,6821849,0,938672,339691,2983188,5888529,0,2199254,0,210415398,34518650,62293228,313210686,19276,"University of Kansas",0,0,18134289,1536104,108881800,12976229,23895087,4602509,2310278,7234855,4870553,3957297,3786549,0,93633,7547588,7877524,0,929729,341282,3106263,5682031,0,12671507,0,230435107,32518282,57941219,320433418,18218,"University of Kansas",0,0,17797593,1742382,102693011,11426392,25627937,932413,1493759,5886066,4779282,3800593,3898120,0,79710,7222379,10863781,0,755594,341006,2426690,3619314,0,14564,0,205400586,31221754,65327100,331829748,18536,"University of Kansas",0,0,21875888,471415,94140743,13302180,23875145,4673921,395972,4147176,4407572,1479896,1269737,0,52721,3632295,11469001,0,1035659,274075,1453986,324104,0,NA,0,188281486,28155328,61870560,339627065,18540,"University of Kansas",0,0,20437077,1283143,108696078,14185821,23617600,2351935,1919392,8799183,4980013,4043854,4221602,0,80567,3337145,12861451,0,886997,348731,2076628,3264939,0,9324097,0,226716253,28767723,71323935,393417843,18798
155399,"Kansas State University",0,0,15507557,2222374,77633258,8983760,14837800,0,1391023,5399707,1946309,3158698,2582313,0,170879,5200298,4406281,0,1069619,3702028,1767690,3270750,1569646,9278051,446526,164544567,50578403,0,211293890,36032,"Kansas State University",0,0,16475868,2112722,83079244,8693795,15579373,3780043,1881111,6164903,2180407,3068393,2707916,0,180456,5222245,4948906,0,1032284,3962733,1798139,3265297,24653,6840578,0,172999066,50420423,0,212973215,34794,"Kansas State University",0,0,15969705,1849097,79785896,8155294,16968806,521923,1580120,5223852,2189126,3118100,2114411,0,138765,5355442,4368917,0,1096913,4180482,1954806,2738811,1527329,6655211,733997,166227003,44684292,0,207220425,35871,"Kansas State University",0,0,14280438,1290730,87729711,7721313,16779127,257653,524634,3842086,2471787,2640018,1326479,0,43756,22219127,4981679,0,1346334,3411121,1997462,2595967,0,NA,0,175459422,41899029,0,196069043,35633,"Kansas State University",0,0,17651501,2255553,82220606,9435954,15888914,381911,1791591,6171424,477086,2978759,2400618,0,229200,4166290,5747667,0,1229144,4441758,1071115,4129411,1460950,18601598,311760,183042810,44305080,0,204842671,34766
157085,"University of Kentucky",0,0,26672446,3558855,128875582,15362515,20858225,967137,2718456,9086268,3477512,7102578,2631448,1478911,970409,9970474,13790820,0,891266,82945,1070895,5885141,1661642,5279032,637639,263030196,165817699,60092191,311306104,7550,"University of Kentucky",0,0,30624143,3923376,144886246,16133748,22595706,231922,3307787,10302679,4159180,7431199,3326485,1544770,1113319,7149900,20408274,0,874713,93397,1256405,7312045,2432391,5549596,664807,295322088,176524210,62598007,336158166,7811,"University of Kentucky",0,0,31298167,4071154,140578623,14973055,22634062,273614,2138764,7557833,4257814,7522238,2448493,1111029,993461,7847545,22163279,0,914206,84360,1292353,6356265,2092768,5571857,548163,286729103,189869440,54999713,342213707,7474,"University of Kentucky",0,0,29857355,274069,120938509,14570437,22367562,938927,362141,7749422,2928448,3418198,524866,375214,780277,9530336,19214223,0,1092879,59780,1479822,4392239,894409,539018,127905,242416036,166562936,55420409,351886081,8341,"University of Kentucky",0,0,33833265,4458488,153621183,16890780,25368710,923258,2982841,9686377,3825781,7874060,1736392,968726,1179425,9505876,22005284,0,1021810,74115,1461666,6267853,2469196,5457841,1087280,312700207,177927306,62115115,396769453,8068
157289,"University of Louisville",0,0,25793188,2589229,132708762,14792057,22536702,7986325,1847150,5942594,1925564,7015772,2976382,0,588285,13138700,8798492,3199867,1176255,190964,1703375,8133634,1564170,1447146,810057,266864670,92737000,30597000,153953000,20830,"University of Louisville",0,0,24730312,2108075,151167940,14466576,20534593,16999251,2350503,6126002,1794014,5785380,691530,0,607375,13256772,8313753,3074953,1687081,238736,2376008,26027026,0,NA,0,302335880,96059000,30838000,151078000,18375,"University of Louisville",0,0,25092372,1572021,138830169,13824325,20705725,576137,1541816,5710715,6015661,3898990,718026,0,439345,10200571,5879879,2829574,1985130,133817,2138658,33202869,1587586,2036943,776952,279697281,98618000,37331000,158858000,23644,"University of Louisville",0,0,24184172,1005500,109320333,15141642,18152603,0,320340,3991060,8002504,3946973,1173415,0,370573,3539604,3909684,2619343,2550878,110184,2195734,18106124,0,NA,0,218640666,101887000,44902000,170869000,21418,"University of Louisville",0,0,25729339,1581306,139978927,15198642,19877513,5886894,2129809,7392522,5344703,10509714,2114884,0,532167,4946007,5083867,3236536,2140865,124025,2915750,23365210,1461661,6247038,407513,286204892,95745000,49019000,185473000,21565
157951,"Western Kentucky University",50058,21895,5798412,765258,30595027,6392767,4526637,0,562304,2090249,684426,1250815,869864,465998,95505,2816155,646372,531088,804775,366314,352280,930804,573051,-1,0,61190053,66661486,0,8951849,31557,"Western Kentucky University",40275,21590,5661571,601707,30770123,6599227,4123836,275975,605600,2417101,573786,1537223,1065843,487511,118874,2894805,0,901293,721584,371515,390468,1360339,0,0,0,61540246,69995972,0,8267482,30408,"Western Kentucky University",30424,23588,5869603,562996,31531023,6145293,4503573,620241,376478,1913038,716611,1604554,731715,281078,70822,2977918,934754,768987,635658,402306,489726,1034690,719470,0,117500,63062046,66165773,0,7728127,30178,"Western Kentucky University",33913,29486,5473194,573118,28866013,6324357,4232711,0,49031,1923113,708502,1141902,843567,86202,120751,3060913,0,1559802,541743,8246,435115,1396935,323412,0,0,57732026,75389048,0,6566760,29880,"Western Kentucky University",32522,15106,5823639,657861,35142710,6165618,4389200,0,601306,2438433,925192,1613706,893456,435334,264495,5405503,634318,1178901,658688,380677,615245,1464403,499107,0,50000,70285420,79789425,0,7467535,31830
159391,"Louisiana State University and Agricultural & Mechanical College",0,0,26501120,3101065,137451520,15971402,20460817,325039,2661602,6376755,3908350,7756189,1133002,0,1028408,13455276,11423415,0,967368,118466,1270132,19012093,1524401,7971276,456620,282874316,83108278,70805672,259973024,15399,"Louisiana State University and Agricultural & Mechanical College",0,0,27991771,4070657,148977880,17150604,23567691,158226,3200886,7246453,4098204,9739260,1078385,0,965155,13508703,9029661,0,1072347,153254,1930686,21363992,1745930,8809902,906015,306765662,94389614,130356123,234065320,16864,"Louisiana State University and Agricultural & Mechanical College",0,0,31616924,3770454,155591015,16756235,27049493,279148,2789241,5581730,4890823,9041357,989545,0,1000223,13488699,11521692,0,1251137,87076,3707275,15627332,3783380,4842460,2359251,316024490,101668659,58797199,219397803,15370,"Louisiana State University and Agricultural & Mechanical College",0,0,32407822,317734,131515453,13609855,26772011,574849,610013,5518174,3568767,6067392,764692,0,420152,13478512,7490942,0,5089783,106910,3588685,11129160,0,NA,0,263030906,116665021,125549393,230629728,16974,"Louisiana State University and Agricultural & Mechanical College",0,0,43582169,5119525,192770399,13655203,31095969,7588927,2407564,8078855,3994099,10981627,547247,0,874332,13426918,11422857,0,1708872,119472,4801080,31609500,1355516,6538983,400667,392079781,123280406,54052674,278809219,16443
159647,"Louisiana Tech University",0,0,5158616,703428,23933980,5697724,2367225,0,430680,1925083,1763632,658934,295006,0,0,604528,532190,1623962,461076,366257,262053,672323,282903,-261094,128360,47606866,36523537,15671830,24700163,16124,"Louisiana Tech University",0,0,5182851,670311,24910914,5975734,2426488,0,392670,1955396,2410862,637755,228381,0,0,604224,558049,1624459,511372,372739,296796,577766,383079,37560,119982,49877388,36957317,22897230,22920594,16149,"Louisiana Tech University",0,0,5244973,569958,23586495,5904282,2509801,0,261897,1770957,1383903,669735,190859,0,0,603472,581980,1651735,518287,383889,284909,608953,318287,NA,128618,47172990,37528633,12844636,23727403,17492,"Louisiana Tech University",0,0,5393946,451164,23133588,5803748,2522833,10356,55033,1349128,1603229,750407,86165,0,0,606265,510373,NA,616191,324054,421436,652949,107010,NA,105000,44502875,36106588,17070560,22992033,18899,"Louisiana Tech University",0,0,6129297,468349,28294724,5912591,2973771,1136123,559106,2085180,1448336,786603,96759,0,7460,605395,527928,2364400,919660,380230,555032,1309003,29501,399234,0,56988682,35643075,14636039,21484449,18147
159993,"University of Louisiana at Monroe",0,0,3839696,335800,NA,4400345,2000153,0,221345,1259019,621179,752314,198330,0,0,762422,415623,0,486286,169440,214422,219973,0,-396056,0,15500291,15686582,867800,7664631,30595,"University of Louisiana at Monroe",0,0,4159662,426115,16927856,4499969,1851870,0,216556,1334511,725908,871814,174047,0,0,949597,455074,0,554175,186113,222411,300034,0,NA,0,33855712,15178098,242401,7221153,30922,"University of Louisiana at Monroe",0,0,4253870,595900,18111249,4806501,2296937,0,213024,1362195,760757,860433,285627,0,0,995827,536455,0,542509,190988,187127,223099,0,NA,0,36222498,16248251,1564861,7408400,31139,"University of Louisiana at Monroe",0,0,4605209,176920,18140898,4768672,2268710,175000,19353,1244489,858156,914873,181674,0,0,975112,249592,0,902836,213165,293094,294043,0,NA,0,36281796,18526742,1800991,7217145,31254,"University of Louisiana at Monroe",0,0,4459361,352748,20527424,5713166,2452011,0,276565,2099403,1239588,1046856,292426,0,0,977387,139092,0,641841,239676,326530,270774,0,NA,0,41054848,20009777,6356903,7870840,31073
160658,"University of Louisiana at Lafayette",0,0,6892598,368366,32428520,6643259,4495875,760045,522674,2159995,1273364,1912301,1204902,0,852,1920560,1696637,77730,876576,107315,453289,1062182,0,82086,0,64939126,32922463,5112771,58611835,26252,"University of Louisiana at Lafayette",0,0,7337355,605555,37104736,7547931,5844100,102773,668521,2619275,1565192,2012695,621188,0,181078,2421569,1387405,121870,737744,114593,1313843,1469840,432209,NA,0,74209472,33822138,4359254,62299731,27090,"University of Louisiana at Lafayette",0,0,7744186,553084,36187952,7816655,6218721,162829,483282,1978020,1456828,1800974,546562,0,187182,2355454,1367652,72390,831999,115851,873054,1199471,340515,NA,83243,72375904,33509062,4696056,68358134,27921,"University of Louisiana at Lafayette",0,0,8252429,46542,34129724,7375509,5836011,254238,56655,2019759,1396665,1405243,187203,0,88406,2356665,1092607,66639,1077014,100776,934859,1159346,294370,NA,128788,68259448,32275977,5492050,69776485,26855,"University of Louisiana at Lafayette",0,0,8339490,501605,38364254,7887261,6419277,403094,538497,2670222,1768197,2395640,292938,0,220517,1627643,1383275,78832,933880,112002,1072268,1363301,323921,NA,32394,76728508,32957988,6355728,85637521,30918
