"UNITID","school_name.x","coach_comp_third_2018","support_comp_third_2018","coach_comp_2018","guarantees_2018","total_ops_2018","aid_2018","support_comp_2018","severance_2018","recruiting_2018","teamtravel_2018","equip_2018","game_expenses_2018","marketing_2018","camps_2018","spirit_2018","facilities_rentals_2018","overhead_2018","indirect_institutional_2018","medical_2018","memberships_2018","meals_2018","otherops_2018","bowl_expense_2018","prof_def_2018","bowl_coachcomp_2018","total_expendature.x","discounts_to_tuition.x","gifts.x","reseach_expendatures.x","graduation_rate.x","school_name.y","coach_comp_third_2019","support_comp_third_2019","coach_comp_2019","guarantees_2019","total_ops_2019","aid_2019","support_comp_2019","severance_2019","recruiting_2019","teamtravel_2019","equip_2019","game_expenses_2019","marketing_2019","camps_2019","spirit_2019","facilities_rentals_2019","overhead_2019","indirect_institutional_2019","medical_2019","memberships_2019","meals_2019","otherops_2019","bowl_expense_2019","prof_def_2019","bowl_coachcomp_2019","total_expendature.y","discounts_to_tuition.y","gifts.y","reseach_expendatures.y","graduation_rate.y","school_name.x.x","coach_comp_third_2020","support_comp_third_2020","coach_comp_2020","guarantees_2020","total_ops_2020","aid_2020","support_comp_2020","severance_2020","recruiting_2020","teamtravel_2020","equip_2020","game_expenses_2020","marketing_2020","camps_2020","spirit_2020","facilities_rentals_2020","overhead_2020","indirect_institutional_2020","medical_2020","memberships_2020","meals_2020","otherops_2020","bowl_expense_2020","prof_def_2020","bowl_coachcomp_2020","total_expendature.x.x","discounts_to_tuition.x.x","gifts.x.x","reseach_expendatures.x.x","graduation_rate.x.x","school_name.y.y","coach_comp_third_2021","support_comp_third_2021","coach_comp_2021","guarantees_2021","total_ops_2021","aid_2021","support_comp_2021","severance_2021","recruiting_2021","teamtravel_2021","equip_2021","game_expenses_2021","marketing_2021","camps_2021","spirit_2021","facilities_rentals_2021","overhead_2021","indirect_institutional_2021","medical_2021","memberships_2021","meals_2021","otherops_2021","bowl_expense_2021","prof_def_2021","bowl_coachcomp_2021","total_expendature.y.y","discounts_to_tuition.y.y","gifts.y.y","reseach_expendatures.y.y","graduation_rate.y.y","school_name","coach_comp_third_2022","support_comp_third_2022","coach_comp_2022","guarantees_2022","total_ops_2022","aid_2022","support_comp_2022","severance_2022","recruiting_2022","teamtravel_2022","equip_2022","game_expenses_2022","marketing_2022","camps_2022","spirit_2022","facilities_rentals_2022","overhead_2022","indirect_institutional_2022","medical_2022","memberships_2022","meals_2022","otherops_2022","bowl_expense_2022","prof_def_2022","bowl_coachcomp_2022","total_expendature","discounts_to_tuition","gifts","reseach_expendatures","graduation_rate"
110662,"University of California-Los Angeles",0,0,157.7581,10.838,889.3152,98.7109,147.7641,85.1269,11.0021,48.0623,31.6353,56.4178,9.9265,18.5715,0.4068,26.843,65.9242,0,6.7289,0.697,21.0147,80.5904,10.4141,0,0.8828,1778.6304,1675.6784,2572.7013,6497.4332,0.1066,"University of California-Los Angeles",0,0,173.6703,12.4738,858.9712,106.7425,155.5468,26.372,11.7212,46.0071,29.2644,69.3028,8.775,18.8902,0.2605,26.4058,62.4253,0,7.3427,0.782,40.8708,62.1179,0,NA,0,1717.9424,1451.0065,2474.0027,6249.5105,0.1147,"University of California-Los Angeles",0,0,169.252,11.0942,798.8828,105.5977,161.5802,0,8.8952,43.0452,27.0162,55.9924,6.5994,19.5559,0.2951,30.4262,62.7665,0,6.7154,0.4518,28.1326,61.467,0,NA,0,1597.7655,1550.9635,2440.1999,6433.009,0.1146,"University of California-Los Angeles",0,0,178.0478,1.5693,735.4188,104.8502,149.5829,0,1.7583,29.0604,21.4703,24.5204,1.4837,1.8814,0,62.6865,84.3397,0,8.7601,0.0625,17.7259,47.6194,0,NA,0,1470.8375,1683.3794,186.1636,7280.965,0.1164,"University of California-Los Angeles",0,0,186.1689,19.8476,903.5251,111.394,156.8269,0,12.0751,48.3346,31.8091,75.3778,6.88,2.9398,0.324,69.2714,82.8749,0,9.2589,0.3602,28.9899,53.5334,6.2091,NA,1.0495,1807.0502,1604.1355,2781.8491,8302.6659,0.1231
122409,"San Diego State University",0,0,42.507,3.9936,229.6397,36.8215,44.6244,0,2.8605,15.3738,5.8406,10.0884,18.6917,0.6727,1.5354,11.3292,7.5274,8.1243,3.6245,2.0549,2.6115,5.3306,4.7319,3.1526,1.296,462.432,525.0422,71.9924,25.1629,0.0881,"San Diego State University",0,0,43.5421,6.5235,224.8298,37.2617,45.4742,0,2.7436,14.9661,5.9538,6.756,18.4169,0.4802,1.6317,9.8261,5.0985,8.0322,2.3366,2.0594,1.6612,6.5302,4.1481,NA,1.3877,449.6596,531.2029,72.6672,26.1672,0.0915,"San Diego State University",0,0,47.2556,4.5939,233.0366,36.7591,48.9956,0.6515,2.2914,12.9767,5.724,5.3648,26.5186,0.4907,1.6464,12.7231,3.2477,7.8491,2.1769,2.0605,1.5313,5.9402,3.1247,NA,1.1151,466.0733,535.8926,64.0108,29.3053,0.0882,"San Diego State University",0,0,47.6479,0.404,195.0124,34.1565,45.6301,0.4556,0.4021,10.0689,4.9892,1.049,13.34,0.008,0.6184,13.7426,4.3433,8.4756,1.2096,1.5738,1.4461,5.4518,0,NA,0,390.0248,540.0774,69.0295,24.5206,0.0838,"San Diego State University",0,0,50.564,5.3091,270.2202,38.0003,48.4036,0,2.8874,18.3713,5.2791,14.0113,41.8377,0.1132,0.9406,5.9236,10.0397,9.1463,3.2264,2.145,1.1228,6.4561,4.8063,NA,1.6364,540.4404,503.8312,72.9296,29.6693,0.0906
122755,"San Jose State University",0,0,23.3876,2.4095,96.2694,23.9723,15.7911,1.3825,1.2116,8.5137,4.188,3.5213,1.3071,0,0.0635,1.3248,0,3.042,1.5668,1.5269,0.1976,2.8633,0,4.7186,0,197.2575,325.4973,16.6638,0.7802,0.0756,"San Jose State University",0,0,24.4188,2.1239,96.7279,24.0493,16.9063,0,1.3945,7.9756,3.3138,4.0921,1.2582,0.2065,0.2176,0.5189,0,3.0188,1.811,0.8231,1.0712,3.5283,0,NA,0,193.4559,323.3035,16.8844,2.7611,0.074,"San Jose State University",0,0,27.1278,2.704,96.7237,22.1874,20.1748,0,1.2521,7.6865,2.4083,3.2912,1.3715,0,0,0.8603,8e-04,3.0661,0.4505,0.1439,0.7929,3.2057,0,3.0514,0,196.4988,313.0893,11.6043,4.3383,0.0725,"San Jose State University",0,0,31.7915,0.1609,103.2359,23.0661,20.7668,0,0.0843,6.963,2.5402,2.1014,0.5911,0,0.1348,2.583,0.0042,2.8612,4.0284,0.0708,0.656,4.0801,0.7523,NA,0,206.4719,319.8033,32.8517,5.6395,0.0768,"San Jose State University",0,0,27.1142,2.3469,109.2807,22.3401,22.2789,0,2.1435,9.7159,3.4279,6.3085,1.9909,0.0285,0.2129,1.4763,0.1488,3.6115,1.1166,0.1203,1.3646,3.5343,0,6e-04,0,218.5619,300.2427,15.1271,2.4815,0.0714
126614,"University of Colorado Boulder",0,0,87.9215,1.2861,466.7772,59.687,74.7463,1.6089,5.945,18.6971,7.9245,21.6162,9.6363,2.3748,2.1021,78.1816,42.7228,11.2027,5.982,0.2732,8.5845,26.2847,0,-1.2735,0,932.281,638.4531,402.5402,2333.2436,0.1315,"University of Colorado Boulder",0,0,92.9174,5.2341,551.5636,66.161,84.8673,47.6076,7.5196,19.5784,8.8242,21.0211,9.9913,2.9861,1.9641,68.1333,48.675,13.6555,7.1858,0.416,9.9824,34.7155,0.128,NA,0,1103.1272,730.6982,480.7012,2433.8316,0.1486,"University of Colorado Boulder",0,0,99.7199,7.2433,572.062,74.7354,99.3074,5.0532,5.4624,19.0781,11.0806,22.1859,6.3208,2.5329,1.8058,80.4652,66.8126,14.0517,8.2084,0.3911,11.5629,36.0446,0,27.6714,0,1171.7954,901.0518,511.0831,2778.2076,0.1498,"University of Colorado Boulder",0,0,94.9125,0.5046,452.1508,85.5075,97.3698,4.3223,2.3044,17.9196,10.08,5.2239,1.3136,0.0372,0.7649,1.7753,54.86,14.8271,13.6738,0.3446,11.1398,29.7771,4.6906,NA,0.802,904.3015,1082.4675,741.6587,3294.1227,0.1681,"University of Colorado Boulder",0,0,131.6844,21.2299,761.6442,96.1875,144.6146,7.5644,9.8971,33.9653,13.0423,31.3881,6.5172,1.5906,2.1165,57.5896,82.0207,18.7144,13.9846,1.0361,14.8529,73.6477,0,NA,0,1523.2885,1294.8522,624.7784,4142.6093,0.2097
126818,"Colorado State University-Fort Collins",22000,0,39.8543,3.2479,206.2975,36.6178,27.3569,2.9663,3.5189,10.5279,10.3546,11.0095,4.7859,1.4317,0.1733,17.9563,6.2559,7.6866,3.2719,2.2781,3.5111,10.554,2.0865,10.1605,0.765,422.7555,437.9929,312.7041,1005.3011,0.1513,"Colorado State University-Fort Collins",30000,0,36.9776,4.4938,212.1052,36.8962,27.4967,0,4.3713,10.49,10.1851,9.9989,4.3675,1.6749,0.2484,33.4983,6.0506,7.8613,2.4215,2.3115,3.2607,9.3834,0,7.0021,0,431.2124,460.3617,185.7671,1013.3401,0.1586,"Colorado State University-Fort Collins",30000,0,37.6235,3.5495,216.6446,37.3254,29.2931,8.9408,2.9166,9.6676,10.38,9.6288,3.1875,1.1791,0.2566,32.7753,4.8694,7.9126,2.1152,2.4668,2.8655,9.5733,0,7.3326,0,440.6218,528.7107,211.981,1038.77,0.1598,"Colorado State University-Fort Collins",10000,0,35.0772,0.3123,190.4546,36.3003,28.0469,0.1484,0.4658,7.0947,10.8798,1.5179,0.5783,0.107,0.0741,48.9424,4.7021,5.3777,2.3951,1.8956,1.9726,4.5276,0,3.7187,0,384.628,476.0836,187.8389,1045.6815,0.1565,"Colorado State University-Fort Collins",30942,0,41.6784,3.201,238.8217,36.9416,29.6071,6.2005,4.0212,14.3914,8.3011,7.8293,3.0509,0.9757,0.4163,49.052,5.935,7.5871,2.1613,2.5238,3.8036,11.0238,0,0.1667,0,477.81,454.3674,212.5956,1170.9933,0.1619
129020,"University of Connecticut",0,0,58.1906,4.3141,276.1002,57.7646,49,4.8152,4.801,24.9805,7.5206,17.1328,4.8693,0,0.1287,3.1615,10.0122,0,3.0366,0.4889,2.7529,23.1306,0,-5.4507,0,546.7497,776.9426,86.8107,585.7009,0.1438,"University of Connecticut",0,0,60.2946,3.9636,270.9139,59.3889,45.5323,1.8783,6.1027,26.1162,10.5279,9.6871,4.9925,0,0.1261,13.9222,4.0259,0,2.9315,0.6618,3.8051,16.9572,0,0.2891,0,542.117,833.9068,114.9832,608.8843,0.1439,"University of Connecticut",0,0,66.3272,3.9932,254.6551,56.1943,39.5913,0.7726,4.5888,20.2134,7.8539,9.6128,4.6739,0,0.119,12.4125,7.0933,0,2.7428,0.4581,3.3035,14.7046,0,NA,0,509.3102,848.0829,92.8654,565.7259,0.1417,"University of Connecticut",0,0,59.9842,0.2575,188.6802,40.1763,39.6481,0.2244,0.897,11.3469,7.701,1.2612,0.3257,0,0.0227,5.3413,6.3085,0,3.1916,0.3877,2.3849,9.2214,0,NA,0,377.3604,858.7074,87.4972,554.5707,0.1448,"University of Connecticut",0,0,62.1576,6.8867,304.9852,40.6342,49.3712,39.8032,7.6383,24.8868,7.8402,10.4765,2.5758,0,0.2012,23.1708,1.233,0,3.7654,0.4608,3.8241,20.0594,0,7.2491,0,617.2194,879.422,119.4848,676.4534,0.1457
132903,"University of Central Florida",0,0,52.713,6.539,297.0661,42.9609,45.5927,2.1877,3.4888,17.5898,10.2883,10.5947,5.411,0,1.024,26.2472,23.5049,0,2.9594,0.914,5.1202,19.5451,16.3103,4.1269,4.075,598.2591,825.7144,105.2715,789.8624,0.2599,"University of Central Florida",0,0,55.7776,6.4337,323.6886,45.5138,50.8297,1.12,4.2475,18.6561,11.2921,15.3922,7.2768,0,1.0871,26.5142,21.0938,0,2.9929,0.8806,3.7307,27.3648,22.0199,5.7456,1.4651,653.1228,951.1725,111.5419,844.3437,0.2277,"University of Central Florida",0,0,64.2996,5.541,297.1954,44.4264,52.4125,0,2.9267,15.7196,11.0287,7.5533,10.9633,0,1.3225,25.7709,22.914,0,3.7596,1.0605,5.3468,17.6962,2.6668,21.462,1.7868,615.8528,1025.3366,145.2648,864.3087,0.2198,"University of Central Florida",0,0,66.085,0.008,273.9131,43.9055,53.5089,2.68,1.1233,12.4813,8.2555,6.238,4.4684,0,0.6468,25.0448,21.3837,0,3.8129,0.6128,5.5792,15.3698,0.8648,33.3339,1.8444,581.1601,1069.1155,109.5926,924.0511,0.2301,"University of Central Florida",0,0,62.1749,8.4532,300.7036,46.8745,55.3042,0,4.4653,18.7706,7.098,9.1034,10.6469,0,0.7821,24.5523,25.523,0,2.9485,1.0474,4.4672,15.2354,2.5286,87.5962,0.728,689.0035,1092.1891,82.4079,877.6203,0.252
133669,"Florida Atlantic University",0,0,75.3881,6.609,366.71,70.9369,28.6403,0,7.1274,35.9676,9.4326,11.8597,8.5147,0,0.5969,28.2054,21.273,36.5251,7.7618,4.7141,2.0483,7.0927,3.5993,1.3092,0.4173,734.7292,698.9882,0,500.1722,0.2845,"Florida Atlantic University",0,0,77.6247,6.8425,374.8174,33.1605,46.8798,0,9.0165,31.6204,16.1253,23.6235,8.6445,0,0.8386,27.1138,17.4999,47.4404,9.5426,4.2615,5.6437,8.9392,0,4.7155,0,754.3502,888.8278,0,738.118,0.2763,"Florida Atlantic University",46875,0.1208,76.6934,6.3703,397.2482,37.2093,52.9276,1.4804,5.0011,34.1635,17.0872,27.1898,6.6089,0,0.8958,26.2747,23.3023,45.7349,11.7532,4.1319,6.5564,10.0981,3.1507,28.8967,0,823.393,909.423,0,808.6515,0.2737,"Florida Atlantic University",0,0,78.3775,0.9869,354.1126,41.8098,52.3656,0.1137,0.6401,19.9361,16.4837,13.4655,3.1404,0,0.2916,25.7511,22.8749,48.0121,11.5752,4.0916,6.0958,6.7346,1.3665,12.417,0,720.6422,969.3371,0,875.6117,0.286,"Florida Atlantic University",0,0,80.4924,7.9033,405.7968,NA,57.3099,0.575,5.7234,31.1608,16.5266,26.5322,7.2176,0,1.0418,25.0876,23.5105,45.1529,11.5565,4.4743,9.6145,6.5128,0,11.3739,0,777.563,977.812,0,809.2715,0.2872
133951,"Florida International University",0,0,21.5828,3.1156,120.3784,24.5828,18.202,0.3622,1.8701,9.0505,3.1973,4.6129,2.0858,0,0.6255,8.1726,9.3706,1.5102,1.5324,1.5161,0.3618,7.3354,1.0589,-1.8534,0.2328,238.9035,551.6994,87.7495,481.6547,0.0639,"Florida International University",0,0,21.168,2.4022,113.1353,18.3828,16.3363,0.0256,1.5215,8.7279,2.3648,4.3107,1.3121,0,0.704,9.0994,7.6741,2.6233,1.8917,1.466,0.2613,11.8155,0.9096,5.2553,0.1384,231.5259,563.2955,78.6384,513.9184,0.066,"Florida International University",0,0,21.2431,3.0193,110.2602,19.8159,15.7523,0,1.0504,6.6064,3.0559,5.745,1.5981,0,0.68,8.6415,5.2621,2.6705,1.281,1.5071,0.3323,11.22,0.6997,5.9276,0.0793,226.448,602.0609,75.2337,537.2319,0.0685,"Florida International University",0,0,22.0604,1.0494,90.7495,20.9831,12.5425,0,0.0375,5.0898,2.855,2.041,0.8799,0,0.4228,7.5824,8.327,3.2665,1.0436,1.4005,0,1.0901,0.078,30.6904,0,212.1895,597.0043,76.0195,584.4257,0.0695,"Florida International University",0,0,21.9012,1.8718,120.9717,24.6903,16.1655,0,1.1063,8.0421,2.9784,3.6568,3.4717,0,0.6192,10.2569,10.5135,7.9261,1.0805,1.5101,1.1575,4.0236,0,4.9398,0,246.8832,601.9642,83.5179,582.8102,0.0718
134097,"Florida State University",0,0,107.5689,9.7666,589.7517,42.5547,75.6698,2.2609,9.5219,39.0518,15.2339,31.9908,11.0868,0,2.1058,26.2768,50.7294,0,8.1868,0.4924,5.553,147.6835,3.0243,36.5017,0.9935,1216.0051,598.8229,186.1482,732.373,0.0491,"Florida State University",0,0,89.177,11.9797,551.8986,41.5459,73.4826,5.9951,9.527,33.0889,13.686,16.3741,13.3773,0,1.8595,42.2246,87.6068,0,7.3085,9.816,5.0522,89.7974,0,9.5957,0,1113.3928,666.15,296.6418,735.738,0.0459,"Florida State University",0,0,93.506,11.6079,571.1927,42.2135,74.3634,70.2564,6.724,24.2416,16.5509,10.7203,5.8799,0,0.8148,45.0574,73.0505,0,6.4359,0.5215,5.0722,79.2696,4.0073,NA,0.8996,1142.3853,714.5959,314.4369,754.2413,0.0489,"Florida State University",0,0,76.3026,1.9125,462.3308,39.6709,83.1401,0.8225,1.0849,20.2642,17.7756,7.327,7.2152,0,0.4571,43.4721,53.9491,0,6.7803,9.452,6.1428,86.5619,0,29.6529,0,954.3145,522.4069,224.171,785.5737,0.0496,"Florida State University",0,0,95.7337,9.134,563.5708,40.3291,85.3263,0.2224,6.052,33.7184,19.9044,13.1786,13.4946,0,0.8884,40.0897,82.9862,0,6.773,10.3725,8.0208,97.3468,0,38.7387,0,1165.8803,510.4505,271.385,858.1361,0.0584
134130,"University of Florida",870000,0,116.3414,15.3064,686.8328,63.306,154.6795,59.2352,10.7273,43.6917,16.8422,35.2022,14.9776,3.8807,4.7569,37.6355,75.3643,0,10.3245,0.7493,7.2126,12.5932,0,55.4432,0,1429.1089,914.6112,581.9303,3422.8452,0.152,"University of Florida",775000,0,122.4626,19.2138,657.4193,64.8088,153.7688,1.7188,11.7219,40.9182,18.257,34.0103,14.6269,5.2584,5.18,47.0072,69.1442,0,9.9314,0.7661,8.7276,13.6463,8.1598,82.8695,4.4989,1397.708,996.0554,855.2212,3524.2333,0.1629,"University of Florida",775000,0,131.396,9.3808,654.0617,61.1968,161.6554,0.9386,9.1767,35.2371,16.661,28.7191,9.6997,4.8715,4.8082,51.3813,80.3711,0,10.5155,0.6795,8.8073,10.0044,9.6356,163.6643,5.3036,1471.7876,1188.4523,864.7756,3677.9171,0.1649,"University of Florida",775000,0,121.5074,1.1528,577.0364,60.1677,152.1127,2.4115,3.0383,34.1983,17.1183,14.4097,6.438,0.5539,0.4277,40.9667,67.6377,0,9.1209,0.1612,9.4128,27.7245,4.8493,72.799,0,1226.8719,1127.7635,824.3836,3653.012,0.1658,"University of Florida",750000,0,145.095,15.5467,827.3158,67.6428,191.7793,81.6451,14.0771,51.4573,19.3055,30.8519,12.6046,3.4066,0.8315,51.1184,84.4589,0,11.4184,0.5675,17.5986,16.1426,4.1554,76.1628,4.0539,1730.7943,1165.4156,979.4458,4093.495,0.1731
137351,"University of South Florida",25000,0.0204,36.5675,4.6666,207.069,25.8584,35.9477,3.3901,4.2054,18.8506,8.7467,6.7704,4.9193,0.0535,1.2064,20.9931,10.921,0,3.3581,0.1654,3.1383,13.8051,2.9271,-20.9145,0.4556,393.2235,486.4697,83.373,1391.4996,0.1222,"University of South Florida",25000,0.0207,45.2916,5.2192,221.3773,28.423,32.4149,4.1705,4.0187,18.9176,16.7819,9.819,3.0901,0,1.3053,20.1299,12.4388,0,3.2626,0.1408,4.3274,9.3998,1.9264,6.0996,0.1757,448.8542,532.7101,97.1952,1423.6352,0.135,"University of South Florida",10000,0,53.7804,7.0697,241.7485,27.2789,40.902,9.1228,3.2766,17.4706,15.507,7.2111,5.3501,0,0.7468,23.3098,12.7477,0,3.9411,0.1613,2.3566,11.4743,0,6.2916,0,489.7886,624.6623,108.0483,1461.8839,0.135,"University of South Florida",20000,0.0208,43.2384,1.6527,212.1432,30.4703,39.6477,8.3476,0.2934,14.2844,14.2234,10.8514,0.7795,0,0.328,12.2281,19.7159,0,4.9905,0.0966,3.4838,7.4073,0,37.6662,0,461.9526,648.4689,110.8103,1402.6796,0.1409,"University of South Florida",20000,0.0214,52.6016,4.82,266.4935,37.8936,48.366,0.8534,4.633,24.2101,15.9564,11.3172,3.7079,0,0.904,23.1495,16.5356,0,3.7769,0.1078,5.7018,11.8519,0,NA,0,532.987,624.3343,121.7858,1616.1694,0.1434
139755,"Georgia Institute of Technology-Main Campus",0,0,79.8184,24.2378,499.9383,64.3249,75.1,19.6547,7.4159,24.3261,9.162,17.7879,13.8291,0,2.7048,75.8725,70.5906,0,5.611,1.8151,1.9114,5.7761,0,17.678,0,1017.5546,298.5314,8.4639,4969.2825,0.1959,"Georgia Institute of Technology-Main Campus",0,0,112.8245,12.4476,583.6847,71.9189,86.9375,12.7456,11.22,30.6752,26.125,19.4198,8.5018,0,4.3811,82.9089,82.851,0,5.288,1.5234,2.8286,0.8338,7.5287,NA,2.7253,1167.3695,326.0524,15.521,5694.434,0.2373,"Georgia Institute of Technology-Main Campus",0,0,106.2685,9.3409,623.862,77.9818,110.0166,6.5962,9.8135,32.574,25.6328,29.9255,26.857,0,4.0966,63.1378,88.7242,19.3688,8.1213,1.7097,3.697,0,0,NA,0,1247.724,308.0466,12.7292,6549.5747,0.2531,"Georgia Institute of Technology-Main Campus",0,0,111.0369,2.7221,609.6302,81.699,97.014,1.8838,2.9126,29.3982,25.2771,27.1743,18.7874,0,3.0903,99.0938,58.9582,28.665,14.3377,1.9963,5.5837,0,0,1.4145,0,1220.675,364.6221,14.2467,7931.9634,0.2856,"Georgia Institute of Technology-Main Campus",0,0,143.2134,23.1817,795.9108,101.4227,117.5206,1.9001,14.7457,40.9914,28.8854,41.6921,39.134,0,6.0698,98.3395,87.2916,28.7682,13.4778,2.8668,6.4101,0,0,14.5587,0,1606.3803,416.0839,9.3369,9373.8918,0.3026
139931,"Georgia Southern University",28937,2.119,21.609,1.3287,119.7895,26.9918,21.3478,0,1.5005,8.724,2.3472,2.4976,4.2596,0,0.1492,6.9048,5.2899,4.2044,1.3816,0.3796,0.732,7.9116,0,1.9773,0,241.5563,169.8447,27.9767,67.4635,0.0844,"Georgia Southern University",0,0,24.5476,1.3124,115.899,27.0429,18.1634,0,1.6351,9.0229,2.2178,3.4283,4.4518,0,0.1374,7.0971,1.4168,4.5257,1.2637,0.2697,0.5775,7.5718,1.2171,NA,0,231.798,177.9579,37.7617,54.6553,0.0904,"Georgia Southern University",0,0,21.2803,1.3023,113.2944,25.7491,22.268,0,1.1581,7.2944,2.9158,3.4514,2.4431,0,0.0736,7.1938,2.3077,5.0726,2.849,0.3888,0.7134,4.7128,1.53,NA,0.5902,226.5888,170.9858,36.7584,49.6878,0.0894,"Georgia Southern University",0,0,21.3439,0.3224,110.0025,23.9694,21.844,0,0.1584,4.9044,2.6713,2.6033,2.2849,0,0.0292,6.9259,3.4842,5.8535,8.0509,0.3883,0.6889,2.9507,1.2911,0,0.2374,220.0049,181.0607,27.1664,148.5534,0.0849,"Georgia Southern University",0,0,22.953,3.0287,119.3875,25.9003,24.3716,2.3276,1.6793,8.3697,3.1771,2.7773,2.6048,0,0.2058,7.1038,3.2749,4.2835,1.6532,0.5407,1.2004,3.9358,0,0,0,238.775,201.4537,40.8781,149.8241,0.0951
139940,"Georgia State University",0,0,12.6337,0.7459,67.8518,15.5111,9.6312,0,0.8768,4.2977,2.471,1.9522,1.0796,0,0.2929,8.791,1.7806,0.7097,0.6491,0.2203,0.7054,4.9049,0.3357,14.3827,0.2627,150.0863,153.67,2.3114,403.154,0.1033,"Georgia State University",0,0,12.7418,0.742,78.7472,16.2485,10.9184,0,0.9841,4.3997,2.0902,1.5725,0.7854,0,0.128,6.5307,1.9406,0.6927,0.5995,0.2305,0.4751,17.6675,0,NA,0,157.4944,144.7787,23.3988,400.3558,0.1022,"Georgia State University",0,0,12.8891,1.3505,69.1026,15.8573,11.1744,0,0.5029,3.7682,1.497,2.2046,0.6065,0,0.2305,6.461,1.9222,0.5927,0.6089,0.2111,0.791,7.6071,0.6221,NA,0.2054,138.2052,161.7922,0.0406,396.3056,0.1029,"Georgia State University",0,0,13.7248,0.0481,65.3313,15.8153,10.6435,0,0.0839,2.1448,1.8831,1.5099,0.2117,0,0.0225,8.0631,3.0226,0.4552,0.6118,0.2132,0.7812,5.4661,0.3554,NA,0.2751,130.6626,156.4658,0.0428,375.3232,0.1057,"Georgia State University",0,0,15.2256,0.5486,84.7236,17.9054,10.8917,0,0.679,3.9928,2.9839,2.15,1.3745,0,0.0286,8.685,1.7455,0.5635,0.6701,0.2892,0.8068,15.4897,0.4071,12.2115,0.2866,181.6587,183.2976,0.0405,473.0032,0.1076
139959,"University of Georgia",0,0,62.2459,4.9764,332.4157,29.667,57.8367,3.9531,9.9034,15.8567,6.843,18.0726,6.6505,1.3203,2.2958,24.5973,32.5606,0,8.6416,0.4046,5.9017,23.7477,11.5358,106.1174,5.4048,770.9488,349.1762,191.7268,1104.7524,0.0386,"University of Georgia",0,0,68.5804,11.2255,354.2407,28.7646,63.0349,0.0788,12.7875,16.5457,6.8398,20.7422,6.9496,1.1711,1.9187,24.9358,39.9619,0,5.9145,0.3816,9.3789,26.1904,5.5913,75.9974,3.2475,784.4787,367.5717,137.0955,1139.2885,0.0388,"University of Georgia",0,0,70.2515,11.8966,342.2082,26.63,65.7235,2.5895,9.444,14.4469,4.2811,19.1129,6.9433,0.3331,1.9337,23.8775,36.3712,0,5.175,0.3919,7.8029,25.9142,5.4879,99.9759,3.6016,784.3922,375.1518,166.6862,1160.5896,0.0367,"University of Georgia",0,0,71.5208,1.0897,301.063,29.2688,64.5628,0.4138,2.3073,12.3937,2.3365,11.3074,3.9459,0.5599,0.6891,23.2614,33.6609,0,5.4421,0.1878,8.0768,27.932,0.5914,113.6853,1.5149,715.8112,408.4971,176.418,1152.4413,0.033,"University of Georgia",0,0,89.5393,7.618,406.8242,28.5866,69.7429,11.2396,15.1505,17.8854,4.2116,19.5003,7.587,0.8709,1.7254,22.9093,41.7247,0,5.8884,0.3135,9.7076,31.4151,13.8063,81.8866,7.4017,895.5349,422.8373,209.6622,1238.0187,0.026
142115,"Boise State University",0,0,27.1997,2.1275,137.0786,24.0057,21.8222,0,2.2167,8.0057,4.1546,5.0488,1.0263,1.2818,0.7622,12.7854,11.2545,6.3935,1.9432,2.292,1.8691,1.0161,1.5953,0.7519,0.2783,274.9092,72.3793,81.6019,94.36,0.0807,"Boise State University",0,0,28.3723,2.2606,144.1464,25.0413,23.4589,0,2.8078,10.0277,2.5801,3.6137,1.3982,0.8734,0.5903,13.9863,8.3701,9.8776,2.5613,1.7265,1.9203,2.3189,1.9508,2.4363,0.4105,290.7291,80.0382,93.1128,101.3173,0.0928,"Boise State University",0,0,28.9122,2.6715,144.7423,24.752,25.2713,0,1.5781,8.4792,1.9867,4.0995,1.4114,0.5875,0.549,14.1437,6.1437,11.8675,2.7247,1.8432,1.7257,4.1033,1.5468,1.9606,0.3451,291.4452,78.5439,100.2826,128.0395,0.1051,"Boise State University",0,0,26.1525,0.7965,112.4351,25.3719,22.287,0,0.3756,5.1439,1.3898,1.5711,0.5376,0.1028,0.4376,10.5482,4.9712,5.8656,2.6821,1.4244,1.4273,1.3501,0,NA,0,224.8703,81.4686,75.9993,129.3255,0.1059,"Boise State University",0,0,25.2119,2.7057,137.5318,26.9433,25.8235,0,2.1106,10.8154,1.7894,3.4793,1.6363,0.2648,0.6225,10.1094,8.704,5.9591,2.7909,2.1514,2.4024,3.0516,0.9604,0.6564,0,275.72,81.1933,89.8576,115.0123,0.1166
