"UNITID","school_name","coach_comp_third_2018","support_comp_third_2018","coach_comp_2018","guarantees_2018","total_ops_2018","aid_2018","support_comp_2018","severance_2018","recruiting_2018","teamtravel_2018","equip_2018","game_expenses_2018","marketing_2018","camps_2018","spirit_2018","facilities_rentals_2018","overhead_2018","indirect_institutional_2018","medical_2018","memberships_2018","meals_2018","otherops_2018","bowl_expense_2018","prof_def_2018","bowl_coachcomp_2018","total_expendature","discounts_to_tuition","gifts","reseach_expendatures","graduation_rate"
134097,"Florida State University",0,0,107.5689,9.7666,589.7517,42.5547,75.6698,2.2609,9.5219,39.0518,15.2339,31.9908,11.0868,0,2.1058,26.2768,50.7294,0,8.1868,0.4924,5.553,147.6835,3.0243,36.5017,0.9935,1216.0051,598.8229,186.1482,732.373,0.0491
134130,"University of Florida",870000,0,116.3414,15.3064,686.8328,63.306,154.6795,59.2352,10.7273,43.6917,16.8422,35.2022,14.9776,3.8807,4.7569,37.6355,75.3643,0,10.3245,0.7493,7.2126,12.5932,0,55.4432,0,1429.1089,914.6112,581.9303,3422.8452,0.152
137351,"University of South Florida",25000,0.0204,36.5675,4.6666,207.069,25.8584,35.9477,3.3901,4.2054,18.8506,8.7467,6.7704,4.9193,0.0535,1.2064,20.9931,10.921,0,3.3581,0.1654,3.1383,13.8051,2.9271,-20.9145,0.4556,393.2235,486.4697,83.373,1391.4996,0.1222
139755,"Georgia Institute of Technology-Main Campus",0,0,79.8184,24.2378,499.9383,64.3249,75.1,19.6547,7.4159,24.3261,9.162,17.7879,13.8291,0,2.7048,75.8725,70.5906,0,5.611,1.8151,1.9114,5.7761,0,17.678,0,1017.5546,298.5314,8.4639,4969.2825,0.1959
139931,"Georgia Southern University",28937,2.119,21.609,1.3287,119.7895,26.9918,21.3478,0,1.5005,8.724,2.3472,2.4976,4.2596,0,0.1492,6.9048,5.2899,4.2044,1.3816,0.3796,0.732,7.9116,0,1.9773,0,241.5563,169.8447,27.9767,67.4635,0.0844
139940,"Georgia State University",0,0,12.6337,0.7459,67.8518,15.5111,9.6312,0,0.8768,4.2977,2.471,1.9522,1.0796,0,0.2929,8.791,1.7806,0.7097,0.6491,0.2203,0.7054,4.9049,0.3357,14.3827,0.2627,150.0863,153.67,2.3114,403.154,0.1033
139959,"University of Georgia",0,0,62.2459,4.9764,332.4157,29.667,57.8367,3.9531,9.9034,15.8567,6.843,18.0726,6.6505,1.3203,2.2958,24.5973,32.5606,0,8.6416,0.4046,5.9017,23.7477,11.5358,106.1174,5.4048,770.9488,349.1762,191.7268,1104.7524,0.0386
142115,"Boise State University",0,0,27.1997,2.1275,137.0786,24.0057,21.8222,0,2.2167,8.0057,4.1546,5.0488,1.0263,1.2818,0.7622,12.7854,11.2545,6.3935,1.9432,2.292,1.8691,1.0161,1.5953,0.7519,0.2783,274.9092,72.3793,81.6019,94.36,0.0807
145637,"University of Illinois Urbana-Champaign",0,0,88.2152,11.906,480.0278,56.1259,94.1357,3.7027,9.1373,24.8664,12.4252,10.672,20.8927,3.8576,1.6449,75.2172,34.2864,0,4.4069,0.8006,7.4994,20.2356,0,28.4212,0,988.4769,1046.1818,681.0647,2373.5587,0.1015
147703,"Northern Illinois University",0,0,13.9243,2.4837,82.913,24.6703,9.0805,0.1075,1.039,7.0558,3.0891,2.6433,2.3833,0.5827,0.0701,3.5076,3.0335,1.1808,1.9913,0.9283,0.342,3.1088,1.3127,0.1123,0.3783,165.9383,227.7672,0,66.9168,0.0697
150136,"Ball State University",0,0,31.646,5.6333,159.4183,46.1186,24.4312,0,2.6883,10.2877,8.4908,4.5894,1.4748,0.7426,0.6531,0,0.756,9.064,1.9473,1.5623,0.8389,8.4939,0,1.067,0,319.9035,461.4351,55.017,72.663,0.1035
151351,"Indiana University-Bloomington",0,0,68.746,17.7169,423.7153,58.7453,75.6042,6.8078,7.7437,20.9723,8.5311,15.9926,10.1889,0,1.4721,50.2308,40.4296,11.1998,6.7068,0.4715,5.5173,16.6389,0,24.2526,0,871.6832,656.9088,300.342,369.8504,0.0866
153603,"Iowa State University",0,0,70.5607,5.1691,438.5872,45.0207,62.6191,0,10.0821,25.2267,13.784,13.8059,12.2141,0,2.7215,56.5916,52.7541,0,4.843,17.0339,11.7696,22.2474,7.3999,0.4136,4.7437,877.588,699.5449,269.5797,1017.47,0.0799
153658,"University of Iowa",450000,0,57.8296,6.9208,333.7142,33.7455,52.9395,0,4.3925,20.4292,7.1425,11.5992,11.8614,1.0407,1.0919,53.647,28.0971,0,4.0932,0.5839,9.0221,22.2399,4.3493,17.8894,1.5346,685.3177,294.59,249.3127,1051.6378,0.0742
155317,"University of Kansas",0,0,47.0117,4.3143,275.9482,31.7845,54.9682,7.2263,6.1679,19.4218,13.6548,12.5267,9.0284,0,0.2412,24.6167,18.0819,0,2.488,0.9004,7.9072,15.6081,0,5.8293,0,557.7257,91.4949,165.114,830.1942,0.0511
155399,"Kansas State University",0,0,43.3037,6.2058,216.7849,25.0865,41.4334,0,3.8843,15.0783,5.4349,8.8204,7.2109,0,0.4772,14.5214,12.3042,0,2.9868,10.3376,4.9361,9.1333,4.3831,25.9082,1.2469,459.4779,141.2363,0,590.0218,0.1006
157085,"University of Kentucky",0,0,102.1886,13.6348,493.7535,58.8575,79.9129,3.7053,10.4151,34.8117,13.3232,27.2117,10.0817,5.6661,3.7179,38.1993,52.836,0,3.4147,0.3178,4.1029,22.5474,6.3662,20.2252,2.4429,1007.7322,635.2876,230.2277,1192.6889,0.0289
157289,"University of Louisville",0,0,82.0525,8.2368,422.1688,47.056,71.693,25.4058,5.8761,18.9044,6.1255,22.3183,9.4684,0,1.8714,41.7964,27.9895,10.1793,3.7419,0.6075,5.4187,25.8745,4.9759,4.6036,2.5769,848.9412,295.0119,97.3342,489.7503,0.0663
157951,"Western Kentucky University",50058,0.1011,26.7847,3.535,141.3283,29.5302,20.91,0,2.5975,9.6555,3.1616,5.7779,4.0182,2.1526,0.4412,13.0087,2.9858,2.4533,3.7175,1.6921,1.6273,4.2997,2.6471,0,0,282.6565,307.9308,0,41.3515,0.1458
159391,"Louisiana State University and Agricultural & Mechanical College",0,0,136.5052,15.9733,708.0021,82.2674,105.3921,1.6743,13.7097,32.8462,20.1316,39.9515,5.836,0,5.2972,69.3071,58.8411,0,4.9828,0.6102,6.5424,97.9298,7.8521,41.0594,2.352,1457.0635,428.0843,364.7145,1339.1008,0.0793
159647,"Louisiana Tech University",0,0,21.2051,2.8915,98.3836,23.4212,9.7308,0,1.7704,7.9133,7.2496,2.7086,1.2127,0,0,2.485,2.1876,6.6755,1.8953,1.5055,1.0772,2.7637,1.1629,-1.0733,0.5276,195.694,150.1346,64.421,101.5331,0.0663
159993,"University of Louisiana at Monroe",0,0,15.9117,1.3916,NA,18.2351,8.2887,0,0.9173,5.2174,2.5742,3.1176,0.8219,0,0,3.1595,1.7223,0,2.0152,0.7022,0.8886,0.9116,0,-1.6413,0,64.2334,65.0054,3.5962,31.7623,0.1268
160658,"University of Louisiana at Lafayette",0,0,66.7357,3.5666,313.9804,64.3216,43.5301,7.3589,5.0606,20.9136,12.329,18.5153,11.6661,0,0.0082,18.5953,16.4272,0.7526,8.4872,1.039,4.3888,10.2843,0,0.7948,0,628.7555,318.7628,49.503,567.4932,0.2542
163286,"University of Maryland-College Park",0,0,114.4463,8.4523,636.981,108.6893,111.1779,1.9865,8.5214,43.4108,10.8397,17.3988,10.207,0,1.6765,38.6268,88.6974,0,8.1441,1.1152,14.2415,49.3494,0,3.091,0,1277.0529,678.2454,185.7783,2984.1458,0.3524
