"UNITID","school_name","coach_comp_third_2021","support_comp_third_2021","coach_comp_2021","guarantees_2021","total_ops_2021","aid_2021","support_comp_2021","severance_2021","recruiting_2021","teamtravel_2021","equip_2021","game_expenses_2021","marketing_2021","camps_2021","spirit_2021","facilities_rentals_2021","overhead_2021","indirect_institutional_2021","medical_2021","memberships_2021","meals_2021","otherops_2021","bowl_expense_2021","prof_def_2021","bowl_coachcomp_2021"
137351,"University of South Florida","$20,000","$5,000","$10,380,841","$396,794","$50,932,188","$7,315,427","$9,518,786","$2,004,124","$70,435","$3,429,449","$3,414,822","$2,605,243","$187,141","$0","$78,755","$2,935,769","$4,733,481","$0","$1,198,145","$23,183","$836,411","$1,778,382","$0","$9,043,042","$0"
176372,"University of Southern Mississippi","$0","$0","$6,044,267","$392,450","$27,223,468","$5,946,673","$4,005,708","$0","$140,106","$2,213,318","$707,155","$1,392,806","$198,900","$67,598","$0","$1,804,378","$2,339,134","$0","$1,322,430","$377,730","$216,533","$54,282","$0","$109,117","$0"
221759,"The University of Tennessee-Knoxville","$0","$0","$24,646,787","$265,775","$132,163,159","$15,791,445","$26,659,422","$5,392,353","$476,191","$5,471,090","$3,367,460","$3,399,944","$3,986,877","$57,453","$101,703","$10,797,923","$10,819,957","$0","$3,960,136","$42,283","$3,888,234","$13,038,126","$0","$757,598","$0"
228778,"The University of Texas at Austin","$0","$0","$43,105,708","$1,830,000","$160,532,668","$12,487,589","$31,853,401","$6,377,823","$1,266,974","$7,549,941","$2,886,384","$8,437,641","$3,842,128","$88,656","$202,239","$9,813,291","$17,122,323","$0","$5,306,635","$344,966","$3,341,181","$4,624,827","$50,961","($7,836,662)","$0"
228723,"Texas A & M University-College Station","$0","$0","$31,470,601","$705,260","$141,824,256","$12,403,372","$24,195,763","$1,462,482","$1,008,816","$7,107,357","$3,002,198","$3,023,669","$223,936","$1,647,626","$5,847","$21,483,682","$14,455,965","$0","$1,159,128","$222,475","$2,546,484","$14,390,705","$1,308,890","$20,046,072","$0"
228459,"Texas State University","$0","$0","$5,605,761","$20,343","$34,363,246","$6,550,905","$4,913,577","$0","$193,369","$2,386,115","$813,862","$1,061,301","$380,681","$0","$103,698","$5,631,605","$4,185,413","$411,560","$796,550","$105,670","$633,607","$569,229","$0","$508,195","$0"
229115,"Texas Tech University","$0","$0","$18,409,289","$1,085,414","$83,873,438","$7,946,899","$17,892,330","$2,833,564","$1,349,849","$5,153,480","$1,915,445","$3,453,316","$1,689,282","$0","$0","$8,353,379","$6,870,283","$0","$2,934,904","$105,106","$846,894","$3,034,004","$0","$4,985,970","$0"
206084,"University of Toledo","$0","$0","$6,887,072","$0","$29,361,565","$8,661,466","$4,168,640","$0","$113,730","$779,787","$1,342,106","$567,504","$69,452","$63,657","$52,204","$2,366,220","$570,168","$1,790,173","$380,012","$104,082","$417,258","$1,028,034","$0","$0","$0"
100663,"University of Alabama at Birmingham","$0","$0","$7,848,887","$664,443","$34,303,084","$8,126,308","$5,873,992","$363,708","$58,076","$1,980,712","$1,358,069","$523,626","$546,069","$0","$606,159","$1,298,543","$1,203,819","$199,543","$419,000","$340,714","$624,882","$2,158,329","$75,130","$1,143,779","$33,075"
132903,"University of Central Florida","$0","$0","$14,680,509","$1,780","$60,848,697","$9,753,427","$11,886,794","$595,353","$249,527","$2,772,668","$1,833,928","$1,385,751","$992,638","$0","$143,680","$5,563,595","$4,750,310","$0","$847,029","$136,139","$1,239,387","$3,414,343","$192,108","$7,404,995","$409,731"
110662,"University of California-Los Angeles","$0","$0","$26,662,653","$235,000","$110,128,961","$15,701,310","$22,400,036","$0","$263,312","$4,351,790","$3,215,174","$3,671,930","$222,180","$281,735","$0","$9,387,307","$12,629,876","$0","$1,311,829","$9,363","$2,654,456","$7,131,010","$0","($62,476,047)","$0"
182281,"University of Nevada-Las Vegas","$0","$0","$9,597,324","$113,955","$52,087,692","$9,902,832","$6,720,891","$522,080","$630,961","$1,871,224","$4,841,970","$1,286,264","$262,673","$0","$173,596","$6,267,112","$3,841,075","$2,579,039","$902,915","$417,015","$680,516","$1,476,250","$0","$549,488","$0"
230764,"University of Utah","$0","$0","$19,762,762","$222,009","$82,056,884","$12,246,298","$17,079,755","$1,714,565","$302,545","$3,606,631","$3,355,712","$1,264,275","$289,541","$18,493","$177,234","$8,259,768","$1,183,124","$1,818,533","$2,129,204","$119,934","$656,285","$7,825,190","$25,026","($31,035,667)","$0"
230728,"Utah State University","$468,750","$0","$8,761,227","$48,608","$36,047,203","$6,792,199","$4,848,674","$593,215","$114,898","$1,835,047","$1,182,287","$507,399","$249,853","$0","$0","$4,176,346","$633,137","$2,075,056","$788,568","$434,624","$501,105","$2,036,210","$0","$794,212","$0"
228796,"The University of Texas at El Paso","$57,789","$30,169","$5,910,055","$310,462","$27,416,563","$6,870,670","$3,984,358","$157,350","$158,697","$2,351,568","$751,987","$837,034","$570,202","$53,768","$0","$784,883","$1,104,826","$1,408,360","$966,852","$324,184","$487,535","$295,814","$0","$3,007,294","$0"
229027,"The University of Texas at San Antonio","$0","$0","$6,370,514","$507,278","$29,521,154","$6,655,576","$4,784,151","$934,628","$143,858","$1,931,319","$832,650","$1,416,545","$330,144","$18,340","$41,644","$219,135","$1,622,044","$478,913","$1,369,683","$407,907","$156,792","$923,238","$253,580","$840,660","$123,215"
234076,"University of Virginia-Main Campus","$0","$0","$26,356,586","$574,500","$101,172,838","$21,669,427","$18,746,336","$450,883","$281,864","$5,124,955","$2,215,078","$2,045,790","$55,191","$0","$11,949","$1,487,144","$11,898,517","$0","$3,484,846","$2,415,380","$2,058,163","$2,296,229","$0","$4,173,590","$0"
233921,"Virginia Polytechnic Institute and State University","$0","$0","$18,736,861","$721,383","$85,587,390","$14,548,902","$16,553,611","$363,584","$232,684","$2,636,163","$2,962,201","$1,575,029","$1,053,609","$25","$260,883","$6,710,858","$5,822,186","$5,447,267","$1,842,919","$71,076","$2,141,000","$3,834,890","$72,259","$4,709,232","$0"
236948,"University of Washington-Seattle Campus","$0","$0","$21,710,317","$320,000","$86,150,595","$15,582,048","$19,700,277","$1,113,494","$406,804","$4,248,886","$5,610,321","$1,579,144","$502,314","$21,477","$131,276","$6,070","$3,943,700","$0","$1,886,317","$103,199","$2,204,262","$7,080,689","$0","($2,718,779)","$0"
236939,"Washington State University","$0","$0","$13,195,423","$374,613","$65,002,028","$11,424,943","$12,367,812","$1,440,695","$230,390","$2,703,706","$1,802,288","$739,896","$1,214,236","$18,197","$80,606","$9,965,854","$1,870,427","$307,091","$1,055,790","$2,684,084","$831,060","$2,694,917","$0","($24,912,310)","$0"
238032,"West Virginia University","$0","$0","$16,744,382","$711,238","$64,814,692","$10,527,541","$14,063,975","$457,865","$287,359","$4,118,209","$1,709,459","$1,764,898","$212,890","$144,541","$84,280","$575,663","$8,256,821","$0","$1,818,783","$40,744","$2,108,014","$595,420","$375,110","$8,167,314","$217,500"
157951,"Western Kentucky University","$33,913","$29,486","$5,473,194","$573,118","$28,866,013","$6,324,357","$4,232,711","$0","$49,031","$1,923,113","$708,502","$1,141,902","$843,567","$86,202","$120,751","$3,060,913","$0","$1,559,802","$541,743","$8,246","$435,115","$1,396,935","$323,412","$0","$0"
172699,"Western Michigan University","$0","$0","$5,665,711","$10,205","$26,924,574","$6,847,710","$4,084,272","$0","$120,198","$909,114","$671,295","$559,061","$89,884","$34,427","$20,145","$2,938,900","$1,071,171","$1,777,375","$1,725,235","$163,076","$219,271","$17,524","$0","($110,629)","$0"
240444,"University of Wisconsin-Madison","$0","$0","$20,850,800","$261,500","$127,088,011","$18,021,191","$27,050,259","$29,000","$147,228","$4,566,780","$2,601,796","$928,174","$1,896,922","$11,793","$5,514","$8,640,609","$31,373,184","$2,339,056","$3,272,096","$137,641","$2,385,095","$1,975,508","$418,365","($20,171,173)","$175,500"
240727,"University of Wyoming","$0","$0","$8,791,393","$271,000","$40,117,057","$7,362,344","$9,289,744","$0","$268,017","$2,055,748","$942,846","$506,033","$4,579,212","$0","$52,336","$70,618","$1,546,932","$519,737","$1,099,332","$423,461","$1,184,445","$1,153,859","$0","$2,370,755","$0"
