"UNITID","school_name","coach_comp_third_2019","support_comp_third_2019","coach_comp_2019","guarantees_2019","total_ops_2019","aid_2019","support_comp_2019","severance_2019","recruiting_2019","teamtravel_2019","equip_2019","game_expenses_2019","marketing_2019","camps_2019","spirit_2019","facilities_rentals_2019","overhead_2019","indirect_institutional_2019","medical_2019","memberships_2019","meals_2019","otherops_2019","bowl_expense_2019","prof_def_2019","bowl_coachcomp_2019"
201885,"University of Cincinnati-Main Campus","$0","$0","$13,164,835","$1,691,250","$66,832,326","$9,865,114","$8,310,119","$229,616","$1,026,279","$4,844,408","$385,923","$2,140,650","$3,971,336","$0","$268,743","$11,739,646","$876,357","$2,440,986","$588,360","$121,747","$785,201","$3,401,903","$665,615","$2,013,346","$314,238"
217882,"Clemson University","$0","$0","$24,427,338","$2,268,846","$131,978,513","$17,623,262","$23,398,968","$0","$3,286,007","$6,582,089","$3,442,391","$4,668,073","$6,518,019","$1,225,993","$374,680","$9,259,903","$6,336,301","$0","$631,322","$56,996","$2,410,965","$10,174,479","$6,587,302","$1,883,002","$2,705,579"
218724,"Coastal Carolina University","$0","$0","$7,005,059","$353,805","$37,823,535","$8,805,810","$4,551,713","$83,668","$732,045","$2,694,387","$925,677","$1,254,030","$110,865","$0","$213,600","$2,535,952","$2,190,599","$5,269,628","$144,534","$111,924","$271,580","$568,659","$0","$62,293","$0"
126614,"University of Colorado Boulder","$0","$0","$16,578,878","$933,903","$98,413,284","$11,804,847","$15,142,537","$8,494,428","$1,341,699","$3,493,288","$1,574,464","$3,750,709","$1,782,701","$532,799","$350,441","$12,156,756","$8,684,879","$2,436,499","$1,282,127","$74,222","$1,781,119","$6,194,145","$22,843","($3,478,086)","$0"
126818,"Colorado State University-Fort Collins","$30,000","$0","$9,464,571","$1,150,199","$54,289,162","$9,443,740","$7,037,899","$0","$1,118,848","$2,684,962","$2,606,909","$2,559,250","$1,117,881","$428,707","$63,586","$8,574,032","$1,548,680","$2,012,137","$619,798","$591,635","$834,598","$2,401,730","$0","$1,792,217","$0"
129020,"University of Connecticut","$0","$0","$17,986,003","$1,182,346","$80,814,173","$17,715,830","$13,582,384","$560,288","$1,820,461","$7,790,506","$3,140,488","$2,889,689","$1,489,283","$0","$37,630","$4,153,006","$1,200,929","$0","$874,481","$197,413","$1,135,069","$5,058,367","$0","$86,231","$0"
198464,"East Carolina University","$0","$0","$10,319,028","$1,538,141","$56,281,920","$8,796,681","$9,273,960","$306,189","$1,077,280","$4,063,587","$2,083,543","$1,642,137","$166,344","$3,783","$92,776","$7,804,674","$2,471,639","$1,699,371","$585,126","$617,571","$933,245","$2,806,845","$0","$3,688,426","$0"
169798,"Eastern Michigan University","$0","$0","$5,865,266","$597,500","$30,878,069","$8,894,135","$3,785,715","$0","$721,461","$2,025,549","$1,210,786","$643,230","$753,767","$156,455","$86,626","$2,334,174","$717,204","$502,030","$265,222","$420,873","$309,596","$1,130,488","$422,992","$0","$35,000"
133669,"Florida Atlantic University","$0","$0","$7,423,717","$654,391","$35,846,033","$3,171,333","$4,483,398","$0","$862,303","$3,024,046","$1,542,157","$2,259,259","$826,727","$0","$80,203","$2,593,052","$1,673,616","$4,537,011","$912,614","$407,555","$539,739","$854,912","$0","$450,971","$0"
133951,"Florida International University","$0","$0","$6,618,755","$751,114","$35,374,928","$5,747,895","$5,108,016","$8,000","$475,752","$2,729,019","$739,424","$1,347,876","$410,270","$0","$220,138","$2,845,179","$2,399,516","$820,259","$591,499","$458,397","$81,703","$3,694,436","$284,410","$1,643,205","$43,270"
134130,"University of Florida","$775,000","$0","$26,419,596","$4,145,113","$141,829,002","$13,981,591","$33,173,462","$370,800","$2,528,828","$8,827,527","$3,938,682","$7,337,248","$3,155,539","$1,134,425","$1,117,522","$10,141,154","$14,916,892","$0","$2,142,556","$165,281","$1,882,852","$2,944,004","$1,760,352","$17,877,935","$970,578"
134097,"Florida State University","$0","$0","$24,261,138","$3,259,159","$150,147,316","$11,302,805","$19,991,378","$1,631,013","$2,591,887","$9,002,035","$3,723,352","$4,454,671","$3,639,385","$0","$505,876","$11,487,462","$23,833,949","$0","$1,988,331","$2,670,491","$1,374,474","$24,429,910","$0","$2,610,567","$0"
110556,"California State University-Fresno","$22,408","$1,630","$12,625,947","$740,061","$50,079,039","$8,110,310","$8,582,988","$648,156","$666,909","$3,553,131","$1,424,812","$3,384,880","$1,096,248","$276,825","$296,093","$306,293","$1,424,218","$328,838","$1,831,400","$606,740","$1,013,045","$2,056,123","$615,405","($306,040)","$466,579"
139959,"University of Georgia","$0","$0","$27,742,559","$4,541,000","$143,299,554","$11,636,034","$25,499,248","$31,857","$5,172,890","$6,693,151","$2,766,895","$8,390,754","$2,811,283","$473,736","$776,145","$10,087,173","$16,165,617","$0","$2,392,587","$154,354","$3,794,012","$10,594,717","$2,261,824","$30,742,928","$1,313,718"
139931,"Georgia Southern University","$0","$0","$6,249,188","$334,100","$29,504,873","$6,884,411","$4,623,931","$0","$416,258","$2,296,999","$564,601","$872,756","$1,133,320","$0","$34,986","$1,806,728","$360,673","$1,152,114","$321,706","$68,660","$147,011","$1,927,586","$309,845","($20,961)","$0"
139940,"Georgia State University","$0","$0","$6,213,305","$361,824","$38,399,491","$7,923,239","$5,324,137","$0","$479,874","$2,145,432","$1,019,249","$766,800","$382,967","$0","$62,411","$3,184,550","$946,283","$337,775","$292,347","$112,402","$231,689","$8,615,207","$0","($2,852,841)","$0"
139755,"Georgia Institute of Technology-Main Campus","$0","$0","$18,621,234","$2,054,432","$96,334,831","$11,869,928","$14,348,679","$2,103,608","$1,851,809","$5,062,827","$4,311,835","$3,205,166","$1,403,180","$0","$723,090","$13,683,775","$13,674,233","$0","$872,768","$251,424","$466,851","$137,609","$1,242,586","($10,532,719)","$449,797"
225511,"University of Houston","$0","$0","$16,430,923","$1,519,810","$73,678,308","$7,979,207","$10,839,124","$0","$918,195","$4,057,378","$1,746,542","$3,194,089","$768,183","$0","$0","$5,328,608","$11,412,754","$4,436,765","$1,111,132","$27,193","$1,690,853","$1,675,736","$418,933","$1,371,647","$122,883"
145637,"University of Illinois Urbana-Champaign","$0","$0","$20,507,183","$2,521,174","$120,168,951","$13,213,336","$23,313,644","$1,072,768","$2,271,459","$6,389,568","$2,932,275","$2,663,812","$5,683,232","$861,150","$347,671","$20,012,874","$8,682,088","$0","$1,123,385","$219,633","$2,124,971","$6,228,728","$0","($1,704,436)","$0"
151351,"Indiana University-Bloomington","$0","$0","$20,362,015","$4,628,094","$114,822,135","$16,378,764","$21,931,493","$229,540","$2,510,430","$6,650,775","$2,224,304","$4,614,137","$2,651,576","$0","$277,562","$8,850,783","$12,303,146","$2,954,505","$1,808,355","$154,697","$1,622,954","$4,669,005","$0","$13,010,493","$0"
153658,"University of Iowa","$541,000","$0","$24,831,882","$3,195,794","$146,282,275","$13,682,144","$21,001,526","$0","$2,123,546","$8,195,173","$2,790,281","$5,257,268","$5,290,609","$386,183","$455,591","$31,008,015","$10,306,279","$0","$1,584,761","$223,731","$4,379,601","$7,698,938","$2,232,944","$5,693,751","$1,097,009"
153603,"Iowa State University","$0","$0","$17,339,979","$1,255,639","$95,315,376","$9,518,283","$13,808,662","$0","$1,883,866","$5,766,682","$3,403,550","$3,073,649","$2,918,557","$0","$561,485","$6,519,374","$14,455,845","$0","$943,486","$3,248,427","$2,679,203","$5,629,881","$2,026,733","$96,508","$282,075"
155317,"University of Kansas","$0","$0","$18,134,289","$1,536,104","$108,881,800","$12,976,229","$23,895,087","$4,602,509","$2,310,278","$7,234,855","$4,870,553","$3,957,297","$3,786,549","$0","$93,633","$7,547,588","$7,877,524","$0","$929,729","$341,282","$3,106,263","$5,682,031","$0","$12,671,507","$0"
155399,"Kansas State University","$0","$0","$16,475,868","$2,112,722","$83,079,244","$8,693,795","$15,579,373","$3,780,043","$1,881,111","$6,164,903","$2,180,407","$3,068,393","$2,707,916","$0","$180,456","$5,222,245","$4,948,906","$0","$1,032,284","$3,962,733","$1,798,139","$3,265,297","$24,653","$6,840,578","$0"
203517,"Kent State University at Kent","$0","$0","$6,128,386","$473,112","$29,573,232","$6,460,147","$5,184,605","$0","$682,673","$3,231,767","$2,094,239","$776,138","$1,032,659","$498,438","$193,538","$0","$704,928","$0","$249,922","$50,181","$109,924","$1,702,575","$0","($113,121)","$0"
157085,"University of Kentucky","$0","$0","$30,624,143","$3,923,376","$144,886,246","$16,133,748","$22,595,706","$231,922","$3,307,787","$10,302,679","$4,159,180","$7,431,199","$3,326,485","$1,544,770","$1,113,319","$7,149,900","$20,408,274","$0","$874,713","$93,397","$1,256,405","$7,312,045","$2,432,391","$5,549,596","$664,807"
159647,"Louisiana Tech University","$0","$0","$5,182,851","$670,311","$24,910,914","$5,975,734","$2,426,488","$0","$392,670","$1,955,396","$2,410,862","$637,755","$228,381","$0","$0","$604,224","$558,049","$1,624,459","$511,372","$372,739","$296,796","$577,766","$383,079","$37,560","$119,982"
160658,"University of Louisiana at Lafayette","$0","$0","$7,337,355","$605,555","$37,104,736","$7,547,931","$5,844,100","$102,773","$668,521","$2,619,275","$1,565,192","$2,012,695","$621,188","$0","$181,078","$2,421,569","$1,387,405","$121,870","$737,744","$114,593","$1,313,843","$1,469,840","$432,209","($4,559,770)","$0"
159993,"University of Louisiana at Monroe","$0","$0","$4,159,662","$426,115","$16,927,856","$4,499,969","$1,851,870","$0","$216,556","$1,334,511","$725,908","$871,814","$174,047","$0","$0","$949,597","$455,074","$0","$554,175","$186,113","$222,411","$300,034","$0","($1,358,904)","$0"
157289,"University of Louisville","$0","$0","$24,730,312","$2,108,075","$151,167,940","$14,466,576","$20,534,593","$16,999,251","$2,350,503","$6,126,002","$1,794,014","$5,785,380","$691,530","$0","$607,375","$13,256,772","$8,313,753","$3,074,953","$1,687,081","$238,736","$2,376,008","$26,027,026","$0","($11,212,116)","$0"
159391,"Louisiana State University and Agricultural & Mechanical College","$0","$0","$27,991,771","$4,070,657","$148,977,880","$17,150,604","$23,567,691","$158,226","$3,200,886","$7,246,453","$4,098,204","$9,739,260","$1,078,385","$0","$965,155","$13,508,703","$9,029,661","$0","$1,072,347","$153,254","$1,930,686","$21,363,992","$1,745,930","$8,809,902","$906,015"
237525,"Marshall University","$0","$0","$5,517,273","$870,285","$32,936,226","$7,508,047","$4,426,113","$105,904","$672,639","$3,503,070","$1,168,076","$1,191,735","$832,025","$118,440","$147,439","$750,012","$1,223,790","$948,287","$1,293,105","$386,580","$14,478","$1,478,897","$627,580","($30,322)","$152,451"
163286,"University of Maryland-College Park","$0","$0","$18,437,351","$1,282,153","$108,785,924","$17,354,652","$17,106,942","$8,374,768","$1,433,868","$6,602,753","$1,643,475","$2,864,359","$1,622,642","$0","$295,001","$5,912,421","$13,125,288","$0","$1,413,201","$109,097","$2,416,931","$8,791,022","$0","$10,379","$0"
166629,"University of Massachusetts-Amherst","$0","$0","$7,015,126","$1,546,000","$48,445,234","$12,346,731","$6,131,461","$374,960","$1,108,704","$3,678,678","$1,463,904","$1,754,847","$202,439","$5,763","$10,788","$4,966,719","$1,360,130","$3,705,603","$427,866","$85,273","$466,221","$1,794,021","$0","$1,015,779","$0"
220862,"University of Memphis","$0","$0","$12,506,116","$945,394","$55,494,325","$9,503,874","$6,208,361","$1,621,119","$820,016","$4,148,227","$2,019,361","$3,006,220","$726,247","$0","$190,371","$1,368,900","$2,465,848","$2,700,860","$1,021,403","$33,846","$1,018,269","$3,879,721","$921,942","$320,784","$388,230"
204024,"Miami University-Oxford","$0","$0","$7,303,292","$513,652","$38,650,630","$12,255,912","$5,921,417","$33,284","$1,241,197","$2,052,694","$1,209,964","$1,143,751","$704,388","$897,247","$79,492","$2,208,614","$153,470","$52,209","$548,903","$261,069","$545,931","$1,524,144","$0","$993,618","$0"
170976,"University of Michigan-Ann Arbor","$0","$0","$34,146,672","$3,415,250","$190,952,175","$27,827,160","$37,975,701","$408,333","$3,228,955","$13,385,057","$5,828,550","$4,387,419","$3,977,448","$3,345","$797,185","$17,463,778","$20,162,711","$261,773","$1,381,359","$238,808","$5,095,832","$7,960,326","$2,236,153","$6,868,235","$770,360"
171100,"Michigan State University","$535,000","$0","$23,793,041","$3,920,447","$135,655,740","$16,907,149","$20,343,193","$291,179","$1,779,251","$9,934,425","$3,967,143","$5,558,796","$3,229,804","$1,257,629","$369,786","$18,593,464","$10,321,194","$836,110","$1,848,476","$132,277","$1,743,923","$6,762,809","$3,077,516","$4,355,125","$453,128"
220978,"Middle Tennessee State University","$0","$0","$6,303,703","$428,835","$35,834,204","$8,996,688","$4,188,952","$0","$645,157","$3,190,796","$1,021,241","$781,459","$1,018,521","$0","$0","$1,279,879","$1,025,792","$2,071,428","$563,571","$39,780","$267,455","$3,650,539","$275,230","$0","$85,178"
174066,"University of Minnesota-Twin Cities","$0","$0","$22,273,261","$3,043,781","$129,450,256","$13,832,217","$21,035,882","$610,268","$2,653,888","$8,381,040","$4,445,114","$4,422,946","$2,134,696","$0","$1,043,293","$12,095,818","$17,575,850","$5,135,401","$1,347,705","$171,606","$3,020,608","$4,801,789","$915,133","$1,006,198","$509,960"
176080,"Mississippi State University","$2,000","$0","$18,533,063","$1,902,855","$98,832,615","$10,734,816","$13,206,577","$410,906","$1,264,018","$6,613,202","$4,493,541","$5,140,754","$2,072,176","$416,303","$62,068","$10,831,552","$13,039,549","$0","$1,056,947","$123,105","$649,249","$5,675,572","$2,158,078","$13,441,194","$446,284"
178396,"University of Missouri-Columbia","$0","$0","$20,443,856","$1,445,059","$108,398,447","$12,563,894","$21,489,160","$0","$1,792,316","$7,012,780","$2,474,436","$3,785,807","$1,083,197","$615,385","$649,966","$11,109,676","$15,348,050","$0","$734,000","$112,971","$518,697","$5,232,503","$1,573,184","($1,788,203)","$413,510"
199193,"North Carolina State University at Raleigh","$114,500","$0","$19,486,773","$2,505,313","$90,100,025","$13,450,895","$17,697,836","$183,189","$2,116,392","$6,325,436","$3,188,847","$3,982,486","$1,078,135","$49,875","$590,273","$1,671,593","$6,326,998","$0","$1,500,855","$2,974,509","$959,068","$4,624,713","$990,924","$2,624,523","$281,415"
181464,"University of Nebraska-Lincoln","$0","$0","$21,470,303","$3,643,766","$124,148,206","$12,653,605","$27,305,297","$2,841,924","$2,773,421","$8,086,153","$4,939,650","$5,881,101","$1,147,546","$0","$222,344","$711,550","$19,462,469","$0","$1,150,439","$194,805","$4,374,331","$7,289,502","$0","$12,085,254","$0"
182290,"University of Nevada-Reno","$0","$0","$6,627,147","$1,057,165","$43,436,728","$8,744,396","$5,919,961","$0","$1,015,880","$3,304,873","$2,046,556","$1,416,769","$1,709,738","$0","$338,243","$2,296,581","$2,966,245","$3,100,281","$538,531","$497,857","$433,883","$938,284","$427,203","$216,676","$57,135"
187985,"University of New Mexico-Main Campus","$0","$0","$7,909,704","$793,000","$40,832,286","$8,836,716","$5,821,618","$482,983","$752,829","$3,311,330","$716,816","$1,496,382","$217,009","$0","$355,657","$1,131,392","$1,224,782","$834,440","$615,990","$553,437","$623,042","$5,121,487","$33,672","$0","$0"
188030,"New Mexico State University-Main Campus","$0","$0","$5,109,948","$735,154","$28,011,103","$7,977,434","$3,282,811","$0","$495,734","$2,925,171","$611,681","$1,357,661","$456,913","$11,031","$111,136","$240,000","$1,515,259","$867,583","$639,626","$141,058","$432,780","$1,100,123","$0","($302)","$0"
199120,"University of North Carolina at Chapel Hill","$0","$0","$22,833,215","$986,914","$110,809,706","$16,975,652","$18,876,303","$0","$1,943,357","$8,317,811","$4,788,153","$3,921,055","$581,397","$0","$406,234","$2,266,530","$11,421,920","$1,653,201","$2,936,303","$2,594,659","$1,610,172","$8,696,830","$0","($2,997,087)","$0"
227216,"University of North Texas","$0","$0","$7,333,351","$753,559","$39,908,256","$6,261,456","$6,814,869","$363,315","$497,040","$2,839,459","$1,197,983","$2,041,030","$886,402","$8,834","$100,000","$4,504,583","$3,587,349","$0","$870,792","$379,194","$418,593","$194,255","$612,820","$850,326","$243,372"
147703,"Northern Illinois University","$0","$0","$4,531,480","$354,000","$26,483,239","$7,016,910","$2,845,054","$0","$282,049","$2,401,161","$926,874","$1,116,039","$780,248","$148,352","$43,647","$973,700","$1,403,114","$743,454","$672,836","$298,788","$89,613","$880,177","$852,165","$1,574,149","$123,578"
204857,"Ohio University-Main Campus","$0","$0","$6,118,806","$988,000","$34,677,243","$8,734,107","$3,642,664","$0","$593,665","$2,142,567","$660,293","$482,160","$1,121,002","$298,907","$0","$3,849,420","$1,269,130","$2,592,706","$646,970","$344,644","$109,467","$607,069","$397,786","$86,177","$77,880"
204796,"Ohio State University-Main Campus","$0","$0","$39,295,656","$9,584,388","$220,572,956","$22,070,556","$38,108,511","$120,438","$2,862,134","$12,445,537","$5,589,784","$6,424,386","$1,566,180","$1,293,119","$688,260","$25,524,434","$28,773,992","$0","$1,954,617","$348,358","$4,657,193","$10,685,227","$7,034,456","($10,024,717)","$1,545,730"
207500,"University of Oklahoma-Norman Campus","$0","$0","$28,624,944","$2,334,312","$157,958,270","$15,967,266","$21,978,083","$995,825","$2,480,179","$8,481,745","$10,219,020","$13,849,315","$4,225,988","$0","$292,419","$14,452,009","$20,993,641","$0","$1,951,154","$116,127","$2,350,066","$5,441,523","$2,713,769","$5,168,425","$490,885"
207388,"Oklahoma State University-Main Campus","$0","$0","$20,229,418","$1,979,832","$95,008,483","$7,771,685","$18,643,317","$56,548","$1,770,395","$6,167,104","$5,994,401","$3,562,917","$3,004,279","$402,683","$428,624","$4,268,530","$10,055,041","$0","$1,016,901","$174,910","$1,538,803","$5,835,410","$1,766,018","$326,999","$341,667"
232982,"Old Dominion University","$0","$0","$7,698,981","$701,910","$49,376,061","$10,122,290","$6,646,197","$0","$883,882","$3,923,107","$2,115,612","$1,492,673","$699,341","$1,084","$108,722","$5,379,418","$6,402,915","$0","$443,674","$427,577","$26,708","$2,301,970","$0","($2,419,406)","$0"
176017,"University of Mississippi","$0","$0","$20,827,995","$4,122,150","$113,013,400","$10,929,614","$18,308,507","$1,033,590","$1,647,740","$5,814,933","$4,672,436","$6,798,214","$3,119,150","$622,012","$835,529","$16,222,961","$12,923,177","$0","$951,500","$80,503","$1,011,378","$3,092,011","$0","($4,570,972)","$0"
209551,"University of Oregon","$153,500","$31,500","$23,427,067","$3,984,905","$128,943,543","$13,319,194","$21,709,386","$2,476,131","$2,284,430","$6,544,538","$3,898,965","$4,008,691","$1,283,852","$217,855","$438,663","$18,810,206","$15,179,940","$0","$1,612,694","$125,974","$1,973,307","$5,468,448","$1,744,297","($1,435,045)","$250,000"
209542,"Oregon State University","$0","$0","$15,845,353","$1,271,362","$82,364,021","$10,505,100","$12,367,696","$1,251,950","$1,621,877","$4,762,079","$4,252,781","$4,501,208","$1,862,983","$611,892","$204,832","$7,459,485","$6,822,760","$0","$1,277,404","$3,077,593","$1,548,892","$3,118,774","$0","($305,635)","$0"
214777,"Pennsylvania State University-Main Campus","$0","$0","$31,928,512","$2,706,470","$160,369,805","$20,860,088","$29,715,573","$319,517","$3,071,453","$8,174,763","$3,242,947","$10,032,698","$1,926,891","$0","$661,809","$16,225,487","$13,466,234","$0","$1,832,140","$106,283","$1,817,728","$11,605,412","$2,191,375","$4,159,521","$484,425"
243780,"Purdue University-Main Campus","$157,670","$50,294","$20,824,140","$1,830,437","$102,026,477","$11,450,015","$18,433,167","$978,959","$1,881,065","$5,716,605","$2,023,202","$4,152,329","$2,628,599","$0","$262,233","$11,608,838","$8,330,642","$0","$1,299,233","$131,150","$2,663,002","$5,856,142","$1,234,695","$8,818,430","$514,060"
186380,"Rutgers University-New Brunswick","$607,937","$182,337","$19,437,463","$2,746,136","$103,167,344","$15,560,764","$19,666,422","$117,158","$2,064,150","$7,330,572","$4,358,927","$4,629,301","$1,895,887","$0","$452,717","$7,814,877","$10,942,297","$0","$1,530,659","$117,347","$2,321,948","$1,390,445","$0","$83,936","$0"
122409,"San Diego State University","$0","$0","$10,725,114","$1,606,836","$55,379,174","$9,178,163","$11,201,033","$0","$675,789","$3,686,397","$1,466,511","$1,664,110","$4,536,388","$118,275","$401,923","$2,420,321","$1,255,840","$1,978,449","$575,548","$507,255","$409,176","$1,608,485","$1,021,745","($647,770)","$341,816"
122755,"San Jose State University","$0","$0","$8,377,244","$728,625","$33,184,068","$8,250,506","$5,799,981","$0","$478,402","$2,736,166","$1,136,848","$1,403,856","$431,653","$70,847","$74,659","$178,021","$0","$1,035,640","$621,302","$282,380","$367,501","$1,210,437","$0","($396,691)","$0"
102094,"University of South Alabama","$0","$0","$5,504,017","$820,463","$33,964,076","$7,353,024","$5,024,565","$0","$518,294","$2,173,741","$1,470,971","$790,442","$322,702","$0","$353,099","$4,185,638","$2,881,564","$0","$560,777","$115,652","$193,468","$1,695,659","$0","($438,804)","$0"
218663,"University of South Carolina-Columbia","$8,150,000","$487,813","$16,121,164","$3,451,563","$136,879,732","$19,401,849","$27,201,690","$282,273","$2,128,748","$6,898,691","$3,511,335","$7,638,593","$2,166,988","$139,564","$398,568","$14,040,173","$15,718,497","$0","$1,670,156","$166,800","$1,185,617","$4,758,355","$1,051,025","$3,815,927","$310,270"
137351,"University of South Florida","$25,000","$5,000","$10,959,854","$1,262,967","$53,569,756","$6,877,910","$7,843,891","$1,009,193","$972,453","$4,577,764","$4,060,953","$2,376,031","$747,745","$0","$315,873","$4,871,119","$3,009,984","$0","$789,488","$34,081","$1,047,162","$2,274,613","$466,153","$1,476,013","$42,522"
176372,"University of Southern Mississippi","$0","$0","$4,877,044","$604,430","$25,687,189","$5,617,565","$3,603,082","$0","$670,581","$2,634,731","$791,118","$1,350,954","$308,726","$166,436","$0","$1,726,445","$1,812,014","$0","$390,906","$454,524","$73,113","$605,520","$0","$0","$0"
221759,"The University of Tennessee-Knoxville","$0","$0","$24,636,613","$4,029,526","$142,976,173","$15,322,641","$26,335,531","$873,806","$3,823,143","$7,856,840","$4,279,361","$6,243,103","$6,885,311","$310,993","$661,182","$16,934,050","$12,606,558","$0","$1,924,817","$55,016","$3,003,393","$7,194,289","$0","$789,730","$0"
228778,"The University of Texas at Austin","$0","$0","$31,692,476","$2,384,995","$204,234,897","$13,085,131","$37,549,464","$2,830,588","$2,833,372","$8,847,243","$3,292,619","$10,287,676","$9,270,438","$2,272,397","$927,837","$25,999,133","$38,419,023","$0","$2,251,372","$475,694","$2,956,293","$6,371,684","$1,687,662","$19,644,884","$799,800"
