"UNITID","school_name","coach_comp_third_2020","support_comp_third_2020","coach_comp_2020","guarantees_2020","total_ops_2020","aid_2020","support_comp_2020","severance_2020","recruiting_2020","teamtravel_2020","equip_2020","game_expenses_2020","marketing_2020","camps_2020","spirit_2020","facilities_rentals_2020","overhead_2020","indirect_institutional_2020","medical_2020","memberships_2020","meals_2020","otherops_2020","bowl_expense_2020","prof_def_2020","bowl_coachcomp_2020"
110635,"University of California-Berkeley","$0","$0","$21,050,441","$1,110,748","$101,829,452","$10,906,347","$23,748,752","$1,115,358","$1,424,911","$5,558,582","$5,305,002","$5,111,296","$4,446,741","$0","$230,197","$9,315,098","$4,753,869","$0","$2,402,473","$56,366","$1,979,761","$2,865,420","$301,370","$3,215,130","$146,720"
169248,"Central Michigan University","$33,384","$25,645","$6,959,675","$792,752","$33,641,127","$6,158,275","$5,220,315","$44,688","$567,605","$2,000,790","$1,327,014","$862,614","$295,865","$37,983","$112,558","$2,016,868","$3,939,293","$111,685","$436,031","$270,787","$393,492","$1,282,137","$633,704","$31,526,137","$117,967"
199139,"University of North Carolina at Charlotte","$0","$0","$7,065,943","$672,300","$39,010,853","$7,396,374","$5,219,974","$400,403","$696,807","$2,575,874","$1,589,169","$1,381,571","$683,262","$0","$132,388","$2,402,572","$2,589,237","$3,354,115","$349,003","$417,912","$286,094","$1,399,865","$299,715","$1,706,540","$98,275"
201885,"University of Cincinnati-Main Campus","$0","$0","$12,749,211","$811,425","$74,043,985","$9,841,341","$8,451,376","$27,947","$578,288","$4,160,911","$412,027","$1,975,223","$3,553,137","$0","$224,461","$12,901,295","$1,247,659","$2,548,436","$583,177","$128,987","$555,523","$12,174,163","$834,326","$7,661,372","$285,072"
217882,"Clemson University","$0","$0","$24,911,444","$2,023,443","$131,781,294","$18,145,787","$26,091,121","$0","$2,350,773","$5,069,440","$3,886,319","$5,549,511","$5,906,278","$2,513","$345,190","$9,503,823","$6,544,071","$0","$851,306","$82,547","$2,378,116","$10,642,763","$5,466,758","($1,832,280)","$2,030,091"
218724,"Coastal Carolina University","$0","$0","$6,852,024","$678,832","$42,172,270","$8,752,485","$4,909,341","$266,709","$720,979","$2,158,684","$1,123,698","$1,325,923","$132,231","$0","$247,036","$5,898,348","$2,305,962","$5,445,109","$250,725","$135,062","$269,231","$699,891","$0","$0","$0"
126614,"University of Colorado Boulder","$0","$0","$15,894,550","$1,154,521","$91,182,106","$11,912,229","$15,828,806","$805,434","$870,670","$3,040,889","$1,766,159","$3,536,252","$1,007,477","$403,729","$287,830","$12,825,503","$10,649,386","$2,239,725","$1,308,353","$62,345","$1,843,026","$5,745,222","$0","$4,410,598","$0"
126818,"Colorado State University-Fort Collins","$30,000","$0","$9,550,571","$901,019","$54,994,368","$9,474,898","$7,435,943","$2,269,579","$740,368","$2,454,089","$2,634,923","$2,444,239","$809,145","$299,312","$65,131","$8,319,873","$1,236,066","$2,008,574","$536,934","$626,185","$727,387","$2,430,132","$0","$1,861,346","$0"
129020,"University of Connecticut","$0","$0","$20,513,939","$1,235,022","$78,760,755","$17,380,004","$12,244,954","$238,948","$1,419,230","$6,251,676","$2,429,076","$2,973,092","$1,445,550","$0","$36,820","$3,838,998","$2,193,844","$0","$848,297","$141,677","$1,021,723","$4,547,905","$0","($2,804,545)","$0"
198464,"East Carolina University","$0","$0","$9,695,808","$1,256,092","$52,745,339","$8,676,105","$9,449,798","$260,329","$658,335","$2,945,623","$1,932,163","$1,324,159","$131,689","$142","$106,636","$6,306,254","$4,495,244","$1,323,236","$526,198","$112,359","$963,964","$2,581,205","$0","$3,373,141","$0"
169798,"Eastern Michigan University","$0","$0","$5,826,653","$346,000","$29,458,563","$8,283,684","$3,659,231","$0","$359,862","$1,729,582","$1,370,300","$495,463","$665,745","$104,418","$88,853","$1,112,785","$2,308,850","$557,500","$925,324","$395,871","$230,541","$393,181","$559,365","($3)","$45,355"
133669,"Florida Atlantic University","$46,875","$11,375","$7,219,306","$599,645","$37,393,763","$3,502,589","$4,982,180","$139,349","$470,765","$3,215,880","$1,608,452","$2,559,430","$622,108","$0","$84,322","$2,473,289","$2,193,489","$4,305,113","$1,106,356","$388,945","$617,168","$950,550","$296,577","$2,720,106","$0"
133951,"Florida International University","$0","$0","$6,841,141","$972,338","$35,508,185","$6,381,522","$5,072,869","$0","$338,268","$2,127,534","$984,135","$1,850,126","$514,658","$0","$218,987","$2,782,918","$1,694,600","$859,999","$412,546","$485,352","$107,027","$3,613,295","$225,322","$1,908,936","$25,548"
134130,"University of Florida","$775,000","$0","$28,111,903","$2,007,008","$139,935,182","$13,092,937","$34,585,845","$200,815","$1,963,342","$7,538,908","$3,564,598","$6,144,386","$2,075,236","$1,042,239","$1,028,706","$10,992,934","$17,195,231","$0","$2,249,761","$145,380","$1,884,313","$2,140,413","$2,061,527","$35,015,641","$1,134,700"
134097,"Florida State University","$0","$0","$25,481,505","$3,163,301","$155,656,855","$11,503,697","$20,264,906","$19,145,713","$1,832,367","$6,606,128","$4,510,312","$2,921,397","$1,602,345","$0","$222,034","$12,278,671","$19,907,137","$0","$1,753,872","$142,106","$1,382,248","$21,601,929","$1,092,045","($26,175,504)","$245,142"
110556,"California State University-Fresno","$19,171","$3,875","$11,761,404","$913,148","$48,106,185","$7,912,018","$9,172,728","$213,698","$471,401","$2,946,077","$1,507,765","$3,336,629","$1,032,063","$276,924","$278,181","$485,624","$1,210,244","$1,504,351","$1,535,237","$623,999","$928,810","$1,972,838","$0","($829,735)","$0"
139959,"University of Georgia","$0","$0","$28,485,434","$4,823,800","$138,757,891","$10,797,866","$26,649,446","$1,050,000","$3,829,326","$5,857,920","$1,735,883","$7,749,842","$2,815,349","$135,067","$784,081","$9,681,794","$14,747,740","$0","$2,098,332","$158,901","$3,163,892","$10,507,640","$2,225,217","$40,538,013","$1,460,361"
139931,"Georgia Southern University","$0","$0","$5,465,833","$334,500","$29,099,661","$6,613,652","$5,719,546","$0","$297,453","$1,873,563","$748,919","$886,504","$627,504","$0","$18,917","$1,847,726","$592,730","$1,302,893","$731,755","$99,859","$183,235","$1,210,485","$392,993","($21,867)","$151,594"
139940,"Georgia State University","$0","$0","$6,352,701","$665,610","$34,058,748","$7,815,626","$5,507,549","$0","$247,863","$1,857,231","$737,849","$1,086,584","$298,920","$0","$113,626","$3,184,452","$947,383","$292,131","$300,094","$104,047","$389,854","$3,749,346","$306,632","($1,906,251)","$101,250"
139755,"Georgia Institute of Technology-Main Campus","$0","$0","$16,375,978","$1,439,426","$96,137,132","$12,016,989","$16,953,558","$1,016,478","$1,512,262","$5,019,652","$3,950,021","$4,611,514","$4,138,659","$0","$631,281","$9,729,533","$13,672,405","$2,984,726","$1,251,487","$263,463","$569,700","$0","$0","($9,701,685)","$0"
225511,"University of Houston","$0","$0","$17,352,439","$892,884","$66,370,147","$8,046,609","$10,612,003","$0","$463,853","$3,093,601","$1,959,871","$2,069,791","$440,336","$0","$0","$5,273,172","$12,074,578","$0","$1,348,413","$36,626","$1,932,312","$773,659","$0","$1,012,834","$0"
145637,"University of Illinois Urbana-Champaign","$0","$0","$21,509,887","$3,023,500","$121,638,435","$13,017,478","$25,008,268","$56,844","$1,815,731","$5,258,168","$3,150,092","$2,687,496","$5,159,059","$553,691","$411,154","$19,007,456","$9,249,310","$0","$932,847","$226,230","$1,817,764","$6,616,288","$1,885,240","$927,824","$251,932"
151351,"Indiana University-Bloomington","$0","$0","$23,256,432","$4,048,152","$120,289,560","$17,105,317","$23,551,013","$375,437","$1,635,314","$4,898,429","$2,169,166","$4,402,156","$2,755,052","$0","$207,478","$11,133,765","$12,140,000","$2,178,707","$1,856,859","$153,111","$1,575,305","$4,184,222","$2,220,017","$891,482","$443,628"
153658,"University of Iowa","$541,000","$0","$25,795,103","$5,007,546","$149,161,886","$12,814,077","$21,715,188","$0","$1,492,966","$7,566,420","$2,694,771","$4,836,221","$4,443,082","$167,652","$399,290","$32,599,749","$9,823,677","$0","$1,937,069","$214,075","$3,953,515","$9,497,943","$2,413,164","($3,525,342)","$1,249,378"
153603,"Iowa State University","$0","$0","$18,083,688","$2,143,782","$90,285,606","$9,540,309","$14,299,603","$0","$1,344,222","$4,770,462","$3,848,124","$2,820,133","$2,381,020","$0","$569,794","$7,144,561","$12,060,351","$0","$889,148","$889,382","$2,780,254","$4,358,421","$2,016,877","$40,668","$345,475"
155317,"University of Kansas","$0","$0","$17,797,593","$1,742,382","$102,693,011","$11,426,392","$25,627,937","$932,413","$1,493,759","$5,886,066","$4,779,282","$3,800,593","$3,898,120","$0","$79,710","$7,222,379","$10,863,781","$0","$755,594","$341,006","$2,426,690","$3,619,314","$0","$14,564","$0"
155399,"Kansas State University","$0","$0","$15,969,705","$1,849,097","$79,785,896","$8,155,294","$16,968,806","$521,923","$1,580,120","$5,223,852","$2,189,126","$3,118,100","$2,114,411","$0","$138,765","$5,355,442","$4,368,917","$0","$1,096,913","$4,180,482","$1,954,806","$2,738,811","$1,527,329","$6,655,211","$733,997"
203517,"Kent State University at Kent","$0","$0","$6,140,663","$403,064","$28,938,118","$6,716,524","$5,510,032","$0","$498,651","$2,882,184","$1,740,514","$654,806","$867,463","$356,543","$95,670","$356,231","$724,668","$0","$424,935","$308,956","$84,276","$742,417","$430,521","($1,135,040)","$0"
157085,"University of Kentucky","$0","$0","$31,298,167","$4,071,154","$140,578,623","$14,973,055","$22,634,062","$273,614","$2,138,764","$7,557,833","$4,257,814","$7,522,238","$2,448,493","$1,111,029","$993,461","$7,847,545","$22,163,279","$0","$914,206","$84,360","$1,292,353","$6,356,265","$2,092,768","$5,571,857","$548,163"
159647,"Louisiana Tech University","$0","$0","$5,244,973","$569,958","$23,586,495","$5,904,282","$2,509,801","$0","$261,897","$1,770,957","$1,383,903","$669,735","$190,859","$0","$0","$603,472","$581,980","$1,651,735","$518,287","$383,889","$284,909","$608,953","$318,287","($269,188)","$128,618"
160658,"University of Louisiana at Lafayette","$0","$0","$7,744,186","$553,084","$36,187,952","$7,816,655","$6,218,721","$162,829","$483,282","$1,978,020","$1,456,828","$1,800,974","$546,562","$0","$187,182","$2,355,454","$1,367,652","$72,390","$831,999","$115,851","$873,054","$1,199,471","$340,515","($5,980,700)","$83,243"
159993,"University of Louisiana at Monroe","$0","$0","$4,253,870","$595,900","$18,111,249","$4,806,501","$2,296,937","$0","$213,024","$1,362,195","$760,757","$860,433","$285,627","$0","$0","$995,827","$536,455","$0","$542,509","$190,988","$187,127","$223,099","$0","($2,816,221)","$0"
157289,"University of Louisville","$0","$0","$25,092,372","$1,572,021","$138,830,169","$13,824,325","$20,705,725","$576,137","$1,541,816","$5,710,715","$6,015,661","$3,898,990","$718,026","$0","$439,345","$10,200,571","$5,879,879","$2,829,574","$1,985,130","$133,817","$2,138,658","$33,202,869","$1,587,586","$2,036,943","$776,952"
159391,"Louisiana State University and Agricultural & Mechanical College","$0","$0","$31,616,924","$3,770,454","$155,591,015","$16,756,235","$27,049,493","$279,148","$2,789,241","$5,581,730","$4,890,823","$9,041,357","$989,545","$0","$1,000,223","$13,488,699","$11,521,692","$0","$1,251,137","$87,076","$3,707,275","$15,627,332","$3,783,380","$4,842,460","$2,359,251"
237525,"Marshall University","$0","$0","$5,752,742","$937,705","$32,745,309","$7,761,184","$4,588,606","$0","$459,321","$3,359,124","$1,108,694","$987,976","$690,771","$124,006","$119,870","$750,012","$1,145,164","$942,053","$1,355,928","$399,273","$34,684","$1,379,154","$714,611","($346,226)","$134,431"
163286,"University of Maryland-College Park","$0","$0","$20,310,675","$1,437,313","$92,231,361","$17,712,254","$18,916,729","$112,421","$1,464,140","$5,668,610","$1,603,516","$2,632,354","$1,641,148","$0","$296,266","$157,442","$12,976,494","$0","$1,198,031","$160,937","$2,052,508","$3,890,523","$0","$55,108","$0"
166629,"University of Massachusetts-Amherst","$0","$0","$7,643,874","$1,341,500","$48,879,608","$11,969,507","$6,259,644","$5,433","$829,261","$3,042,747","$1,010,001","$1,793,433","$682,976","$4,770","$9,945","$5,067,004","$1,796,981","$3,940,811","$425,729","$93,272","$399,806","$2,562,914","$0","$504,521","$0"
220862,"University of Memphis","$0","$0","$12,869,800","$1,000,601","$61,254,516","$9,034,863","$7,133,110","$1,621,119","$614,408","$4,285,076","$2,528,526","$3,169,117","$631,317","$0","$135,747","$1,376,050","$3,736,057","$2,940,694","$1,129,252","$21,808","$959,589","$4,412,651","$3,144,898","($13,083)","$509,833"
204024,"Miami University-Oxford","$0","$0","$7,356,975","$528,380","$37,814,569","$11,661,526","$5,844,918","$366,126","$455,415","$2,194,324","$1,265,314","$981,489","$550,432","$749,089","$40,813","$2,188,127","$543,730","$88,508","$676,367","$355,067","$532,318","$1,021,501","$352,780","$1,000,200","$61,370"
170976,"University of Michigan-Ann Arbor","$0","$0","$31,271,711","$3,816,600","$180,841,523","$28,150,283","$38,558,039","$0","$2,604,637","$8,479,146","$5,387,644","$4,440,488","$3,341,774","$0","$637,174","$17,358,525","$22,483,142","$160,985","$1,222,173","$230,208","$3,648,137","$6,202,263","$2,072,998","$11,561,645","$775,596"
171100,"Michigan State University","$535,000","$0","$32,401,690","$3,391,489","$148,453,353","$16,717,371","$22,670,443","$50,051","$1,570,548","$6,593,113","$4,712,678","$5,603,968","$3,952,141","$1,236,411","$380,557","$21,484,385","$11,398,234","$1,527,770","$1,720,286","$164,114","$1,686,434","$7,854,399","$2,342,510","($17,816,724)","$459,761"
220978,"Middle Tennessee State University","$0","$0","$6,402,646","$450,862","$34,840,886","$8,847,254","$4,329,832","$0","$511,807","$2,902,047","$905,533","$770,782","$1,051,527","$0","$5,512","$1,275,545","$1,011,822","$1,971,503","$665,062","$43,007","$271,148","$3,424,997","$0","$0","$0"
174066,"University of Minnesota-Twin Cities","$0","$0","$23,455,383","$2,223,639","$124,818,508","$13,645,673","$20,933,881","$576,802","$2,016,583","$6,857,702","$4,359,324","$4,140,636","$2,089,468","$0","$996,458","$11,608,400","$16,135,520","$5,242,996","$1,450,872","$181,630","$2,990,136","$2,806,998","$2,323,727","($5,538,211)","$782,680"
176080,"Mississippi State University","$2,000","$0","$19,357,144","$2,944,019","$103,729,769","$10,574,282","$14,018,884","$5,079,855","$1,141,044","$4,848,672","$3,927,359","$5,254,013","$2,652,459","$410,435","$307,256","$14,365,204","$8,601,074","$0","$1,066,005","$104,027","$548,834","$6,540,582","$1,647,683","$6,243,913","$338,938"
178396,"University of Missouri-Columbia","$0","$0","$21,991,362","$4,570,162","$119,082,669","$12,568,625","$22,926,947","$884,855","$1,463,003","$6,364,760","$3,751,033","$3,703,513","$1,090,487","$331,121","$522,623","$12,918,737","$12,307,461","$0","$1,166,437","$91,296","$507,877","$11,922,380","$0","($8,893,547)","$0"
199193,"North Carolina State University at Raleigh","$135,350","$0","$19,679,316","$2,368,992","$88,722,096","$13,508,067","$18,983,439","$875,837","$1,703,302","$5,295,563","$3,169,419","$3,768,914","$900,298","$53,110","$511,585","$2,041,937","$6,124,121","$0","$1,482,876","$2,684,737","$817,448","$4,617,785","$0","($2,158,899)","$0"
181464,"University of Nebraska-Lincoln","$0","$0","$21,576,530","$2,977,750","$120,582,125","$12,858,368","$28,368,473","$1,826,656","$1,931,349","$6,395,524","$4,462,362","$4,972,712","$391,334","$0","$761,891","$1,012,882","$19,689,053","$0","$1,279,259","$207,145","$4,530,533","$7,340,304","$0","$13,046,955","$0"
182290,"University of Nevada-Reno","$0","$0","$6,770,620","$986,376","$39,721,951","$8,510,242","$6,289,343","$0","$569,364","$2,791,938","$1,811,561","$1,006,788","$1,015,833","$34,311","$176,057","$1,411,715","$3,208,964","$2,829,407","$547,403","$531,702","$733,115","$89,166","$360,818","($1,866,456)","$47,228"
187985,"University of New Mexico-Main Campus","$0","$0","$7,771,219","$870,089","$38,408,365","$7,916,412","$6,398,699","$418,372","$543,924","$3,070,599","$578,377","$1,238,362","$87,801","$0","$268,180","$1,253,410","$928,714","$805,373","$574,591","$530,490","$556,123","$4,558,749","$38,881","($1,618,766)","$0"
188030,"New Mexico State University-Main Campus","$0","$0","$5,536,397","$1,372,700","$28,754,412","$8,277,399","$3,614,815","$0","$375,795","$2,501,077","$491,878","$1,282,121","$454,872","$23,796","$100,027","$240,000","$1,459,549","$852,600","$675,594","$163,878","$397,289","$934,625","$0","$7,390","$0"
199120,"University of North Carolina at Chapel Hill","$0","$0","$22,308,318","$1,190,103","$113,022,409","$17,247,270","$18,950,511","$2,965,240","$1,740,114","$5,695,834","$4,667,332","$3,425,177","$498,080","$0","$463,349","$3,479,990","$11,864,890","$1,693,426","$3,029,586","$2,603,366","$1,676,295","$7,511,036","$1,142,191","($2,612,400)","$870,301"
227216,"University of North Texas","$0","$0","$7,679,777","$737,878","$39,895,956","$6,381,227","$6,964,940","$0","$370,308","$2,401,109","$1,237,461","$1,777,144","$667,212","$0","$100,000","$5,663,771","$4,199,704","$0","$802,761","$394,219","$321,832","$196,613","$0","$167,505","$0"
147703,"Northern Illinois University","$0","$0","$4,457,007","$356,951","$21,809,635","$6,766,038","$2,946,063","$0","$218,400","$2,174,170","$724,322","$713,984","$632,787","$66,360","$53,209","$277,426","$292,147","$353,731","$466,631","$125,836","$160,745","$1,023,828","$0","$207,578","$0"
204857,"Ohio University-Main Campus","$0","$0","$5,893,930","$881,000","$31,093,223","$8,854,497","$3,711,963","$0","$330,759","$1,898,591","$603,586","$432,994","$828,436","$161,937","$0","$2,226,732","$797,704","$2,618,633","$643,400","$303,658","$157,910","$275,808","$390,628","($76,827)","$81,057"
204796,"Ohio State University-Main Campus","$0","$0","$36,296,140","$9,060,132","$215,209,566","$21,524,454","$40,726,739","$0","$2,015,358","$9,998,995","$5,315,242","$6,614,542","$433,951","$959,559","$417,331","$29,748,769","$28,420,299","$0","$2,258,973","$259,393","$4,156,806","$10,458,057","$4,752,076","$18,662,174","$1,792,750"
207500,"University of Oklahoma-Norman Campus","$0","$0","$31,087,881","$1,493,709","$157,494,527","$15,958,027","$21,790,732","$446,825","$2,256,268","$6,771,598","$6,267,313","$12,923,553","$4,175,793","$0","$464,602","$14,455,771","$20,628,683","$0","$1,747,884","$152,126","$2,087,798","$11,789,601","$2,245,813","$1,622,218","$750,550"
207388,"Oklahoma State University-Main Campus","$0","$0","$20,862,178","$1,127,749","$92,501,090","$7,645,135","$19,551,871","$252,088","$1,235,392","$5,345,646","$5,132,348","$3,033,247","$2,398,827","$216,817","$406,137","$3,711,290","$10,898,598","$0","$1,008,446","$399,765","$1,432,783","$5,699,218","$1,713,555","$1,106,968","$430,000"
232982,"Old Dominion University","$0","$0","$7,891,335","$753,836","$49,411,842","$9,716,064","$6,467,935","$160,712","$572,677","$3,312,871","$2,784,810","$1,811,579","$609,235","$199","$64,131","$6,781,920","$5,016,428","$0","$431,315","$437,394","$22,696","$2,576,705","$0","$14,631","$0"
176017,"University of Mississippi","$0","$0","$25,779,768","$3,264,300","$113,008,288","$10,986,244","$18,373,555","$6,305,159","$1,360,493","$4,148,835","$4,632,056","$5,081,310","$2,088,297","$337,858","$654,904","$14,354,386","$10,383,383","$0","$839,736","$59,937","$1,396,981","$2,961,086","$0","($7,133,079)","$0"
209551,"University of Oregon","$151,000","$33,000","$23,567,353","$2,026,452","$120,884,588","$14,358,576","$22,602,103","$0","$1,418,307","$4,926,105","$3,918,453","$4,132,369","$1,008,938","$180,191","$516,600","$18,720,155","$13,692,303","$0","$1,492,072","$70,780","$1,862,698","$2,403,720","$2,078,413","$270,885,021","$1,725,000"
209542,"Oregon State University","$0","$0","$16,114,301","$1,822,220","$77,034,653","$10,801,974","$13,609,764","$86,368","$1,137,217","$3,930,088","$4,296,411","$2,861,585","$1,778,519","$194,662","$20,620","$4,846,701","$6,100,162","$0","$1,294,435","$3,948,709","$1,518,848","$2,672,069","$0","($4,586,421)","$0"
214777,"Pennsylvania State University-Main Campus","$0","$0","$32,631,866","$3,889,750","$157,908,311","$21,673,848","$27,541,179","$582,672","$2,444,161","$7,054,507","$3,443,165","$9,871,518","$1,952,964","$0","$344,195","$14,662,516","$12,566,392","$0","$1,848,176","$98,459","$1,875,891","$11,928,388","$2,836,616","$7,169,079","$662,048"
243780,"Purdue University-Main Campus","$147,118","$53,013","$20,738,445","$1,155,537","$99,012,032","$11,228,561","$19,240,353","$301,916","$1,585,612","$4,870,719","$1,944,914","$3,575,437","$2,620,507","$0","$282,992","$14,046,871","$8,116,822","$0","$1,397,084","$140,222","$2,757,860","$4,808,049","$0","$3,211,586","$0"
186380,"Rutgers University-New Brunswick","$657,481","$65,412","$20,813,878","$2,904,599","$114,203,981","$15,282,500","$21,898,614","$3,188,556","$1,606,398","$6,391,590","$4,741,594","$5,042,295","$1,520,339","$0","$468,855","$11,365,488","$11,167,187","$0","$1,477,669","$130,475","$3,117,603","$2,363,448","$0","($10,561,566)","$0"
122409,"San Diego State University","$0","$0","$11,813,704","$1,148,450","$58,258,230","$9,189,633","$12,248,695","$162,880","$572,843","$3,244,112","$1,430,974","$1,341,172","$6,629,537","$122,670","$411,604","$3,180,720","$811,906","$1,962,235","$544,211","$515,106","$382,820","$1,485,032","$781,163","($2,816,831)","$278,763"
122755,"San Jose State University","$0","$0","$9,437,978","$940,759","$33,650,949","$7,719,169","$7,018,978","$0","$435,603","$2,674,186","$837,872","$1,145,039","$477,139","$0","$0","$299,307","$274","$1,066,709","$156,739","$50,055","$275,848","$1,115,294","$0","$1,061,600","$0"
102094,"University of South Alabama","$0","$0","$5,539,642","$62,107","$28,321,414","$6,267,712","$5,084,876","$0","$351,163","$1,366,126","$1,249,374","$573,356","$272,904","$0","$284,151","$3,697,320","$1,477,614","$0","$568,550","$113,762","$235,408","$1,177,349","$0","($275,176)","$0"
218663,"University of South Carolina-Columbia","$8,762,500","$630,313","$16,425,111","$2,945,922","$133,776,318","$15,089,363","$27,645,397","$630,386","$1,366,984","$5,666,528","$3,945,500","$7,395,170","$2,332,900","$143,393","$343,100","$15,195,352","$15,792,913","$0","$1,826,018","$198,216","$957,698","$6,483,554","$0","($765,306)","$0"
137351,"University of South Florida","$10,000","$0","$12,907,629","$1,696,780","$58,021,081","$6,547,091","$9,816,734","$2,189,515","$786,406","$4,193,043","$3,721,779","$1,730,705","$1,284,054","$0","$179,242","$5,594,483","$3,059,531","$0","$945,881","$38,717","$565,599","$2,753,892","$0","$1,510,032","$0"
176372,"University of Southern Mississippi","$0","$0","$5,142,467","$392,277","$25,628,133","$5,709,243","$3,659,769","$0","$558,102","$2,051,278","$820,465","$1,381,995","$289,126","$148,119","$0","$1,770,063","$2,050,542","$0","$491,820","$433,821","$76,287","$81,947","$448,729","$0","$122,083"
221759,"The University of Tennessee-Knoxville","$0","$0","$25,808,413","$3,807,550","$140,824,626","$15,317,708","$27,434,014","$0","$2,962,606","$6,378,029","$3,565,272","$6,391,389","$5,039,907","$299,458","$554,299","$16,887,238","$13,493,315","$0","$2,069,682","$93,557","$2,746,506","$5,620,747","$1,573,012","($488,857)","$781,924"
228778,"The University of Texas at Austin","$0","$0","$34,158,161","$3,477,245","$173,648,028","$11,835,907","$36,646,957","$1,214,132","$1,712,188","$7,457,762","$3,004,577","$9,378,864","$6,550,701","$248,610","$809,102","$20,765,071","$24,062,965","$0","$1,646,461","$397,639","$2,503,867","$6,479,719","$989,717","$27,124,785","$308,383"
228723,"Texas A & M University-College Station","$0","$0","$32,569,762","$3,524,469","$159,136,624","$11,366,743","$23,414,950","$2,004,318","$2,565,646","$7,586,022","$3,301,956","$4,198,135","$229,744","$941,416","$158,757","$23,454,394","$19,197,335","$0","$1,077,065","$144,723","$3,155,556","$18,302,736","$1,612,897","$7,599,496","$330,000"
