"UNITID","school_name","coach_comp_third_2020","support_comp_third_2020","coach_comp_2020","guarantees_2020","total_ops_2020","aid_2020","support_comp_2020","severance_2020","recruiting_2020","teamtravel_2020","equip_2020","game_expenses_2020","marketing_2020","camps_2020","spirit_2020","facilities_rentals_2020","overhead_2020","indirect_institutional_2020","medical_2020","memberships_2020","meals_2020","otherops_2020","bowl_expense_2020","prof_def_2020","bowl_coachcomp_2020"
228459,"Texas State University","$0","$0","$5,476,697","$548,218","$35,108,934","$5,640,364","$4,713,453","$129,163","$396,122","$2,019,145","$907,160","$1,077,839","$595,002","$0","$130,106","$5,680,427","$5,173,941","$419,720","$585,236","$125,580","$542,242","$948,519","$0","$1,288,872","$0"
229115,"Texas Tech University","$0","$0","$20,630,644","$1,772,917","$88,327,973","$6,939,373","$20,018,550","$2,423,217","$1,645,448","$6,258,996","$2,066,417","$4,039,449","$1,961,616","$0","$110,538","$9,247,570","$5,249,777","$0","$1,742,559","$132,633","$995,383","$3,092,886","$0","$2,090,575","$0"
206084,"University of Toledo","$0","$0","$6,978,459","$643,000","$34,343,201","$9,148,803","$4,653,166","$0","$399,433","$1,266,779","$1,664,879","$1,925,560","$689,051","$82,892","$93,372","$1,463,041","$840,616","$2,051,471","$444,317","$204,916","$175,325","$1,618,121","$0","$0","$0"
100663,"University of Alabama at Birmingham","$0","$0","$7,664,029","$732,426","$35,441,324","$7,736,658","$5,441,451","$290,794","$508,630","$2,373,823","$1,347,430","$1,010,052","$657,784","$0","$912,611","$1,178,823","$1,323,125","$218,652","$561,347","$393,394","$403,672","$2,114,601","$413,323","$284,107","$158,699"
132903,"University of Central Florida","$0","$0","$13,895,790","$1,197,476","$64,226,899","$9,600,990","$11,326,868","$0","$632,483","$3,397,165","$2,383,421","$1,632,354","$2,369,281","$0","$285,810","$5,569,355","$4,951,951","$0","$812,497","$229,180","$1,155,495","$3,824,321","$576,312","$4,638,156","$386,150"
110662,"University of California-Los Angeles","$0","$0","$25,294,374","$1,658,000","$119,391,431","$15,781,359","$24,147,842","$0","$1,329,374","$6,433,016","$4,037,513","$8,367,951","$986,268","$2,922,584","$44,096","$4,547,137","$9,380,322","$0","$1,003,608","$67,517","$4,204,356","$9,186,114","$0","($21,716,878)","$0"
182281,"University of Nevada-Las Vegas","$0","$0","$10,017,764","$1,143,850","$57,503,667","$8,860,945","$7,020,022","$242,667","$737,802","$2,767,184","$4,697,321","$1,126,520","$1,417,144","$0","$324,255","$6,333,926","$4,386,377","$3,450,754","$898,962","$536,980","$540,904","$3,000,290","$0","$73,821","$0"
230764,"University of Utah","$0","$0","$22,255,766","$1,367,578","$95,185,806","$12,075,084","$17,898,523","$482,850","$1,433,471","$5,581,478","$4,374,152","$2,734,958","$2,155,807","$220,633","$455,921","$6,229,380","$1,428,318","$2,023,065","$989,821","$214,799","$1,117,691","$9,475,461","$1,758,853","$2,031,398","$912,197"
230728,"Utah State University","$681,250","$0","$8,225,427","$699,026","$40,198,092","$6,407,250","$4,634,429","$377,977","$474,257","$3,113,934","$1,554,563","$847,951","$484,087","$0","$16,000","$4,579,481","$878,685","$2,495,262","$854,184","$548,539","$611,941","$1,797,527","$695,491","($521,900)","$220,831"
228796,"The University of Texas at El Paso","$98,156","$33,619","$5,997,644","$941,850","$32,059,940","$7,394,051","$5,285,159","$21,165","$354,829","$2,620,129","$860,921","$1,275,981","$746,087","$0","$242,633","$1,520,569","$872,596","$1,677,502","$875,098","$383,350","$402,028","$456,573","$0","$112,288","$0"
229027,"The University of Texas at San Antonio","$0","$0","$6,475,365","$544,229","$29,952,605","$5,485,945","$4,953,534","$824,124","$354,972","$2,626,583","$1,040,370","$1,299,041","$669,453","$29,463","$90,964","$429,298","$1,547,734","$709,694","$676,888","$448,191","$291,609","$1,455,148","$0","$2,380,667","$0"
234076,"University of Virginia-Main Campus","$0","$0","$25,097,788","$1,998,350","$111,779,897","$20,906,060","$20,033,762","$225,759","$1,443,510","$5,396,977","$1,874,162","$4,720,878","$427,591","$175,315","$111,150","$9,380,643","$9,316,561","$0","$1,275,136","$2,245,940","$971,306","$4,549,757","$1,284,035","($1,495,964)","$345,217"
233921,"Virginia Polytechnic Institute and State University","$0","$0","$19,499,142","$2,134,066","$97,492,220","$15,656,642","$17,238,418","$387,705","$1,876,885","$3,925,707","$2,162,402","$4,736,429","$1,037,715","$16,499","$434,705","$6,175,507","$12,642,504","$0","$1,364,327","$57,585","$1,867,043","$4,671,946","$1,304,343","$1,701,738","$302,650"
236948,"University of Washington-Seattle Campus","$0","$0","$24,102,446","$1,674,476","$128,976,495","$14,728,551","$24,145,720","$538,286","$1,325,013","$5,734,420","$6,904,065","$8,307,655","$3,976,884","$54,608","$839,224","$13,701,607","$7,724,299","$0","$1,367,073","$114,444","$2,030,559","$10,225,222","$1,345,818","$8,597,444","$136,125"
236939,"Washington State University","$0","$0","$13,993,061","$1,939,725","$77,271,930","$10,461,688","$14,472,497","$3,106,974","$1,179,747","$4,007,492","$1,814,142","$1,899,196","$1,261,660","$276,717","$210,299","$9,215,738","$2,301,916","$298,489","$543,689","$2,346,636","$932,824","$5,018,297","$1,616,793","($2,530,744)","$374,350"
238032,"West Virginia University","$0","$0","$17,994,476","$1,520,207","$90,208,214","$10,190,348","$15,914,885","$212,215","$1,358,915","$6,194,884","$2,276,313","$4,749,958","$881,511","$930,222","$145,762","$9,260,740","$12,725,715","$0","$1,172,686","$61,302","$2,972,304","$1,645,771","$0","($3,339,110)","$0"
157951,"Western Kentucky University","$30,424","$23,588","$5,869,603","$562,996","$31,531,023","$6,145,293","$4,503,573","$620,241","$376,478","$1,913,038","$716,611","$1,604,554","$731,715","$281,078","$70,822","$2,977,918","$934,754","$768,987","$635,658","$402,306","$489,726","$1,034,690","$719,470","$0","$117,500"
172699,"Western Michigan University","$0","$0","$7,071,983","$720,591","$35,166,128","$7,948,076","$5,264,240","$40,596","$320,791","$1,823,324","$978,514","$1,855,789","$708,116","$383,298","$142,361","$2,326,047","$1,112,601","$1,747,184","$569,358","$292,244","$708,021","$289,331","$772,161","($1,970,954)","$91,502"
240444,"University of Wisconsin-Madison","$0","$0","$23,916,407","$2,643,400","$149,196,055","$17,573,659","$32,012,240","$131,734","$1,169,079","$8,874,530","$3,144,798","$2,179,798","$3,275,468","$1,387,643","$225,706","$9,797,519","$20,991,852","$2,561,672","$3,388,802","$70,106","$3,353,071","$9,062,676","$3,099,774","($997,148)","$336,121"
240727,"University of Wyoming","$260,550","$75,669","$8,794,913","$1,125,049","$45,057,916","$6,842,874","$9,593,391","$223,968","$703,089","$3,048,077","$811,971","$1,346,371","$4,816,080","$0","$116,854","$394,362","$1,481,379","$519,208","$985,509","$531,945","$791,982","$1,484,272","$869,271","($514,001)","$241,132"
