"UNITID","school_name","coach_comp_third_2022","support_comp_third_2022","coach_comp_2022","guarantees_2022","total_ops_2022","aid_2022","support_comp_2022","severance_2022","recruiting_2022","teamtravel_2022","equip_2022","game_expenses_2022","marketing_2022","camps_2022","spirit_2022","facilities_rentals_2022","overhead_2022","indirect_institutional_2022","medical_2022","memberships_2022","meals_2022","otherops_2022","bowl_expense_2022","prof_def_2022","bowl_coachcomp_2022"
134097,"Florida State University","$0","$0","$25,612,597","$2,443,718","$150,777,734","$10,789,646","$22,828,185","$59,502","$1,619,148","$9,021,018","$5,325,233","$3,525,810","$3,610,347","$0","$237,689","$10,725,593","$22,202,122","$0","$1,812,040","$2,775,051","$2,145,877","$26,044,158","$0","$10,364,150","$0"
110556,"California State University-Fresno","$12,832","$1,993","$10,353,796","$974,515","$46,515,828","$7,019,627","$8,449,696","$665,388","$680,707","$3,198,344","$2,270,114","$3,093,979","$526,093","$127,538","$252,821","$313,489","$1,238,832","$413,522","$1,447,887","$617,498","$930,469","$3,020,955","$652,405","$7,608,751","$253,328"
139959,"University of Georgia","$0","$0","$37,201,618","$3,165,100","$169,026,503","$11,877,100","$28,976,660","$4,669,812","$6,294,697","$7,430,971","$1,749,845","$8,101,934","$3,152,230","$361,839","$716,883","$9,518,325","$17,335,711","$0","$2,446,508","$130,254","$4,033,283","$13,052,283","$5,736,219","$34,022,063","$3,075,231"
139931,"Georgia Southern University","$0","$0","$5,902,319","$778,833","$30,700,262","$6,660,199","$6,267,100","$598,541","$431,841","$2,152,253","$816,989","$714,173","$669,813","$0","$52,914","$1,826,716","$842,134","$1,101,498","$425,129","$139,043","$308,693","$1,012,074","$0","$0","$0"
139940,"Georgia State University","$0","$0","$7,172,890","$258,444","$39,913,963","$8,435,368","$5,131,166","$0","$319,888","$1,881,044","$1,405,744","$1,012,898","$647,559","$0","$13,476","$4,091,556","$822,299","$265,476","$315,713","$136,249","$380,090","$7,297,306","$191,797","$5,752,947","$135,000"
139755,"Georgia Institute of Technology-Main Campus","$0","$0","$18,842,872","$3,050,064","$104,719,581","$13,344,394","$15,462,415","$250,000","$1,940,118","$5,393,320","$3,800,507","$5,485,510","$5,148,943","$0","$798,616","$12,938,725","$11,485,129","$3,785,096","$1,773,295","$377,185","$843,392","$0","$0","$1,915,513","$0"
225511,"University of Houston","$0","$0","$16,607,177","$1,568,160","$73,806,404","$9,105,633","$12,585,897","$0","$776,232","$4,596,698","$2,042,607","$1,623,959","$786,598","$170,682","$0","$6,351,071","$11,962,270","$0","$1,246,449","$28,802","$2,839,735","$492,180","$739,248","$4,281,682","$283,006"
145637,"University of Illinois Urbana-Champaign","$0","$0","$25,956,291","$2,838,800","$129,119,247","$12,507,615","$27,450,388","$1,576,119","$2,376,468","$5,599,354","$3,271,358","$2,539,347","$4,849,389","$302,806","$405,614","$15,466,699","$12,611,532","$0","$1,393,949","$229,444","$3,118,697","$6,625,377","$0","$16,616,083","$0"
151351,"Indiana University-Bloomington","$0","$0","$24,817,011","$5,125,868","$132,392,596","$17,448,383","$21,846,976","$4,919,373","$2,232,533","$7,521,399","$4,404,291","$4,761,005","$1,104,685","$0","$338,350","$17,368,603","$10,927,385","$2,708,975","$2,002,772","$41,707","$1,728,580","$3,090,800","$3,900","$34,368,875","$0"
153658,"University of Iowa","$541,000","$0","$31,601,286","$5,942,843","$151,144,861","$12,741,085","$19,176,955","$1,330,394","$2,039,354","$9,591,436","$2,775,792","$4,526,642","$4,891,859","$202,399","$439,755","$23,342,339","$10,437,094","$0","$2,081,403","$208,332","$4,211,563","$10,462,098","$2,635,034","$338,231","$1,966,198"
153603,"Iowa State University","$0","$0","$18,714,272","$1,339,119","$111,227,458","$9,844,773","$16,362,572","$880,201","$1,629,048","$5,691,993","$3,704,538","$3,000,797","$2,336,836","$0","$543,139","$8,936,130","$23,103,428","$0","$760,382","$1,058,142","$3,269,939","$7,365,497","$2,185,652","$60,034","$501,000"
155317,"University of Kansas","$0","$0","$20,437,077","$1,283,143","$108,696,078","$14,185,821","$23,617,600","$2,351,935","$1,919,392","$8,799,183","$4,980,013","$4,043,854","$4,221,602","$0","$80,567","$3,337,145","$12,861,451","$0","$886,997","$348,731","$2,076,628","$3,264,939","$0","$9,324,097","$0"
155399,"Kansas State University","$0","$0","$17,651,501","$2,255,553","$82,220,606","$9,435,954","$15,888,914","$381,911","$1,791,591","$6,171,424","$477,086","$2,978,759","$2,400,618","$0","$229,200","$4,166,290","$5,747,667","$0","$1,229,144","$4,441,758","$1,071,115","$4,129,411","$1,460,950","$18,601,598","$311,760"
203517,"Kent State University at Kent","$0","$0","$6,455,153","$452,847","$29,613,870","$7,646,423","$5,203,683","$0","$586,443","$3,392,590","$1,439,074","$614,409","$640,217","$324,468","$40,456","$0","$724,668","$0","$456,370","$500,225","$144,907","$647,814","$344,123","($1,008,252)","$0"
157085,"University of Kentucky","$0","$0","$33,833,265","$4,458,488","$153,621,183","$16,890,780","$25,368,710","$923,258","$2,982,841","$9,686,377","$3,825,781","$7,874,060","$1,736,392","$968,726","$1,179,425","$9,505,876","$22,005,284","$0","$1,021,810","$74,115","$1,461,666","$6,267,853","$2,469,196","$5,457,841","$1,087,280"
159647,"Louisiana Tech University","$0","$0","$6,129,297","$468,349","$28,294,724","$5,912,591","$2,973,771","$1,136,123","$559,106","$2,085,180","$1,448,336","$786,603","$96,759","$0","$7,460","$605,395","$527,928","$2,364,400","$919,660","$380,230","$555,032","$1,309,003","$29,501","$399,234","$0"
160658,"University of Louisiana at Lafayette","$0","$0","$8,339,490","$501,605","$38,364,254","$7,887,261","$6,419,277","$403,094","$538,497","$2,670,222","$1,768,197","$2,395,640","$292,938","$0","$220,517","$1,627,643","$1,383,275","$78,832","$933,880","$112,002","$1,072,268","$1,363,301","$323,921","($5,342,700)","$32,394"
159993,"University of Louisiana at Monroe","$0","$0","$4,459,361","$352,748","$20,527,424","$5,713,166","$2,452,011","$0","$276,565","$2,099,403","$1,239,588","$1,046,856","$292,426","$0","$0","$977,387","$139,092","$0","$641,841","$239,676","$326,530","$270,774","$0","($1,408,056)","$0"
157289,"University of Louisville","$0","$0","$25,729,339","$1,581,306","$139,978,927","$15,198,642","$19,877,513","$5,886,894","$2,129,809","$7,392,522","$5,344,703","$10,509,714","$2,114,884","$0","$532,167","$4,946,007","$5,083,867","$3,236,536","$2,140,865","$124,025","$2,915,750","$23,365,210","$1,461,661","$6,247,038","$407,513"
159391,"Louisiana State University and Agricultural & Mechanical College","$0","$0","$43,582,169","$5,119,525","$192,770,399","$13,655,203","$31,095,969","$7,588,927","$2,407,564","$8,078,855","$3,994,099","$10,981,627","$547,247","$0","$874,332","$13,426,918","$11,422,857","$0","$1,708,872","$119,472","$4,801,080","$31,609,500","$1,355,516","$6,538,983","$400,667"
237525,"Marshall University","$0","$0","$6,934,790","$896,300","$39,350,986","$7,958,777","$6,046,573","$0","$1,038,219","$4,402,689","$1,402,194","$1,156,921","$972,849","$137,101","$211,416","$1,529,652","$1,505,519","$1,236,785","$1,316,242","$401,822","$89,137","$1,484,230","$440,652","($12,467)","$189,118"
163286,"University of Maryland-College Park","$0","$0","$25,012,446","$2,678,872","$114,385,462","$17,902,058","$18,785,444","$5,664,426","$2,320,815","$6,980,597","$3,354,577","$2,973,042","$1,328,732","$0","$271,905","$152,142","$14,564,353","$0","$2,401,888","$120,886","$3,725,147","$4,406,607","$1,307,117","($6,859,088)","$434,408"
166629,"University of Massachusetts-Amherst","$0","$0","$8,329,815","$1,321,500","$52,853,964","$12,985,536","$6,443,739","$426,897","$822,846","$3,817,715","$1,161,999","$1,830,998","$223,169","$2,047","$21,272","$4,859,346","$1,571,835","$4,421,362","$430,835","$105,441","$457,109","$3,620,503","$0","$785,854","$0"
220862,"University of Memphis","$0","$0","$13,238,334","$1,000,286","$62,174,875","$8,686,782","$7,822,576","$4,728,263","$1,072,411","$5,072,273","$2,576,926","$715,826","$1,308,745","$0","$215,487","$4,050,074","$680,472","$3,169,504","$1,173,017","$47,771","$1,274,936","$3,207,139","$727,391","$1,055,167","$351,603"
204024,"Miami University-Oxford","$0","$0","$7,601,192","$411,159","$37,880,709","$11,755,305","$5,576,979","$242,375","$688,246","$2,222,785","$1,095,397","$988,332","$179,754","$821,133","$48,507","$2,200,726","$1,179,106","$37,896","$574,412","$259,598","$483,504","$1,060,420","$266,139","$195,337","$187,744"
170976,"University of Michigan-Ann Arbor","$0","$0","$36,562,081","$4,490,500","$193,559,375","$28,305,835","$37,934,250","$0","$4,171,565","$11,100,438","$4,984,760","$4,645,085","$791,747","$0","$750,756","$17,488,509","$23,125,272","$153,059","$959,484","$212,426","$4,671,421","$8,485,984","$3,669,203","$17,092,912","$1,057,000"
171100,"Michigan State University","$535,000","$0","$32,950,809","$7,022,318","$156,449,795","$17,074,013","$22,934,623","$548,571","$1,912,808","$7,045,161","$4,120,143","$4,536,592","$2,186,535","$258,803","$376,520","$27,092,646","$11,887,765","$1,172,242","$1,964,316","$161,441","$1,994,944","$5,597,199","$3,854,621","$16,349,718","$1,222,725"
220978,"Middle Tennessee State University","$0","$0","$6,554,169","$492,951","$35,614,512","$8,964,759","$4,445,453","$0","$585,172","$3,672,614","$774,224","$806,956","$898,458","$0","$4,167","$1,280,835","$1,088,840","$2,002,514","$850,392","$51,680","$263,770","$2,393,301","$404,604","$0","$79,653"
174066,"University of Minnesota-Twin Cities","$0","$0","$26,009,310","$3,623,807","$130,285,463","$15,363,256","$20,812,559","$115,995","$2,177,614","$7,338,977","$3,246,377","$4,378,925","$1,311,070","$0","$947,689","$11,320,047","$16,270,690","$5,277,357","$1,822,278","$197,293","$3,476,923","$4,172,864","$1,756,267","$4,912,809","$666,165"
176080,"Mississippi State University","$0","$0","$22,474,892","$1,940,477","$105,841,622","$10,685,528","$15,854,563","$1,391,568","$1,567,590","$5,139,332","$4,746,577","$5,965,134","$5,466,578","$421,880","$334,691","$12,094,031","$6,965,192","$0","$1,076,119","$98,991","$1,583,998","$5,879,808","$1,628,887","$4,811,745","$525,786"
178396,"University of Missouri-Columbia","$0","$0","$22,072,515","$3,805,228","$125,621,128","$12,567,402","$23,740,954","$1,288,263","$2,106,651","$8,478,803","$2,768,051","$3,744,731","$1,464,923","$424,142","$339,137","$15,888,580","$16,116,694","$1,127,424","$1,492,121","$128,792","$1,155,044","$5,228,908","$1,362,748","$15,535,900","$320,017"
199193,"North Carolina State University at Raleigh","$0","$0","$24,151,924","$3,007,922","$100,991,410","$12,071,960","$19,912,147","$60,575","$1,927,683","$7,939,278","$3,441,289","$4,191,743","$902,798","$360","$637,501","$1,307,179","$6,999,851","$0","$1,524,870","$3,688,665","$1,049,805","$5,639,164","$1,909,500","$1,396,159","$627,196"
181464,"University of Nebraska-Lincoln","$0","$0","$23,282,418","$3,347,681","$131,181,951","$12,709,146","$28,680,211","$1,634,775","$2,014,272","$7,381,020","$4,867,881","$5,458,888","$1,979,056","$0","$680,979","$1,191,479","$24,935,036","$0","$1,464,991","$206,091","$4,122,625","$7,225,402","$0","$12,241,993","$0"
182290,"University of Nevada-Reno","$0","$0","$8,215,524","$709,102","$45,228,707","$8,868,467","$6,073,462","$58,333","$815,698","$4,474,237","$2,126,979","$1,298,958","$930,141","$199,027","$174,354","$1,390,435","$4,020,374","$2,606,228","$532,601","$554,642","$1,080,196","$202,729","$886,803","$2,717,930","$10,417"
187985,"University of New Mexico-Main Campus","$0","$0","$7,964,564","$924,000","$44,865,758","$8,402,384","$7,239,739","$610,090","$703,546","$3,069,322","$1,001,798","$1,338,573","$115,688","$0","$88,022","$1,472,525","$1,170,920","$924,793","$718,378","$637,526","$779,503","$7,704,387","$0","$15,307","$0"
188030,"New Mexico State University-Main Campus","$0","$0","$6,425,615","$895,485","$32,457,148","$8,212,481","$3,863,061","$533,068","$472,244","$3,319,256","$627,201","$1,297,794","$420,727","$8,673","$147,292","$260,001","$1,691,105","$1,097,512","$825,029","$350,940","$653,990","$1,355,674","$0","($2,106,956)","$0"
199120,"University of North Carolina at Chapel Hill","$0","$0","$25,409,066","$1,169,510","$120,314,967","$13,669,481","$21,405,637","$3,190,361","$2,513,146","$10,450,681","$4,364,407","$4,895,957","$423,752","$0","$397,177","$0","$11,004,327","$1,738,279","$3,177,675","$4,049,215","$1,775,470","$7,718,214","$1,331,236","$2,288,600","$1,631,376"
227216,"University of North Texas","$0","$0","$8,650,303","$567,400","$44,222,540","$6,526,461","$7,741,345","$50,454","$576,793","$2,898,580","$1,205,736","$2,004,952","$772,751","$0","$107,905","$6,902,621","$3,435,365","$179,737","$910,697","$382,773","$480,357","$278,093","$290,235","$254,784","$259,982"
147703,"Northern Illinois University","$0","$0","$4,890,285","$523,000","$24,097,387","$6,929,394","$3,080,762","$0","$347,757","$2,135,196","$856,971","$531,323","$546,919","$104,909","$94,575","$324,150","$435,448","$637,676","$498,632","$125,120","$266,344","$1,170,987","$597,939","($1,920,342)","$0"
204857,"Ohio University-Main Campus","$0","$0","$5,969,189","$1,003,255","$31,309,063","$8,950,620","$3,671,955","$0","$515,079","$2,291,913","$605,555","$658,536","$1,027,017","$105,058","$0","$1,124,494","$1,068,693","$2,618,633","$625,071","$329,047","$372,906","$372,042","$0","($1,973,773)","$0"
204796,"Ohio State University-Main Campus","$0","$0","$42,240,992","$11,823,427","$225,733,418","$24,564,657","$39,514,342","$236,973","$3,384,022","$10,545,312","$5,283,630","$6,963,625","$431,618","$826,326","$591,802","$19,128,187","$28,900,288","$0","$2,763,025","$475,296","$8,086,370","$12,203,759","$6,030,490","$25,881,927","$1,739,277"
207500,"University of Oklahoma-Norman Campus","$0","$0","$33,241,895","$2,102,272","$175,997,457","$17,457,999","$24,816,220","$25,383","$4,770,148","$9,126,008","$5,119,177","$5,876,964","$5,544,315","$0","$761,168","$14,052,502","$42,140,245","$0","$2,488,032","$171,677","$2,378,398","$2,042,018","$3,367,191","$1,322,760","$515,845"
207388,"Oklahoma State University-Main Campus","$0","$0","$24,146,252","$1,541,226","$103,317,156","$8,556,005","$17,894,836","$188,398","$1,272,975","$7,514,483","$4,534,118","$3,404,106","$2,452,362","$521,306","$379,883","$2,926,959","$14,917,299","$0","$1,092,273","$491,625","$1,743,814","$6,311,103","$2,424,621","$1,087,242","$1,003,512"
232982,"Old Dominion University","$0","$0","$8,399,109","$429,120","$51,914,920","$9,944,306","$6,608,702","$0","$689,956","$3,721,081","$2,041,905","$1,726,881","$880,278","$0","$74,980","$6,805,353","$5,304,269","$0","$427,437","$394,327","$59,358","$3,977,845","$316,074","$1,504,733","$113,939"
176017,"University of Mississippi","$0","$0","$28,144,913","$3,074,450","$138,796,990","$12,299,989","$21,143,600","$3,892,964","$2,506,402","$7,273,294","$5,575,808","$6,459,705","$3,591,532","$631,865","$987,554","$15,000,797","$16,068,063","$0","$1,607,512","$21,669","$1,488,396","$6,201,275","$2,183,656","($5,239,053)","$643,546"
209551,"University of Oregon","$158,550","$32,950","$29,966,806","$2,375,099","$140,565,297","$13,999,181","$23,802,532","$507,750","$2,580,785","$7,333,040","$3,951,127","$4,659,229","$894,557","$127,426","$356,192","$19,138,225","$16,686,138","$0","$1,653,194","$68,905","$2,107,939","$7,369,080","$2,471,592","$12,945,258","$325,000"
209542,"Oregon State University","$0","$0","$20,172,084","$1,674,468","$87,729,627","$9,938,284","$14,483,495","$4,352","$1,816,733","$5,574,063","$4,356,892","$4,041,236","$1,819,187","$488,054","$50,648","$8,187,883","$3,684,393","$0","$1,399,723","$37,219","$1,951,676","$5,978,524","$1,970,713","($4,249,612)","$100,000"
214777,"Pennsylvania State University-Main Campus","$0","$0","$32,045,160","$2,412,327","$170,542,050","$22,362,565","$30,867,035","$1,023,003","$3,154,165","$8,344,388","$5,104,315","$13,324,179","$1,318,980","$0","$298,472","$17,870,908","$9,579,919","$0","$2,260,502","$102,084","$2,322,789","$14,902,532","$2,791,214","$10,685,398","$457,513"
243780,"Purdue University-Main Campus","$183,281","$64,754","$19,756,155","$907,712","$93,025,810","$11,809,832","$19,910,140","$813,488","$1,883,962","$5,715,546","$2,212,131","$2,980,933","$1,952,247","$0","$257,149","$3,303,238","$9,116,794","$0","$1,132,363","$138,629","$3,235,572","$5,731,891","$1,332,915","$22,113,622","$587,078"
186380,"Rutgers University-New Brunswick","$451,528","$199,877","$29,647,552","$1,163,331","$138,439,077","$18,715,322","$21,454,291","$1,967,776","$2,861,252","$9,582,477","$4,914,450","$5,231,563","$2,030,790","$0","$519,501","$16,033,904","$10,540,713","$0","$2,430,712","$159,651","$5,103,312","$3,767,168","$1,481,551","($28,837,548)","$182,356"
122409,"San Diego State University","$0","$0","$12,583,145","$1,321,189","$67,245,917","$9,456,607","$12,045,522","$0","$718,536","$4,571,816","$1,313,736","$3,486,801","$10,411,566","$28,167","$234,065","$1,474,113","$2,498,442","$2,276,118","$802,907","$533,800","$279,424","$1,606,642","$1,196,086","($1,348,615)","$407,235"
122755,"San Jose State University","$0","$0","$9,683,950","$838,212","$39,030,022","$7,978,859","$7,956,996","$0","$765,575","$3,470,088","$1,224,288","$2,253,094","$711,062","$10,172","$76,023","$527,273","$53,155","$1,289,877","$398,789","$42,956","$487,360","$1,262,293","$0","$200","$0"
102094,"University of South Alabama","$0","$0","$7,579,172","$675,362","$33,001,239","$6,997,986","$4,528,628","$4,530","$535,150","$2,706,601","$1,457,136","$1,037,544","$184,568","$16,684","$333,230","$2,712,653","$731,440","$0","$817,639","$481,869","$580,211","$1,620,836","$0","$6,118,744","$0"
218663,"University of South Carolina-Columbia","$6,031,250","$492,813","$19,895,513","$2,339,079","$144,815,377","$18,211,521","$29,934,345","$3,076,500","$2,113,801","$8,206,785","$3,996,131","$7,552,807","$1,818,692","$137,685","$367,896","$13,438,937","$16,804,490","$0","$1,349,381","$128,389","$1,110,490","$6,206,517","$1,058,631","($2,604,570)","$543,724"
137351,"University of South Florida","$20,000","$5,000","$12,294,777","$1,126,590","$62,288,597","$8,857,013","$11,304,767","$199,458","$1,082,899","$5,658,716","$3,729,547","$2,645,203","$866,659","$0","$211,294","$5,410,833","$3,864,941","$0","$882,787","$25,203","$1,332,710","$2,770,200","$0","($6,177,767)","$0"
176372,"University of Southern Mississippi","$0","$0","$5,855,958","$362,740","$28,346,698","$6,081,668","$4,665,679","$0","$547,188","$2,921,243","$764,128","$2,387,440","$334,461","$160,336","$0","$1,832,462","$1,772,716","$0","$437,904","$31,403","$66,636","$124,736","$0","$15,169","$0"
221759,"The University of Tennessee-Knoxville","$0","$0","$29,275,136","$4,154,800","$157,108,637","$18,412,355","$32,582,973","$0","$4,332,770","$9,110,081","$4,610,845","$6,297,903","$4,469,371","$1,015,683","$456,104","$10,469,411","$14,842,858","$0","$1,888,930","$53,508","$4,851,694","$8,605,516","$1,147,431","($2,541,702)","$531,268"
228778,"The University of Texas at Austin","$0","$0","$40,679,020","$3,696,259","$225,153,011","$13,697,568","$36,658,504","$8,264,903","$4,509,875","$12,363,867","$3,361,609","$13,502,595","$7,183,560","$1,598,988","$1,424,573","$26,867,696","$35,606,925","$0","$2,216,691","$507,816","$3,938,712","$9,073,850","$0","$14,137,637","$0"
