"UNITID","school_name","coach_comp_third_2022","support_comp_third_2022","coach_comp_2022","guarantees_2022","total_ops_2022","aid_2022","support_comp_2022","severance_2022","recruiting_2022","teamtravel_2022","equip_2022","game_expenses_2022","marketing_2022","camps_2022","spirit_2022","facilities_rentals_2022","overhead_2022","indirect_institutional_2022","medical_2022","memberships_2022","meals_2022","otherops_2022","bowl_expense_2022","prof_def_2022","bowl_coachcomp_2022"
228723,"Texas A & M University-College Station","$0","$0","$35,964,762","$4,318,979","$177,671,900","$13,632,940","$28,231,074","$300,000","$5,016,633","$11,858,231","$3,581,242","$6,549,204","$495,518","$2,488,448","$173,728","$21,260,637","$15,238,954","$0","$1,618,038","$212,585","$3,472,402","$22,670,209","$452,466","$15,467,719","$135,850"
228459,"Texas State University","$0","$0","$5,805,293","$332,150","$37,853,450","$6,759,349","$5,225,319","$31,135","$681,272","$2,819,584","$798,059","$1,262,869","$880,154","$0","$142,850","$5,628,970","$5,109,308","$452,160","$415,793","$97,381","$874,701","$537,103","$0","($564,863)","$0"
229115,"Texas Tech University","$0","$0","$21,453,273","$3,037,217","$104,778,443","$7,725,299","$21,514,654","$2,489,432","$2,831,437","$8,516,948","$1,819,474","$4,649,048","$2,192,097","$0","$141,273","$6,445,902","$11,836,809","$0","$1,903,332","$136,697","$1,656,618","$4,205,102","$1,771,167","$5,376,252","$452,664"
206084,"University of Toledo","$0","$0","$7,999,077","$436,000","$35,602,789","$9,467,757","$4,246,377","$0","$587,623","$1,973,996","$1,631,090","$1,548,509","$560,685","$166,177","$65,807","$641,256","$812,275","$1,790,173","$518,261","$206,208","$535,124","$1,886,711","$488,547","$0","$41,136"
100663,"University of Alabama at Birmingham","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
132903,"University of Central Florida","$0","$0","$14,287,303","$1,942,471","$69,099,289","$10,771,396","$12,708,471","$0","$1,026,083","$4,313,340","$1,631,061","$2,091,879","$2,446,580","$0","$179,722","$5,641,911","$5,864,984","$0","$677,548","$240,683","$1,026,533","$3,500,973","$581,059","$20,128,916","$167,292"
110662,"University of California-Los Angeles","$0","$0","$27,014,228","$2,880,000","$131,106,913","$16,163,943","$22,756,520","$0","$1,752,172","$7,013,636","$4,615,691","$10,937,778","$998,335","$426,576","$47,017","$10,051,702","$12,025,644","$0","$1,343,523","$52,267","$4,206,603","$7,768,011","$900,972","($28,045,569)","$152,295"
182281,"University of Nevada-Las Vegas","$0","$0","$9,268,662","$819,063","$62,644,050","$10,312,897","$7,043,900","$497,322","$1,431,125","$3,554,896","$4,969,496","$3,714,655","$495,896","$0","$460,737","$5,844,905","$5,256,288","$2,525,146","$1,305,066","$601,176","$761,649","$3,781,171","$0","$1,599,363","$0"
230764,"University of Utah","$800,000","$0","$21,880,251","$1,305,727","$111,880,434","$12,813,550","$17,607,591","$3,886,948","$1,987,511","$6,287,988","$4,761,522","$2,687,219","$1,917,772","$167,903","$436,246","$11,735,632","$1,440,298","$2,041,822","$1,269,083","$150,566","$1,410,239","$13,179,389","$2,548,037","$3,838,832","$1,565,140"
230728,"Utah State University","$615,887","$0","$9,690,045","$721,411","$42,824,185","$7,003,890","$5,345,646","$0","$769,137","$3,551,060","$1,522,516","$1,164,437","$443,889","$0","$16,000","$3,598,892","$776,501","$1,863,938","$780,897","$573,022","$754,459","$2,542,525","$826,588","$333,653","$263,445"
228796,"The University of Texas at El Paso","$59,803","$28,669","$6,482,174","$607,416","$34,370,528","$7,747,039","$4,487,048","$0","$599,119","$2,771,480","$812,630","$1,420,992","$776,821","$69,529","$0","$1,832,295","$1,773,070","$1,713,556","$844,859","$372,931","$688,601","$677,974","$409,837","($1,239,318)","$194,685"
229027,"The University of Texas at San Antonio","$0","$356,342","$7,922,862","$703,776","$39,156,362","$7,313,016","$5,861,914","$309,395","$605,750","$3,122,854","$1,117,388","$1,996,306","$726,294","$96,064","$93,129","$1,256,168","$3,002,957","$561,430","$1,001,227","$453,759","$437,278","$1,574,502","$456,408","($973,334)","$187,543"
234076,"University of Virginia-Main Campus","$0","$0","$27,218,894","$1,099,500","$150,584,173","$22,635,692","$19,267,825","$995,386","$2,157,359","$7,938,575","$2,136,822","$5,293,642","$456,940","$41,236","$142,176","$33,423,699","$11,732,592","$935,574","$1,398,102","$2,931,622","$1,656,350","$8,688,797","$433,390","$11,332,058","$0"
233921,"Virginia Polytechnic Institute and State University","$25,000","$0","$22,246,998","$1,646,021","$117,280,036","$15,764,437","$18,795,212","$10,232,486","$1,838,881","$4,732,652","$2,210,003","$4,423,279","$2,073,355","$848","$302,515","$4,368,382","$14,365,845","$1,396,032","$1,503,339","$74,356","$3,059,157","$6,263,039","$1,726,764","($4,589,438)","$231,435"
236948,"University of Washington-Seattle Campus","$0","$0","$22,428,675","$3,141,470","$149,458,923","$16,091,981","$21,440,380","$17,762,328","$2,490,978","$8,870,323","$6,915,974","$9,963,884","$1,517,596","$144,625","$785,848","$12,964,179","$7,524,689","$0","$1,752,722","$112,073","$3,508,566","$12,042,632","$0","($4,274,059)","$0"
236939,"Washington State University","$0","$0","$12,204,570","$1,911,192","$83,691,991","$12,225,098","$16,938,846","$1,074,339","$1,423,288","$4,918,158","$1,899,000","$2,793,628","$1,502,202","$68,724","$97,717","$10,802,306","$1,977,375","$435,000","$1,029,551","$2,255,108","$1,459,192","$6,705,328","$1,575,635","$1,336,834","$395,734"
238032,"West Virginia University","$0","$0","$19,595,708","$1,152,756","$97,067,706","$11,056,024","$15,847,048","$169,215","$1,882,408","$6,602,771","$1,688,640","$4,252,055","$741,607","$941,635","$145,441","$13,842,659","$11,049,591","$0","$839,514","$52,234","$4,029,152","$1,184,715","$1,649,533","$8,125,605","$345,000"
157951,"Western Kentucky University","$32,522","$15,106","$5,823,639","$657,861","$35,142,710","$6,165,618","$4,389,200","$0","$601,306","$2,438,433","$925,192","$1,613,706","$893,456","$435,334","$264,495","$5,405,503","$634,318","$1,178,901","$658,688","$380,677","$615,245","$1,464,403","$499,107","$0","$50,000"
172699,"Western Michigan University","$0","$0","$6,622,492","$706,270","$34,422,527","$7,829,205","$4,981,578","$0","$353,000","$1,919,746","$1,220,971","$931,489","$207,884","$300,002","$147,612","$1,605,360","$5,116,390","$0","$749,922","$281,941","$656,673","$162,727","$521,765","$4,739,487","$107,500"
240444,"University of Wisconsin-Madison","$0","$0","$24,595,815","$2,848,800","$147,807,183","$18,679,577","$31,056,478","$388,500","$1,786,016","$9,338,441","$3,066,069","$2,224,264","$3,338,252","$300,663","$211,015","$12,292,164","$25,472,573","$3,028,185","$2,988,588","$170,215","$2,750,173","$730,294","$2,044,101","$2,293,794","$497,000"
240727,"University of Wyoming","$0","$0","$8,852,669","$1,092,619","$47,146,999","$8,211,660","$9,312,162","$0","$880,130","$3,513,573","$922,131","$1,180,493","$5,182,340","$0","$73,030","$278,173","$1,145,367","$517,807","$1,257,692","$558,704","$1,461,723","$1,743,520","$741,469","$3,108,885","$221,737"
